n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.0000,0.0000,0.0000,0.0000,1.0000,0.2400,1.0000,0.2400,0.0000,50,0.8000
20,0.4174,0.5669,0.3303,0.0000,1.0000,0.1400,1.0000,0.1400,0.0000,50,0.9000
30,0.5995,0.6648,0.5459,0.2500,0.9400,0.0800,1.0000,0.0200,0.3600,50,0.9333
40,0.7385,0.7385,0.7385,0.4750,0.9400,0.2600,1.0000,0.2000,0.9800,50,0.9500
50,0.8349,0.8349,0.8349,0.6250,1.0000,0.1400,1.0000,0.1400,1.0000,50,0.9600
60,0.8440,0.8440,0.8440,0.6500,0.9000,0.2400,1.0000,0.1400,1.0000,50,0.9667
70,0.8624,0.8624,0.8624,0.7000,0.8800,0.2400,1.0000,0.1200,1.0000,50,0.9714
80,0.8440,0.8440,0.8440,0.6000,0.8600,0.3200,1.0000,0.1800,0.9800,50,0.9750
90,0.8479,0.8519,0.8440,0.5500,0.9400,0.2000,1.0000,0.1400,1.0000,50,0.9778
100,0.9220,0.9220,0.9220,0.8000,0.9800,0.1200,1.0000,0.1000,0.9800,50,0.9800
110,0.8853,0.8853,0.8853,0.7000,0.9600,0.2800,1.0000,0.2400,1.0000,50,0.9818
120,0.8716,0.8716,0.8716,0.6750,0.9400,0.3800,1.0000,0.3200,1.0000,50,0.9833
130,0.8945,0.8945,0.8945,0.7000,0.9600,0.2800,1.0000,0.2400,1.0000,50,0.9846
140,0.9404,0.9404,0.9404,0.8250,0.9800,0.1800,1.0000,0.1600,1.0000,50,0.9857
150,0.7890,0.7890,0.7890,0.5250,0.9200,0.3600,1.0000,0.2800,1.0000,50,0.9867
160,0.8853,0.8853,0.8853,0.7250,0.9400,0.4400,1.0000,0.3800,1.0000,50,0.9875
