n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.7409,0.7409,0.7409,0.3600,1.0000,0.0000,1.0000,0.0000,1.0000,20,0.6000
20,0.8216,0.8216,0.8216,0.5000,0.9000,0.1500,1.0000,0.0500,1.0000,20,0.8000
30,0.8201,0.8201,0.8201,0.4700,0.9500,0.3500,1.0000,0.3000,1.0000,20,0.8667
40,0.8826,0.8826,0.8826,0.6200,0.9500,0.1500,1.0000,0.1000,1.0000,20,0.9000
50,0.8506,0.8506,0.8506,0.6100,1.0000,0.0500,1.0000,0.0500,1.0000,20,0.9200
60,0.8689,0.8689,0.8689,0.6700,0.8000,0.3500,1.0000,0.1500,1.0000,20,0.9333
70,0.9055,0.9055,0.9055,0.7100,0.8000,0.4000,1.0000,0.2000,1.0000,20,0.9429
80,0.8933,0.8933,0.8933,0.6800,0.9500,0.2000,1.0000,0.1500,1.0000,20,0.9500
90,0.9162,0.9162,0.9162,0.7300,0.9000,0.4500,1.0000,0.3500,1.0000,20,0.9556
100,0.9497,0.9497,0.9497,0.8400,0.9500,0.3000,1.0000,0.2500,1.0000,20,0.9600
110,0.9543,0.9543,0.9543,0.8700,0.9000,0.3500,1.0000,0.2500,1.0000,20,0.9636
120,0.9573,0.9573,0.9573,0.8700,0.9500,0.2500,1.0000,0.2000,1.0000,20,0.9667
130,0.9619,0.9619,0.9619,0.8700,0.9000,0.2500,1.0000,0.1500,1.0000,20,0.9692
140,0.9665,0.9665,0.9665,0.8900,1.0000,0.4500,1.0000,0.4500,1.0000,20,0.9714
150,0.9710,0.9710,0.9710,0.9000,0.8500,0.3000,1.0000,0.1500,1.0000,20,0.9733
160,0.9756,0.9756,0.9756,0.9300,0.8500,0.5000,1.0000,0.3500,1.0000,20,0.9750
170,0.9924,0.9924,0.9924,0.9700,0.9500,0.4000,1.0000,0.3500,1.0000,20,0.9765
180,0.9909,0.9909,0.9909,0.9800,0.9000,0.5000,1.0000,0.4000,1.0000,20,0.9778
190,0.9954,0.9954,0.9954,0.9900,1.0000,0.2000,1.0000,0.2000,1.0000,20,0.9789
200,0.9954,0.9954,0.9954,0.9900,1.0000,0.2500,1.0000,0.2500,1.0000,20,0.9800
210,0.9893,0.9893,0.9893,0.9800,1.0000,0.4000,1.0000,0.4000,1.0000,20,0.9810
220,0.9893,0.9893,0.9893,0.9800,1.0000,0.2500,1.0000,0.2500,1.0000,20,0.9818
230,0.9893,0.9893,0.9893,0.9800,1.0000,0.3000,1.0000,0.3000,1.0000,20,0.9826
240,0.9893,0.9893,0.9893,0.9700,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9833
250,0.9939,0.9939,0.9939,0.9800,1.0000,0.2500,1.0000,0.2500,1.0000,20,0.9840
260,0.9970,0.9970,0.9970,0.9900,0.9500,0.6500,1.0000,0.6000,1.0000,20,0.9846
270,0.9909,0.9909,0.9909,0.9600,1.0000,0.5000,1.0000,0.5000,1.0000,20,0.9852
280,0.9893,0.9893,0.9893,0.9600,1.0000,0.4500,1.0000,0.4500,1.0000,20,0.9857
290,0.9802,0.9802,0.9802,0.9400,0.9500,0.3500,1.0000,0.3000,1.0000,20,0.9862
300,0.9756,0.9756,0.9756,0.9300,0.9820,0.4340,1.0000,0.4160,1.0000,500,0.9867
