n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.6275,0.6275,0.6275,0.3000,0.8500,0.1500,1.0000,0.0000,1.0000,20,0.5000
20,0.8471,0.8471,0.8471,0.5250,0.6500,0.4500,1.0000,0.1000,1.0000,20,0.7500
30,0.8196,0.8196,0.8196,0.4250,0.9000,0.3000,1.0000,0.2000,1.0000,20,0.8333
40,0.8196,0.8196,0.8196,0.4750,0.8500,0.1500,1.0000,0.0000,1.0000,20,0.8750
50,0.7961,0.7961,0.7961,0.4750,0.9500,0.2500,1.0000,0.2000,1.0000,20,0.9000
60,0.8510,0.8510,0.8510,0.6000,0.8500,0.3500,1.0000,0.2000,1.0000,20,0.9167
70,0.8392,0.8392,0.8392,0.5750,0.8500,0.5500,1.0000,0.4000,1.0000,20,0.9286
80,0.8078,0.8078,0.8078,0.5000,0.9000,0.5500,1.0000,0.4500,1.0000,20,0.9375
90,0.8235,0.8235,0.8235,0.5750,0.8000,0.4500,1.0000,0.2500,1.0000,20,0.9444
100,0.8471,0.8471,0.8471,0.6000,0.9500,0.3000,1.0000,0.2500,1.0000,20,0.9500
110,0.8392,0.8392,0.8392,0.5250,0.9500,0.4000,1.0000,0.3500,1.0000,20,0.9545
120,0.8353,0.8353,0.8353,0.5000,0.7000,0.4500,1.0000,0.1500,1.0000,20,0.9583
130,0.8471,0.8471,0.8471,0.5500,0.8500,0.2000,1.0000,0.0500,1.0000,20,0.9615
140,0.8588,0.8588,0.8588,0.6250,0.8000,0.4000,1.0000,0.2000,1.0000,20,0.9643
150,0.8941,0.8941,0.8941,0.7250,0.9500,0.3000,1.0000,0.2500,1.0000,20,0.9667
160,0.8863,0.8863,0.8863,0.6500,0.9500,0.3500,1.0000,0.3000,1.0000,20,0.9688
170,0.9137,0.9137,0.9137,0.7500,0.9000,0.3000,1.0000,0.2000,1.0000,20,0.9706
180,0.8941,0.8941,0.8941,0.6750,1.0000,0.1000,1.0000,0.1000,1.0000,20,0.9722
190,0.8627,0.8627,0.8627,0.6500,1.0000,0.2000,1.0000,0.2000,1.0000,20,0.9737
200,0.8824,0.8824,0.8824,0.7250,1.0000,0.3000,1.0000,0.3000,1.0000,20,0.9750
210,0.8667,0.8667,0.8667,0.7250,1.0000,0.3000,1.0000,0.3000,1.0000,20,0.9762
220,0.8706,0.8706,0.8706,0.7500,0.9500,0.3500,1.0000,0.3000,1.0000,20,0.9773
230,0.9294,0.9294,0.9294,0.8750,0.9500,0.4000,1.0000,0.3500,1.0000,20,0.9783
240,0.9216,0.9216,0.9216,0.8500,1.0000,0.2500,1.0000,0.2500,1.0000,20,0.9792
250,0.9373,0.9373,0.9373,0.8750,0.9500,0.3000,1.0000,0.2500,1.0000,20,0.9800
260,0.8314,0.8314,0.8314,0.5750,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9808
270,0.8980,0.8980,0.8980,0.7250,0.9500,0.4500,1.0000,0.4000,1.0000,20,0.9815
280,0.9255,0.9255,0.9255,0.8000,1.0000,0.4000,1.0000,0.4000,1.0000,20,0.9821
290,0.9216,0.9216,0.9216,0.8000,1.0000,0.2500,1.0000,0.2500,1.0000,20,0.9828
300,0.8902,0.8902,0.8902,0.7250,0.9500,0.2500,1.0000,0.2000,1.0000,20,0.9833
310,0.9137,0.9137,0.9137,0.7750,1.0000,0.5000,1.0000,0.5000,1.0000,20,0.9839
320,0.9216,0.9216,0.9216,0.8000,0.9880,0.3080,1.0000,0.2960,1.0000,500,0.9844
