n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.0000,0.0000,0.0000,0.0000,0.6600,0.3400,1.0000,0.0000,0.0000,50,0.8000
20,0.6564,0.7600,0.5777,0.0000,0.8400,0.2400,1.0000,0.0800,0.0000,50,0.9000
30,0.7619,0.7671,0.7568,0.2750,0.9800,0.0200,1.0000,0.0000,0.8600,50,0.9333
40,0.7264,0.7264,0.7264,0.3250,1.0000,0.0200,1.0000,0.0200,0.7800,50,0.9500
50,0.7966,0.7993,0.7939,0.5000,0.9800,0.1000,1.0000,0.0800,0.7800,50,0.9600
60,0.8169,0.8197,0.8142,0.4750,1.0000,0.1000,1.0000,0.1000,0.7600,50,0.9667
70,0.8305,0.8333,0.8277,0.4750,0.9600,0.2600,1.0000,0.2200,0.8000,50,0.9714
80,0.7966,0.7993,0.7939,0.4250,0.9600,0.1000,1.0000,0.0600,0.6600,50,0.9750
90,0.8746,0.8776,0.8716,0.5250,0.9600,0.1600,1.0000,0.1200,0.8000,50,0.9778
100,0.7864,0.7891,0.7838,0.3500,0.9400,0.2400,1.0000,0.1800,0.8400,50,0.9800
110,0.8203,0.8231,0.8176,0.4000,1.0000,0.1600,1.0000,0.1600,0.8600,50,0.9818
120,0.8746,0.8776,0.8716,0.6000,1.0000,0.3200,1.0000,0.3200,0.7800,50,0.9833
130,0.8678,0.8707,0.8649,0.5750,1.0000,0.4200,1.0000,0.4200,0.7400,50,0.9846
140,0.8881,0.8912,0.8851,0.6750,1.0000,0.2600,1.0000,0.2600,0.8600,50,0.9857
150,0.8780,0.8810,0.8750,0.6250,0.9800,0.3400,1.0000,0.3200,0.7400,50,0.9867
160,0.8780,0.8810,0.8750,0.6000,0.9800,0.2600,1.0000,0.2400,0.7000,50,0.9875
