n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.0000,0.0000,0.0000,0.0000,1.0000,0.1000,1.0000,0.1000,0.0000,50,0.9000
20,0.6667,1.0000,0.5000,0.0000,1.0000,0.0600,1.0000,0.0600,0.0000,50,0.9500
30,0.6667,1.0000,0.5000,0.0000,1.0000,0.0200,1.0000,0.0200,0.0000,50,0.9667
40,0.9357,0.9357,0.9357,0.8000,1.0000,0.0800,1.0000,0.0800,1.0000,50,0.9750
50,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.0000,1.0000,50,0.9800
60,0.9571,0.9571,0.9571,0.8500,1.0000,0.0000,1.0000,0.0000,1.0000,50,0.9833
70,1.0000,1.0000,1.0000,1.0000,1.0000,0.1200,1.0000,0.1200,1.0000,50,0.9857
80,1.0000,1.0000,1.0000,1.0000,1.0000,0.0600,1.0000,0.0600,1.0000,50,0.9875
90,0.9857,0.9857,0.9857,0.9500,1.0000,0.0200,1.0000,0.0200,1.0000,50,0.9889
100,0.9929,0.9929,0.9929,0.9750,1.0000,0.1200,1.0000,0.1200,1.0000,50,0.9900
110,1.0000,1.0000,1.0000,1.0000,1.0000,0.0600,1.0000,0.0600,1.0000,50,0.9909
120,1.0000,1.0000,1.0000,1.0000,1.0000,0.0800,1.0000,0.0800,1.0000,50,0.9917
130,0.9929,0.9929,0.9929,0.9750,1.0000,0.1200,1.0000,0.1200,1.0000,50,0.9923
140,1.0000,1.0000,1.0000,1.0000,1.0000,0.1200,1.0000,0.1200,1.0000,50,0.9929
150,1.0000,1.0000,1.0000,1.0000,1.0000,0.1800,1.0000,0.1800,1.0000,50,0.9933
160,0.9929,0.9929,0.9929,0.9750,1.0000,0.1200,1.0000,0.1200,1.0000,50,0.9938
