n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.6204,0.6204,0.6204,0.1100,0.8000,0.2000,1.0000,0.0000,1.0000,20,0.7000
20,0.7354,0.7354,0.7354,0.4100,0.8000,0.3500,1.0000,0.1500,1.0000,20,0.8500
30,0.7434,0.7434,0.7434,0.4100,0.8000,0.3500,1.0000,0.1500,1.0000,20,0.9000
40,0.7950,0.7950,0.7950,0.4500,0.8000,0.3500,1.0000,0.1500,1.0000,20,0.9250
50,0.8122,0.8122,0.8122,0.4900,0.9500,0.3000,1.0000,0.2500,1.0000,20,0.9400
60,0.8479,0.8479,0.8479,0.5200,0.9500,0.5500,1.0000,0.5000,1.0000,20,0.9500
70,0.8519,0.8519,0.8519,0.6200,1.0000,0.4000,1.0000,0.4000,1.0000,20,0.9571
80,0.9021,0.9021,0.9021,0.6600,0.9500,0.3500,1.0000,0.3000,1.0000,20,0.9625
90,0.8889,0.8889,0.8889,0.6500,1.0000,0.1500,1.0000,0.1500,1.0000,20,0.9667
100,0.8413,0.8413,0.8413,0.5700,0.9500,0.2500,1.0000,0.2000,1.0000,20,0.9700
110,0.8889,0.8889,0.8889,0.6900,0.9500,0.2500,1.0000,0.2000,1.0000,20,0.9727
120,0.8638,0.8638,0.8638,0.6300,0.9000,0.3500,1.0000,0.2500,1.0000,20,0.9750
130,0.8783,0.8783,0.8783,0.6300,0.9500,0.2000,1.0000,0.1500,1.0000,20,0.9769
140,0.8638,0.8638,0.8638,0.6200,0.9500,0.2500,1.0000,0.2000,1.0000,20,0.9786
150,0.8889,0.8889,0.8889,0.6600,0.9500,0.2500,1.0000,0.2000,1.0000,20,0.9800
160,0.8902,0.8902,0.8902,0.6400,0.9500,0.5000,1.0000,0.4500,1.0000,20,0.9812
170,0.8783,0.8783,0.8783,0.5900,0.9500,0.3000,1.0000,0.2500,1.0000,20,0.9824
180,0.8981,0.8981,0.8981,0.6500,0.9000,0.5000,1.0000,0.4000,1.0000,20,0.9833
190,0.8955,0.8955,0.8955,0.6500,1.0000,0.4500,1.0000,0.4500,1.0000,20,0.9842
200,0.8823,0.8823,0.8823,0.6300,0.9500,0.3500,1.0000,0.3000,1.0000,20,0.9850
210,0.8902,0.8902,0.8902,0.6600,0.9500,0.3500,1.0000,0.3000,1.0000,20,0.9857
220,0.9087,0.9087,0.9087,0.7000,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9864
230,0.9114,0.9114,0.9114,0.6700,1.0000,0.4000,1.0000,0.4000,1.0000,20,0.9870
240,0.9101,0.9101,0.9101,0.6900,1.0000,0.2500,1.0000,0.2500,1.0000,20,0.9875
250,0.9153,0.9153,0.9153,0.7100,1.0000,0.2000,1.0000,0.2000,1.0000,20,0.9880
260,0.9048,0.9048,0.9048,0.7000,0.9500,0.2000,1.0000,0.1500,1.0000,20,0.9885
270,0.9034,0.9034,0.9034,0.7100,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9889
280,0.8968,0.8968,0.8968,0.6900,0.9000,0.5000,1.0000,0.4000,1.0000,20,0.9893
290,0.8889,0.8889,0.8889,0.6600,0.9500,0.4000,1.0000,0.3500,1.0000,20,0.9897
300,0.9061,0.9061,0.9061,0.6700,0.9820,0.3320,1.0000,0.3140,1.0000,500,0.9900
