n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.6240,0.6240,0.6240,0.1700,0.8000,0.3500,1.0000,0.1500,1.0000,20,0.6000
20,0.6953,0.6953,0.6953,0.2500,0.8000,0.4500,1.0000,0.2500,1.0000,20,0.8000
30,0.7916,0.7916,0.7916,0.4300,0.6000,0.4500,1.0000,0.0500,1.0000,20,0.8667
40,0.7032,0.7032,0.7032,0.3600,0.8000,0.2500,1.0000,0.0500,1.0000,20,0.9000
50,0.7256,0.7256,0.7256,0.4000,0.8000,0.5500,1.0000,0.3500,1.0000,20,0.9200
60,0.7810,0.7810,0.7810,0.4700,0.9000,0.3500,1.0000,0.2500,1.0000,20,0.9333
70,0.7863,0.7863,0.7863,0.4600,0.9000,0.4000,1.0000,0.3000,1.0000,20,0.9429
80,0.7995,0.7995,0.7995,0.4500,0.9000,0.3500,1.0000,0.2500,1.0000,20,0.9500
90,0.7071,0.7071,0.7071,0.4400,0.9000,0.3500,1.0000,0.2500,1.0000,20,0.9556
100,0.7797,0.7797,0.7797,0.4400,0.9000,0.2500,1.0000,0.1500,1.0000,20,0.9600
110,0.7625,0.7625,0.7625,0.4400,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9636
120,0.8272,0.8272,0.8272,0.5300,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9667
130,0.7704,0.7704,0.7704,0.4200,1.0000,0.2000,1.0000,0.2000,1.0000,20,0.9692
140,0.8061,0.8061,0.8061,0.4600,1.0000,0.3000,1.0000,0.3000,1.0000,20,0.9714
150,0.8364,0.8364,0.8364,0.5400,0.9500,0.3500,1.0000,0.3000,1.0000,20,0.9733
160,0.8668,0.8668,0.8668,0.6100,1.0000,0.4000,1.0000,0.4000,1.0000,20,0.9750
170,0.8602,0.8602,0.8602,0.6000,0.9000,0.5000,1.0000,0.4000,1.0000,20,0.9765
180,0.8694,0.8694,0.8694,0.5800,0.9500,0.3500,1.0000,0.3000,1.0000,20,0.9778
190,0.8707,0.8707,0.8707,0.5800,1.0000,0.2000,1.0000,0.2000,1.0000,20,0.9789
200,0.8681,0.8681,0.8681,0.6100,0.9500,0.5500,1.0000,0.5000,1.0000,20,0.9800
210,0.8760,0.8760,0.8760,0.6000,0.9500,0.4500,1.0000,0.4000,1.0000,20,0.9810
220,0.8826,0.8826,0.8826,0.6400,1.0000,0.4000,1.0000,0.4000,1.0000,20,0.9818
230,0.8813,0.8813,0.8813,0.6300,1.0000,0.5000,1.0000,0.5000,1.0000,20,0.9826
240,0.9011,0.9011,0.9011,0.6900,1.0000,0.4000,1.0000,0.4000,1.0000,20,0.9833
250,0.9011,0.9011,0.9011,0.6700,1.0000,0.2500,1.0000,0.2500,1.0000,20,0.9840
260,0.8654,0.8654,0.8654,0.6500,1.0000,0.5500,1.0000,0.5500,1.0000,20,0.9846
270,0.8707,0.8707,0.8707,0.6400,0.9500,0.6500,1.0000,0.6000,1.0000,20,0.9852
280,0.8760,0.8760,0.8760,0.6300,1.0000,0.4000,1.0000,0.4000,1.0000,20,0.9857
290,0.9261,0.9261,0.9261,0.8500,1.0000,0.4500,1.0000,0.4500,1.0000,20,0.9862
300,0.8997,0.8997,0.8997,0.6800,0.9740,0.4040,1.0000,0.3780,1.0000,500,0.9867
