n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.5477,0.5477,0.5477,0.1800,1.0000,0.2000,1.0000,0.2000,1.0000,20,0.6000
20,0.8535,0.8535,0.8535,0.4700,0.5000,0.6500,1.0000,0.1500,1.0000,20,0.8000
30,0.8977,0.8977,0.8977,0.5900,0.8500,0.6500,1.0000,0.5000,1.0000,20,0.8667
40,0.8442,0.8442,0.8442,0.6000,0.7000,0.6000,1.0000,0.3000,1.0000,20,0.9000
50,0.7965,0.7965,0.7965,0.4900,0.8000,0.6500,1.0000,0.4500,1.0000,20,0.9200
60,0.9070,0.9070,0.9070,0.7800,0.6500,0.7500,1.0000,0.4000,1.0000,20,0.9333
70,0.9186,0.9186,0.9186,0.8100,0.9500,0.6500,1.0000,0.6000,1.0000,20,0.9429
80,0.9360,0.9360,0.9360,0.8100,0.9000,0.6500,1.0000,0.5500,1.0000,20,0.9500
90,0.9302,0.9302,0.9302,0.7300,0.8000,0.4500,1.0000,0.2500,1.0000,20,0.9556
100,0.9430,0.9430,0.9430,0.7900,0.9500,0.5500,1.0000,0.5000,1.0000,20,0.9600
110,0.9453,0.9453,0.9453,0.7900,0.9000,0.7000,1.0000,0.6000,1.0000,20,0.9636
120,0.9337,0.9337,0.9337,0.7200,0.9000,0.8000,1.0000,0.7000,1.0000,20,0.9667
130,0.9198,0.9198,0.9198,0.6800,0.7000,0.8500,1.0000,0.5500,1.0000,20,0.9692
140,0.9221,0.9221,0.9221,0.6800,0.9500,0.7000,1.0000,0.6500,1.0000,20,0.9714
150,0.9419,0.9419,0.9419,0.7500,0.9500,0.5500,1.0000,0.5000,1.0000,20,0.9733
160,0.9581,0.9581,0.9581,0.8000,1.0000,0.6500,1.0000,0.6500,1.0000,20,0.9750
170,0.9628,0.9628,0.9628,0.8200,0.9500,0.5000,1.0000,0.4500,1.0000,20,0.9765
180,0.9663,0.9663,0.9663,0.8400,1.0000,0.6000,1.0000,0.6000,1.0000,20,0.9778
190,0.9814,0.9814,0.9814,0.9100,0.9500,0.6500,1.0000,0.6000,1.0000,20,0.9789
200,0.9802,0.9802,0.9802,0.9100,1.0000,0.6500,1.0000,0.6500,1.0000,20,0.9800
210,0.9767,0.9767,0.9767,0.8900,0.8500,0.8000,1.0000,0.6500,1.0000,20,0.9810
220,0.9698,0.9698,0.9698,0.8500,0.9500,0.7500,1.0000,0.7000,1.0000,20,0.9818
230,0.9733,0.9733,0.9733,0.8700,1.0000,0.8000,1.0000,0.8000,1.0000,20,0.9826
240,0.9674,0.9674,0.9674,0.8500,1.0000,0.7500,1.0000,0.7500,1.0000,20,0.9833
250,0.9686,0.9686,0.9686,0.8500,1.0000,0.9000,1.0000,0.9000,1.0000,20,0.9840
260,0.9674,0.9674,0.9674,0.8500,0.9500,0.5500,1.0000,0.5000,1.0000,20,0.9846
270,0.9733,0.9733,0.9733,0.8800,1.0000,0.7500,1.0000,0.7500,1.0000,20,0.9852
280,0.9791,0.9791,0.9791,0.8900,0.9500,0.8000,1.0000,0.7500,1.0000,20,0.9857
290,0.9721,0.9721,0.9721,0.8700,1.0000,0.8000,1.0000,0.8000,1.0000,20,0.9862
300,0.9698,0.9698,0.9698,0.8600,0.9700,0.6820,1.0000,0.6520,1.0000,500,0.9867
