n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000,20,0.5000
20,0.7516,0.7516,0.7516,0.4300,0.8500,0.3000,1.0000,0.1500,1.0000,20,0.7500
30,0.7532,0.7532,0.7532,0.4000,0.9000,0.1500,1.0000,0.0500,1.0000,20,0.8333
40,0.7596,0.7596,0.7596,0.4100,0.9500,0.1500,1.0000,0.1000,1.0000,20,0.8750
50,0.8169,0.8169,0.8169,0.4600,0.9500,0.1500,1.0000,0.1000,1.0000,20,0.9000
60,0.8360,0.8360,0.8360,0.5300,0.9000,0.3000,1.0000,0.2000,1.0000,20,0.9167
70,0.8248,0.8248,0.8248,0.5500,0.9000,0.1500,1.0000,0.0500,1.0000,20,0.9286
80,0.8089,0.8089,0.8089,0.5300,1.0000,0.1500,1.0000,0.1500,1.0000,20,0.9375
90,0.8217,0.8217,0.8217,0.5600,1.0000,0.0500,1.0000,0.0500,1.0000,20,0.9444
100,0.8408,0.8408,0.8408,0.5300,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9500
110,0.8710,0.8710,0.8710,0.6700,1.0000,0.2000,1.0000,0.2000,1.0000,20,0.9545
120,0.8758,0.8758,0.8758,0.6600,1.0000,0.2500,1.0000,0.2500,1.0000,20,0.9583
130,0.8455,0.8455,0.8455,0.6000,1.0000,0.1000,1.0000,0.1000,1.0000,20,0.9615
140,0.8439,0.8439,0.8439,0.6100,1.0000,0.1000,1.0000,0.1000,1.0000,20,0.9643
150,0.8535,0.8535,0.8535,0.6300,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9667
160,0.8567,0.8567,0.8567,0.6700,1.0000,0.2000,1.0000,0.2000,1.0000,20,0.9688
170,0.8615,0.8615,0.8615,0.6700,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9706
180,0.8869,0.8869,0.8869,0.7300,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9722
190,0.8965,0.8965,0.8965,0.7400,0.9500,0.4000,1.0000,0.3500,1.0000,20,0.9737
200,0.9013,0.9013,0.9013,0.7600,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9750
210,0.8917,0.8917,0.8917,0.7400,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9762
220,0.8806,0.8806,0.8806,0.7300,1.0000,0.3000,1.0000,0.3000,1.0000,20,0.9773
230,0.8885,0.8885,0.8885,0.7100,1.0000,0.2500,1.0000,0.2500,1.0000,20,0.9783
240,0.8997,0.8997,0.8997,0.7400,0.9500,0.4500,1.0000,0.4000,1.0000,20,0.9792
250,0.9124,0.9124,0.9124,0.7800,1.0000,0.3000,1.0000,0.3000,1.0000,20,0.9800
260,0.9188,0.9188,0.9188,0.7900,1.0000,0.3000,1.0000,0.3000,1.0000,20,0.9808
270,0.9379,0.9379,0.9379,0.8300,0.9500,0.2500,1.0000,0.2000,1.0000,20,0.9815
280,0.9299,0.9299,0.9299,0.8000,1.0000,0.2500,1.0000,0.2500,1.0000,20,0.9821
290,0.9443,0.9443,0.9443,0.8500,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9828
300,0.9427,0.9427,0.9427,0.8500,0.9940,0.3180,1.0000,0.3120,1.0000,500,0.9833
