n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.6739,0.6739,0.6739,0.2250,1.0000,0.0000,1.0000,0.0000,1.0000,20,0.6000
20,0.8106,0.8106,0.8106,0.4250,0.6500,0.4000,1.0000,0.0500,1.0000,20,0.8000
30,0.8012,0.8012,0.8012,0.4000,0.8500,0.4000,1.0000,0.2500,1.0000,20,0.8667
40,0.8416,0.8416,0.8416,0.5000,0.8000,0.6000,1.0000,0.4000,1.0000,20,0.9000
50,0.8913,0.8913,0.8913,0.5500,0.7500,0.5500,1.0000,0.3000,1.0000,20,0.9200
60,0.9068,0.9068,0.9068,0.6750,0.6500,0.7000,1.0000,0.3500,1.0000,20,0.9333
70,0.9161,0.9161,0.9161,0.7000,0.9500,0.5000,1.0000,0.4500,1.0000,20,0.9429
80,0.8913,0.8913,0.8913,0.6250,0.9000,0.3500,1.0000,0.2500,1.0000,20,0.9500
90,0.8665,0.8665,0.8665,0.5250,0.8500,0.6000,1.0000,0.4500,1.0000,20,0.9556
100,0.8851,0.8851,0.8851,0.6250,0.6500,0.5000,1.0000,0.1500,1.0000,20,0.9600
110,0.9130,0.9130,0.9130,0.7250,0.8500,0.4000,1.0000,0.2500,1.0000,20,0.9636
120,0.9068,0.9068,0.9068,0.6000,0.8500,0.4500,1.0000,0.3000,1.0000,20,0.9667
130,0.9286,0.9286,0.9286,0.7750,0.9000,0.6500,1.0000,0.5500,1.0000,20,0.9692
140,0.9627,0.9627,0.9627,0.8750,0.9000,0.6000,1.0000,0.5000,1.0000,20,0.9714
150,0.9503,0.9503,0.9503,0.8250,0.9000,0.5500,1.0000,0.4500,1.0000,20,0.9733
160,0.9596,0.9596,0.9596,0.9000,0.8500,0.3500,1.0000,0.2000,1.0000,20,0.9750
170,0.9752,0.9752,0.9752,0.9250,0.7500,0.8000,1.0000,0.5500,1.0000,20,0.9765
180,0.9596,0.9596,0.9596,0.8750,0.9000,0.6500,1.0000,0.5500,1.0000,20,0.9778
190,0.9658,0.9658,0.9658,0.9000,0.9500,0.6500,1.0000,0.6000,1.0000,20,0.9789
200,0.9814,0.9814,0.9814,0.9500,0.9500,0.5500,1.0000,0.5000,1.0000,20,0.9800
210,0.9689,0.9689,0.9689,0.9000,0.8000,0.7000,1.0000,0.5000,1.0000,20,0.9810
220,0.9720,0.9720,0.9720,0.9250,0.8500,0.4500,1.0000,0.3000,1.0000,20,0.9818
230,0.9658,0.9658,0.9658,0.9000,1.0000,0.4500,1.0000,0.4500,1.0000,20,0.9826
240,0.9845,0.9845,0.9845,0.9250,0.9000,0.5500,1.0000,0.4500,1.0000,20,0.9833
250,0.9814,0.9814,0.9814,0.9000,0.9500,0.5000,1.0000,0.4500,1.0000,20,0.9840
260,0.9845,0.9845,0.9845,0.9000,1.0000,0.5500,1.0000,0.5500,1.0000,20,0.9846
270,0.9503,0.9503,0.9503,0.7500,1.0000,0.5500,1.0000,0.5500,1.0000,20,0.9852
280,0.9534,0.9534,0.9534,0.7500,0.9000,0.4500,1.0000,0.3500,1.0000,20,0.9857
290,0.9472,0.9472,0.9472,0.7250,0.9500,0.3500,1.0000,0.3000,1.0000,20,0.9862
300,0.9503,0.9503,0.9503,0.7750,0.9500,0.4500,1.0000,0.4000,1.0000,20,0.9867
310,0.9534,0.9534,0.9534,0.8000,1.0000,0.5000,1.0000,0.5000,1.0000,20,0.9871
320,0.9472,0.9472,0.9472,0.7500,0.9800,0.4660,1.0000,0.4460,1.0000,500,0.9875
