n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.7034,0.7034,0.7034,0.2200,0.7500,0.2500,1.0000,0.0000,1.0000,20,0.6000
20,0.8593,0.8593,0.8593,0.5200,0.7000,0.6000,1.0000,0.3000,1.0000,20,0.8000
30,0.8745,0.8745,0.8745,0.5300,0.6000,0.4000,1.0000,0.0000,1.0000,20,0.8667
40,0.8948,0.8948,0.8948,0.5900,0.9500,0.4500,1.0000,0.4000,1.0000,20,0.9000
50,0.9163,0.9163,0.9163,0.6800,0.9000,0.5000,1.0000,0.4000,1.0000,20,0.9200
60,0.9075,0.9075,0.9075,0.6900,0.8000,0.3000,1.0000,0.1000,1.0000,20,0.9333
70,0.9049,0.9049,0.9049,0.6500,0.8500,0.6000,1.0000,0.4500,1.0000,20,0.9429
80,0.9518,0.9518,0.9518,0.8200,0.9000,0.7000,1.0000,0.6000,1.0000,20,0.9500
90,0.9404,0.9404,0.9404,0.8000,0.9000,0.3500,1.0000,0.2500,1.0000,20,0.9556
100,0.9518,0.9518,0.9518,0.7700,0.9000,0.4000,1.0000,0.3000,1.0000,20,0.9600
110,0.9632,0.9632,0.9632,0.8000,0.9500,0.4500,1.0000,0.4000,1.0000,20,0.9636
120,0.9531,0.9531,0.9531,0.7300,0.9000,0.5000,1.0000,0.4000,1.0000,20,0.9667
130,0.9747,0.9747,0.9747,0.8600,0.9000,0.4500,1.0000,0.3500,1.0000,20,0.9692
140,0.9785,0.9785,0.9785,0.8500,0.8500,0.6000,1.0000,0.4500,1.0000,20,0.9714
150,0.9759,0.9759,0.9759,0.8500,0.9500,0.6500,1.0000,0.6000,1.0000,20,0.9733
160,0.9772,0.9772,0.9772,0.8500,0.9500,0.2500,1.0000,0.2000,1.0000,20,0.9750
170,0.9848,0.9848,0.9848,0.8900,0.9500,0.5000,1.0000,0.4500,1.0000,20,0.9765
180,0.9823,0.9823,0.9823,0.8800,0.9500,0.4500,1.0000,0.4000,1.0000,20,0.9778
190,0.9772,0.9772,0.9772,0.8600,1.0000,0.5000,1.0000,0.5000,1.0000,20,0.9789
200,0.9759,0.9759,0.9759,0.8400,1.0000,0.4000,1.0000,0.4000,1.0000,20,0.9800
210,0.9734,0.9734,0.9734,0.8400,0.9500,0.5000,1.0000,0.4500,1.0000,20,0.9810
220,0.9708,0.9708,0.9708,0.8300,0.9500,0.4500,1.0000,0.4000,1.0000,20,0.9818
230,0.9861,0.9861,0.9861,0.9000,0.9500,0.5000,1.0000,0.4500,1.0000,20,0.9826
240,0.9861,0.9861,0.9861,0.9100,0.9500,0.4500,1.0000,0.4000,1.0000,20,0.9833
250,0.9848,0.9848,0.9848,0.9100,0.8500,0.5000,1.0000,0.3500,1.0000,20,0.9840
260,0.9797,0.9797,0.9797,0.8900,0.9500,0.5000,1.0000,0.4500,1.0000,20,0.9846
270,0.9823,0.9823,0.9823,0.8900,0.9500,0.6000,1.0000,0.5500,1.0000,20,0.9852
280,0.9823,0.9823,0.9823,0.8900,0.8000,0.6000,1.0000,0.4000,1.0000,20,0.9857
290,0.9886,0.9886,0.9886,0.9200,1.0000,0.4500,1.0000,0.4500,1.0000,20,0.9862
300,0.9873,0.9873,0.9873,0.9200,0.9660,0.5580,1.0000,0.5240,1.0000,500,0.9867
