n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.6567,0.6567,0.6567,0.1600,0.8000,0.2500,1.0000,0.0500,1.0000,20,0.7000
20,0.7334,0.7334,0.7334,0.2800,0.9000,0.2000,1.0000,0.1000,1.0000,20,0.8500
30,0.7698,0.7698,0.7698,0.3700,0.9500,0.1500,1.0000,0.1000,1.0000,20,0.9000
40,0.7126,0.7126,0.7126,0.3500,0.9000,0.2000,1.0000,0.1000,1.0000,20,0.9250
50,0.7802,0.7802,0.7802,0.3800,0.9500,0.4000,1.0000,0.3500,1.0000,20,0.9400
60,0.7737,0.7737,0.7737,0.3400,0.9500,0.4500,1.0000,0.4000,1.0000,20,0.9500
70,0.8492,0.8492,0.8492,0.4900,0.9500,0.3500,1.0000,0.3000,1.0000,20,0.9571
80,0.8492,0.8492,0.8492,0.5300,0.9500,0.2000,1.0000,0.1500,1.0000,20,0.9625
90,0.8336,0.8336,0.8336,0.4500,0.9500,0.4500,1.0000,0.4000,1.0000,20,0.9667
100,0.8401,0.8401,0.8401,0.5000,0.9500,0.2500,1.0000,0.2000,1.0000,20,0.9700
110,0.8088,0.8088,0.8088,0.5000,0.9500,0.4000,1.0000,0.3500,1.0000,20,0.9727
120,0.8192,0.8192,0.8192,0.5400,0.8500,0.2500,1.0000,0.1000,1.0000,20,0.9750
130,0.7490,0.7490,0.7490,0.4200,0.9500,0.2000,1.0000,0.1500,1.0000,20,0.9769
140,0.8062,0.8062,0.8062,0.4900,0.9000,0.2500,1.0000,0.1500,1.0000,20,0.9786
150,0.8153,0.8153,0.8153,0.5300,0.8500,0.3500,1.0000,0.2000,1.0000,20,0.9800
160,0.8062,0.8062,0.8062,0.5000,0.9000,0.3000,1.0000,0.2000,1.0000,20,0.9812
170,0.8231,0.8231,0.8231,0.5400,0.9000,0.2500,1.0000,0.1500,1.0000,20,0.9824
180,0.8309,0.8309,0.8309,0.5500,1.0000,0.4000,1.0000,0.4000,1.0000,20,0.9833
190,0.8518,0.8518,0.8518,0.6000,0.9500,0.6000,1.0000,0.5500,1.0000,20,0.9842
200,0.8713,0.8713,0.8713,0.6400,0.9000,0.4500,1.0000,0.3500,1.0000,20,0.9850
210,0.8427,0.8427,0.8427,0.6300,0.9000,0.3500,1.0000,0.2500,1.0000,20,0.9857
220,0.8375,0.8375,0.8375,0.5600,1.0000,0.4000,1.0000,0.4000,1.0000,20,0.9864
230,0.8843,0.8843,0.8843,0.6700,0.9000,0.3500,1.0000,0.2500,1.0000,20,0.9870
240,0.8843,0.8843,0.8843,0.6700,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9875
250,0.8856,0.8856,0.8856,0.6800,0.9500,0.4000,1.0000,0.3500,1.0000,20,0.9880
260,0.8960,0.8960,0.8960,0.6800,1.0000,0.5000,1.0000,0.5000,1.0000,20,0.9885
270,0.9025,0.9025,0.9025,0.7000,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9889
280,0.9220,0.9220,0.9220,0.7000,0.9500,0.3000,1.0000,0.2500,1.0000,20,0.9893
290,0.9350,0.9350,0.9350,0.7400,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9897
300,0.9233,0.9233,0.9233,0.7600,0.9660,0.3940,1.0000,0.3600,1.0000,500,0.9900
