n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.6939,0.6939,0.6939,0.1300,0.7500,0.4500,1.0000,0.2000,1.0000,20,0.6000
20,0.8037,0.8037,0.8037,0.3700,0.7000,0.4000,1.0000,0.1000,1.0000,20,0.8000
30,0.7850,0.7850,0.7850,0.2600,0.7500,0.4500,1.0000,0.2000,1.0000,20,0.8667
40,0.8972,0.8972,0.8972,0.5700,0.9000,0.3500,1.0000,0.2500,1.0000,20,0.9000
50,0.9299,0.9299,0.9299,0.6700,0.8500,0.5500,1.0000,0.4000,1.0000,20,0.9200
60,0.9042,0.9042,0.9042,0.5800,0.8500,0.7000,1.0000,0.5500,1.0000,20,0.9333
70,0.8703,0.8703,0.8703,0.4400,0.9500,0.7000,1.0000,0.6500,1.0000,20,0.9429
80,0.9042,0.9042,0.9042,0.5800,0.7500,0.5500,1.0000,0.3000,1.0000,20,0.9500
90,0.8925,0.8925,0.8925,0.5400,0.9500,0.7000,1.0000,0.6500,1.0000,20,0.9556
100,0.8575,0.8575,0.8575,0.4400,0.9000,0.4500,1.0000,0.3500,1.0000,20,0.9600
110,0.8738,0.8738,0.8738,0.5200,1.0000,0.4000,1.0000,0.4000,1.0000,20,0.9636
120,0.8937,0.8937,0.8937,0.5300,0.9500,0.6000,1.0000,0.5500,1.0000,20,0.9667
130,0.9019,0.9019,0.9019,0.5500,0.8500,0.6500,1.0000,0.5000,1.0000,20,0.9692
140,0.8960,0.8960,0.8960,0.5500,1.0000,0.5000,1.0000,0.5000,1.0000,20,0.9714
150,0.9065,0.9065,0.9065,0.5600,0.9000,0.4000,1.0000,0.3000,1.0000,20,0.9733
160,0.8937,0.8937,0.8937,0.5000,0.9000,0.7000,1.0000,0.6000,1.0000,20,0.9750
170,0.8808,0.8808,0.8808,0.5000,1.0000,0.6500,1.0000,0.6500,1.0000,20,0.9765
180,0.8867,0.8867,0.8867,0.5200,0.9500,0.6500,1.0000,0.6000,1.0000,20,0.9778
190,0.8470,0.8470,0.8470,0.3400,0.8000,0.7500,1.0000,0.5500,1.0000,20,0.9789
200,0.8505,0.8505,0.8505,0.3800,1.0000,0.6000,1.0000,0.6000,1.0000,20,0.9800
210,0.8855,0.8855,0.8855,0.5400,0.9500,0.4500,1.0000,0.4000,1.0000,20,0.9810
220,0.8925,0.8925,0.8925,0.5500,0.9500,0.8000,1.0000,0.7500,1.0000,20,0.9818
230,0.8960,0.8960,0.8960,0.5500,0.9000,0.8500,1.0000,0.7500,1.0000,20,0.9826
240,0.8843,0.8843,0.8843,0.5000,0.9500,0.7000,1.0000,0.6500,1.0000,20,0.9833
250,0.9159,0.9159,0.9159,0.6200,1.0000,0.7500,1.0000,0.7500,1.0000,20,0.9840
260,0.8925,0.8925,0.8925,0.5100,0.9500,0.5500,1.0000,0.5000,1.0000,20,0.9846
270,0.8797,0.8797,0.8797,0.4400,0.9500,0.6500,1.0000,0.6000,1.0000,20,0.9852
280,0.8516,0.8516,0.8516,0.3900,0.9000,0.8000,1.0000,0.7000,1.0000,20,0.9857
290,0.8563,0.8563,0.8563,0.4100,0.8500,0.6500,1.0000,0.5000,1.0000,20,0.9862
300,0.8703,0.8703,0.8703,0.4400,0.9560,0.6520,1.0000,0.6080,1.0000,500,0.9867
