is_gold,cnt_root_lp,sum_root_lp,sum_leaf_lp,sum_bl_lp,cur_score,chunk_pool_match,L_trans,R_trans
1,-51.49777361623743,-54.454328889674315,-47.06291198149715,-42.54509413714098,-60.12358576734603,0,2,0
0,-53.445277656740075,-57.39399173857855,-49.30397819639079,-50.82022419477212,-68.23647111565731,0,0,0
0,-55.81835036651898,-61.4343521106421,-103.79735726679114,-65.9503629835349,-86.95755754655632,0,0,0
0,-63.543315463176384,-69.53577687600357,-92.48541602714505,-76.06908740307662,-91.2889402713199,0,0,0
0,-52.279654231417,-57.960515030909576,-106.29113399431488,-79.9974185505472,-84.16699442971145,0,0,0
1,-50.18391536304191,-54.307749539490835,-42.88718947913555,-36.33318010102584,-59.584336303982845,0,0,1
0,-51.432141173841394,-54.50577623386866,-75.26919711801153,-48.96174533866394,-70.54716440644513,0,0,1
1,-53.987115943815134,-56.73553094430053,-38.42743554906706,-35.77608505677507,-65.51534660853525,0,0,0
0,-55.81835036651898,-61.4343521106421,-103.79735726679114,-82.73763210418062,-86.95755754655632,0,0,0
0,-63.543315463176384,-69.53577687600357,-92.48541602714505,-76.06908740307662,-91.2889402713199,0,0,0
0,-52.279654231417,-57.960515030909576,-106.29113399431488,-79.9974185505472,-84.16699442971145,0,0,0
1,-50.18391536304191,-54.307749539490835,-42.88718947913555,-36.33318010102584,-59.584336303982845,0,0,1
0,-51.432141173841394,-54.50577623386866,-75.26919711801153,-48.96174533866394,-70.54716440644513,0,0,1
1,-53.987115943815134,-56.73553094430053,-38.42743554906706,-35.77608505677507,-65.51534660853525,0,0,0
0,-55.81835036651898,-61.4343521106421,-103.79735726679114,-82.73763210418062,-86.95755754655632,0,0,0
0,-63.543315463176384,-69.53577687600357,-92.48541602714505,-76.06908740307662,-91.2889402713199,0,0,0
0,-53.580478069398055,-58.16206814046129,-48.5320304573446,-59.172312249634814,-68.14008720660144,0,0,0
1,-53.110652271132395,-55.735284984619355,-28.15234598476215,-40.258200045143084,-56.063294623220486,0,0,2
1,-53.987115943815134,-56.73553094430053,-38.42743554906706,-35.77608505677507,-65.51534660853525,0,0,0
0,-55.81835036651898,-61.4343521106421,-103.79735726679114,-82.73763210418062,-86.95755754655632,0,0,0
0,-63.543315463176384,-69.53577687600357,-92.48541602714505,-76.06908740307662,-91.2889402713199,0,0,0
1,-56.27920464050692,-59.36159324860818,-47.836241073955875,-45.032531945960656,-67.16434105989396,0,1,0
1,-53.987115943815134,-56.73553094430053,-38.42743554906706,-35.77608505677507,-65.51534660853525,0,0,0
0,-55.81835036651898,-61.4343521106421,-103.79735726679114,-82.73763210418062,-86.95755754655632,0,0,0
1,-58.296273628422085,-61.30734746907896,-37.362786376998265,-45.286111267943106,-66.03937363872184,0,1,0
1,-53.987115943815134,-56.73553094430053,-38.42743554906706,-35.77608505677507,-65.51534660853525,0,0,0
0,-60.434152270100434,-63.181349157403545,-84.47696836975548,-55.31285699847541,-85.77724278102707,0,0,0
1,-63.001155767557314,-63.001155767557314,-45.67371865667095,-36.522283797657074,-76.7032713645586,0,0,0
1,-50.80993122197069,-53.64222304009315,-38.050836721913726,-43.52549040715338,-51.82797453014563,1,1,1
0,-55.385139226202476,-59.18379054192443,-79.52791677493514,-59.54759260120706,-79.24351425868302,0,0,0
0,-58.024414309525326,-62.190530891596254,-86.78224567813886,-69.62173252176063,-84.05908801296698,0,0,0
1,-55.01973091127734,-57.999976901547086,-29.216995156830954,-44.98529713768993,-53.38762174992745,1,1,1
1,-56.714152743965975,-59.27384587836721,-72.61731930417604,-43.00330926092695,-78.49934853521879,0,0,0
0,-58.024414309525326,-62.190530891596254,-86.78224567813886,-69.62173252176063,-84.05908801296698,0,0,0
1,-55.01973091127734,-57.999976901547086,-29.216995156830954,-44.98529713768993,-53.38762174992745,1,1,1
1,-56.714152743965975,-59.27384587836721,-72.61731930417604,-43.00330926092695,-78.49934853521879,0,0,0
0,-60.4851403195791,-63.152055438688066,-73.31041648848694,-56.34792478625452,-79.01252936332546,0,0,1
1,-62.81039983965771,-62.81039983965771,-36.46327826443484,-39.80641675245421,-70.28364741618844,0,0,1
0,-53.121214830613646,-56.26187347321583,-112.30932381960865,-67.7264639244719,-83.34827607369651,0,1,0
1,-50.93173552412473,-55.031287917152156,-40.03961567313953,-41.32410604543028,-52.54641251766741,1,1,1
0,-52.69803591369303,-57.89940819871846,-81.4893818604896,-54.39442371286469,-77.14485047183992,0,0,0
0,-53.61691429376181,-59.18959751588697,-87.68173073211665,-72.7269039088134,-79.9214335133968,0,0,0
0,-55.70589571027565,-61.413676301863134,-108.05605386512912,-65.60362933912418,-88.12271186981438,0,0,0
0,-57.689640296511854,-62.072571011981466,-76.16335163405293,-57.34220851402397,-77.072909883928,0,1,0
1,-54.82859973609008,-57.81778926591214,-37.362786376998265,-44.94925384946609,-66.03743564918956,0,0,0
0,-57.463388861972064,-60.362642173646414,-82.5235260212152,-66.7019570466737,-78.7547107655369,0,1,0
1,-52.1205071348499,-56.14629447321841,-45.68445665134858,-44.82960756676768,-65.82584413025448,0,0,0
0,-53.61691429376181,-59.18959751588697,-87.68173073211665,-72.7269039088134,-79.9214335133968,0,0,0
0,-55.70589571027565,-61.413676301863134,-108.05605386512912,-65.60362933912418,-88.12271186981438,0,0,0
0,-57.689640296511854,-62.072571011981466,-76.16335163405293,-57.34220851402397,-77.072909883928,0,1,0
1,-54.82859973609008,-57.81778926591214,-37.362786376998265,-44.94925384946609,-66.03743564918956,0,0,0
1,-55.158088647954976,-57.983576904970406,-45.68176445227078,-46.22718101770788,-58.46541027523703,1,1,1
0,-53.69344215769262,-57.66435489770481,-68.61632129782663,-57.98750592924534,-70.8126026442409,0,0,1
0,-55.70589571027565,-61.413676301863134,-108.05605386512912,-65.60362933912418,-88.12271186981438,0,0,0
0,-57.689640296511854,-62.072571011981466,-76.16335163405293,-60.53000970522107,-77.072909883928,0,1,0
1,-54.82859973609008,-57.81778926591214,-37.362786376998265,-44.94925384946609,-66.03743564918956,0,0,0
1,-54.30163895935196,-57.07225261801108,-37.362786376998265,-39.35860168760147,-55.11326716405226,1,1,1
0,-55.70589571027565,-61.413676301863134,-108.05605386512912,-65.60362933912418,-88.12271186981438,0,0,0
0,-57.689640296511854,-62.072571011981466,-76.16335163405293,-60.53000970522107,-77.072909883928,0,1,0
1,-54.82859973609008,-57.81778926591214,-37.362786376998265,-44.94925384946609,-66.03743564918956,0,0,0
1,-54.30163895935196,-57.07225261801108,-37.362786376998265,-39.35860168760147,-55.11326716405226,1,1,1
0,-55.70589571027565,-61.413676301863134,-108.05605386512912,-65.60362933912418,-88.12271186981438,0,0,0
1,-59.504124451812395,-62.387853704320044,-46.57322676923438,-43.29517454899013,-67.98303103924216,0,2,0
1,-54.30163895935196,-57.07225261801108,-37.362786376998265,-39.35860168760147,-55.11326716405226,1,1,1
0,-58.84249270690913,-62.033463513637024,-82.52352602121523,-57.21265919133143,-83.5995505132737,0,0,0
1,-62.0295198256212,-62.0295198256212,-54.88415904890707,-45.946228375224145,-78.49476754029332,0,0,0
1,-52.335914391610906,-55.14336312818637,-40.006948210946135,-45.28207171116371,-60.87226295209502,0,1,0
0,-53.86922399978804,-57.949299291304555,-87.67637713559462,-61.8580364594691,-80.17213714046642,0,0,0
0,-63.89471502783686,-69.57323624611303,-82.3808441774532,-84.49499878981813,-88.60896828107282,0,0,0
0,-55.84209057721505,-61.431829131422454,-102.90589494982753,-67.46647926914574,-86.71385906216331,0,0,0
1,-50.95426869700216,-54.99817760831399,-43.97563557533932,-39.68041777044131,-51.72242612066396,1,1,2
0,-54.821061281851804,-57.70608936828995,-75.26919711801153,-53.843265255840564,-73.93608451445554,0,0,1
1,-55.260103548863,-58.1012206590588,-64.10264523674302,-40.27908079363033,-74.4908971198859,0,0,0
0,-63.89471502783686,-69.57323624611303,-82.3808441774532,-84.49499878981813,-88.60896828107282,0,0,0
0,-55.84209057721505,-61.431829131422454,-102.90589494982753,-67.46647926914574,-86.71385906216331,0,0,0
1,-50.95426869700216,-54.99817760831399,-43.97563557533932,-39.99556953669245,-51.72242612066396,1,1,2
0,-54.821061281851804,-57.70608936828995,-75.26919711801153,-53.843265255840564,-73.93608451445554,0,0,1
1,-55.260103548863,-58.1012206590588,-64.10264523674302,-40.27908079363033,-74.4908971198859,0,0,0
0,-63.89471502783686,-69.57323624611303,-82.3808441774532,-84.49499878981813,-88.60896828107282,0,0,0
0,-55.39679651529422,-59.911290840474564,-57.04937366526979,-61.05520054759011,-72.51160861487516,0,0,0
1,-54.64615671793372,-57.17178830409757,-55.7836671614705,-46.435969144567885,-71.38125686637487,0,0,0
1,-55.260103548863,-58.1012206590588,-64.10264523674302,-40.27908079363033,-74.4908971198859,0,0,0
0,-63.89471502783686,-69.57323624611303,-82.3808441774532,-84.49499878981813,-88.60896828107282,0,0,0
1,-57.94372275237614,-60.939939752408506,-27.26088366779854,-44.39254618602856,-62.656251949915976,0,1,0
1,-55.260103548863,-58.1012206590588,-64.10264523674302,-40.27908079363033,-74.4908971198859,0,0,0
0,-61.540922581571294,-64.30144322064898,-82.52085688072306,-55.25098013889629,-86.29717964578822,0,0,0
1,-63.77280806880744,-63.77280806880744,-45.67371865667096,-38.21345808899466,-77.47492366580873,0,0,0
1,-51.041961184995706,-53.67900995399156,-45.68176445227078,-44.2827591198481,-61.280754617877214,0,1,0
0,-52.80189221607395,-56.50344312274891,-47.34519756686622,-51.49176689315113,-67.00545148613382,0,0,0
0,-56.19682632775734,-60.54175961299675,-86.78224567813886,-62.94995055293762,-82.231500031199,0,0,0
1,-53.695272419589514,-56.6200525497618,-48.52933825826679,-45.561367752360006,-55.829540648129544,1,1,2
1,-55.73549986110859,-58.16828245463526,-39.11281675349037,-35.038247901922325,-61.97628344381515,0,0,2
0,-56.19682632775734,-60.54175961299675,-86.78224567813886,-73.09700203694118,-82.231500031199,0,0,0
1,-53.695272419589514,-56.6200525497618,-48.52933825826679,-45.561367752360006,-55.829540648129544,1,1,2
1,-55.73549986110859,-58.16828245463526,-39.11281675349037,-35.038247901922325,-61.97628344381515,0,0,2
