n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,50,0.7000
20,0.2972,0.4884,0.2136,0.0000,1.0000,0.0000,1.0000,0.0000,0.0400,50,0.8500
30,0.5745,0.6107,0.5424,0.2250,1.0000,0.0200,1.0000,0.0200,0.6800,50,0.9000
40,0.5868,0.6212,0.5559,0.2250,1.0000,0.1600,1.0000,0.1600,0.6800,50,0.9250
50,0.5996,0.6374,0.5661,0.2000,0.9600,0.3200,1.0000,0.2800,0.8000,50,0.9400
60,0.6501,0.6828,0.6203,0.1750,0.9400,0.1800,1.0000,0.1200,0.7600,50,0.9500
70,0.6796,0.7070,0.6542,0.2500,1.0000,0.2600,1.0000,0.2600,0.8000,50,0.9571
80,0.6901,0.7179,0.6644,0.2750,0.9800,0.3400,1.0000,0.3200,0.8600,50,0.9625
90,0.6996,0.7306,0.6712,0.2750,0.9800,0.1800,1.0000,0.1600,0.7400,50,0.9667
100,0.6982,0.7236,0.6746,0.2000,0.9000,0.2800,1.0000,0.1800,0.7600,50,0.9700
110,0.7183,0.7473,0.6915,0.2250,0.9400,0.2400,1.0000,0.1800,0.8400,50,0.9727
120,0.7684,0.7964,0.7424,0.3000,0.9200,0.3800,1.0000,0.3000,0.8600,50,0.9750
130,0.6376,0.6559,0.6203,0.2500,0.9400,0.2600,1.0000,0.2000,0.7000,50,0.9769
140,0.7282,0.7491,0.7085,0.3500,0.9200,0.5200,1.0000,0.4400,0.8600,50,0.9786
150,0.7003,0.7204,0.6814,0.2750,0.9600,0.4600,1.0000,0.4200,0.9600,50,0.9800
160,0.7743,0.7936,0.7559,0.3250,0.9000,0.5000,1.0000,0.4000,0.7800,50,0.9812
