n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.8462,0.8462,0.8462,0.5500,0.7500,0.4000,1.0000,0.1500,1.0000,20,0.6000
20,0.7692,0.7692,0.7692,0.4250,0.7500,0.5000,1.0000,0.2500,1.0000,20,0.8000
30,0.7166,0.7166,0.7166,0.4500,0.8500,0.3000,1.0000,0.1500,1.0000,20,0.8667
40,0.8623,0.8623,0.8623,0.5500,0.9500,0.4000,1.0000,0.3500,1.0000,20,0.9000
50,0.8340,0.8340,0.8340,0.6000,1.0000,0.2500,1.0000,0.2500,1.0000,20,0.9200
60,0.8704,0.8704,0.8704,0.6500,1.0000,0.1000,1.0000,0.1000,1.0000,20,0.9333
70,0.9109,0.9109,0.9109,0.7000,0.9000,0.3500,1.0000,0.2500,1.0000,20,0.9429
80,0.8704,0.8704,0.8704,0.5250,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9500
90,0.8866,0.8866,0.8866,0.6250,0.9500,0.3000,1.0000,0.2500,1.0000,20,0.9556
100,0.9069,0.9069,0.9069,0.6000,0.9500,0.4500,1.0000,0.4000,1.0000,20,0.9600
110,0.8947,0.8947,0.8947,0.5250,1.0000,0.1500,1.0000,0.1500,1.0000,20,0.9636
120,0.9190,0.9190,0.9190,0.6250,0.9500,0.5500,1.0000,0.5000,1.0000,20,0.9667
130,0.8866,0.8866,0.8866,0.5000,0.8000,0.6500,1.0000,0.4500,1.0000,20,0.9692
140,0.9352,0.9352,0.9352,0.8500,1.0000,0.3000,1.0000,0.3000,1.0000,20,0.9714
150,0.9109,0.9109,0.9109,0.8000,1.0000,0.4000,1.0000,0.4000,1.0000,20,0.9733
160,0.9150,0.9150,0.9150,0.7750,1.0000,0.2500,1.0000,0.2500,1.0000,20,0.9750
170,0.9474,0.9474,0.9474,0.8500,1.0000,0.4000,1.0000,0.4000,1.0000,20,0.9765
180,0.9757,0.9757,0.9757,0.9250,0.9500,0.3000,1.0000,0.2500,1.0000,20,0.9778
190,0.9798,0.9798,0.9798,0.9250,1.0000,0.4500,1.0000,0.4500,1.0000,20,0.9789
200,0.9636,0.9636,0.9636,0.9000,0.9500,0.3000,1.0000,0.2500,1.0000,20,0.9800
210,0.9717,0.9717,0.9717,0.9500,1.0000,0.2000,1.0000,0.2000,1.0000,20,0.9810
220,0.9879,0.9879,0.9879,0.9750,1.0000,0.2500,1.0000,0.2500,1.0000,20,0.9818
230,0.9879,0.9879,0.9879,0.9750,0.9500,0.4500,1.0000,0.4000,1.0000,20,0.9826
240,0.8907,0.8907,0.8907,0.7250,1.0000,0.5500,1.0000,0.5500,1.0000,20,0.9833
250,0.9838,0.9838,0.9838,0.9500,0.9500,0.4000,1.0000,0.3500,1.0000,20,0.9840
260,0.9838,0.9838,0.9838,0.9500,0.9500,0.4500,1.0000,0.4000,1.0000,20,0.9846
270,0.9838,0.9838,0.9838,0.9500,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9852
280,0.9960,0.9960,0.9960,0.9750,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9857
290,0.9960,0.9960,0.9960,0.9750,1.0000,0.3000,1.0000,0.3000,1.0000,20,0.9862
300,0.9757,0.9757,0.9757,0.9250,1.0000,0.4500,1.0000,0.4500,1.0000,20,0.9867
310,0.9757,0.9757,0.9757,0.9250,0.9500,0.5000,1.0000,0.4500,1.0000,20,0.9871
320,0.9757,0.9757,0.9757,0.9250,0.9920,0.3980,1.0000,0.3900,1.0000,500,0.9875
