n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,1.0000,0.7000,0.0000,50,0.8000
20,0.4707,0.5635,0.4042,0.0000,0.9000,0.2000,1.0000,0.1000,0.0200,50,0.9000
30,0.7341,0.7456,0.7230,0.3375,0.8000,0.3000,1.0000,0.1000,0.8200,50,0.9333
40,0.8230,0.8301,0.8159,0.5000,0.8400,0.2400,1.0000,0.0800,0.7600,50,0.9500
50,0.8500,0.8558,0.8444,0.5250,0.9400,0.1800,1.0000,0.1200,0.7200,50,0.9600
60,0.8789,0.8831,0.8748,0.6625,0.8600,0.2800,1.0000,0.1400,0.7000,50,0.9667
70,0.8675,0.8716,0.8634,0.6000,0.9800,0.2200,1.0000,0.2000,0.6800,50,0.9714
80,0.8961,0.9004,0.8918,0.6500,0.8600,0.3400,1.0000,0.2000,0.8000,50,0.9750
90,0.8866,0.8908,0.8824,0.6750,0.9000,0.2800,1.0000,0.1800,0.8800,50,0.9778
100,0.8789,0.8831,0.8748,0.6625,1.0000,0.2200,1.0000,0.2200,0.8200,50,0.9800
110,0.8866,0.8908,0.8824,0.7000,0.9000,0.2000,1.0000,0.1000,0.8400,50,0.9818
120,0.8656,0.8697,0.8615,0.6500,1.0000,0.2000,1.0000,0.2000,0.8000,50,0.9833
130,0.8885,0.8927,0.8843,0.7000,0.9400,0.4600,1.0000,0.4000,0.8000,50,0.9846
140,0.8847,0.8889,0.8805,0.7375,0.9800,0.3000,1.0000,0.2800,0.7800,50,0.9857
150,0.8961,0.9004,0.8918,0.7500,0.9200,0.3200,1.0000,0.2400,0.7600,50,0.9867
160,0.8179,0.8218,0.8140,0.5375,0.9600,0.2800,1.0000,0.2400,0.7800,50,0.9875
170,0.8351,0.8391,0.8311,0.5875,0.9600,0.4000,1.0000,0.3600,0.6800,50,0.9882
180,0.8808,0.8851,0.8767,0.6750,0.9400,0.3800,1.0000,0.3200,0.7200,50,0.9889
190,0.8732,0.8774,0.8691,0.6500,0.9600,0.2800,1.0000,0.2400,0.8400,50,0.9895
200,0.9018,0.9061,0.8975,0.7125,0.9400,0.4600,1.0000,0.4000,0.8800,50,0.9900
210,0.8906,0.8931,0.8880,0.7000,0.9600,0.3400,1.0000,0.3000,0.7600,50,0.9905
220,0.8963,0.8989,0.8937,0.7250,0.9000,0.4800,1.0000,0.3800,0.7000,50,0.9909
230,0.9305,0.9332,0.9279,0.7750,0.9800,0.3200,1.0000,0.3000,0.9000,50,0.9913
240,0.9248,0.9275,0.9222,0.7750,0.9800,0.3000,1.0000,0.2800,0.7400,50,0.9917
250,0.9153,0.9179,0.9127,0.7500,0.9600,0.3400,1.0000,0.3000,0.7800,50,0.9920
260,0.8677,0.8702,0.8653,0.5625,0.9600,0.4400,1.0000,0.4000,0.8000,50,0.9923
270,0.8925,0.8950,0.8899,0.6375,0.9200,0.5000,1.0000,0.4200,0.7800,50,0.9926
280,0.9077,0.9103,0.9051,0.6875,0.8800,0.6600,1.0000,0.5400,0.7800,50,0.9929
290,0.9191,0.9218,0.9165,0.7000,1.0000,0.6400,1.0000,0.6400,0.7800,50,0.9931
300,0.8696,0.8721,0.8672,0.6375,0.9600,0.5400,1.0000,0.5000,0.7400,50,0.9933
310,0.8392,0.8416,0.8368,0.5750,0.9800,0.5600,1.0000,0.5400,0.9000,50,0.9935
320,0.8773,0.8798,0.8748,0.7125,0.9800,0.6200,1.0000,0.6000,0.7200,50,0.9938
