n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.6816,0.6816,0.6816,0.2500,0.6000,0.5000,1.0000,0.1000,1.0000,20,0.7000
20,0.7263,0.7263,0.7263,0.3100,0.7000,0.6000,1.0000,0.3000,1.0000,20,0.8500
30,0.7391,0.7391,0.7391,0.3000,0.8000,0.3500,1.0000,0.1500,1.0000,20,0.9000
40,0.7251,0.7251,0.7251,0.3000,0.9500,0.5000,1.0000,0.4500,1.0000,20,0.9250
50,0.7839,0.7839,0.7839,0.3900,0.9500,0.2500,1.0000,0.2000,1.0000,20,0.9400
60,0.7788,0.7788,0.7788,0.3800,0.9500,0.4500,1.0000,0.4000,1.0000,20,0.9500
70,0.7647,0.7647,0.7647,0.3300,0.9500,0.3000,1.0000,0.2500,1.0000,20,0.9571
80,0.7698,0.7698,0.7698,0.3600,0.9500,0.5000,1.0000,0.4500,1.0000,20,0.9625
90,0.7737,0.7737,0.7737,0.4100,0.7000,0.4500,1.0000,0.1500,1.0000,20,0.9667
100,0.8248,0.8248,0.8248,0.4900,0.9500,0.7000,1.0000,0.6500,1.0000,20,0.9700
110,0.8645,0.8645,0.8645,0.6000,0.8500,0.6500,1.0000,0.5000,1.0000,20,0.9727
120,0.7903,0.7903,0.7903,0.4500,0.8500,0.4000,1.0000,0.2500,1.0000,20,0.9750
130,0.7941,0.7941,0.7941,0.4600,0.8500,0.3500,1.0000,0.2000,1.0000,20,0.9769
140,0.8056,0.8056,0.8056,0.4900,1.0000,0.5000,1.0000,0.5000,1.0000,20,0.9786
150,0.8402,0.8402,0.8402,0.5900,1.0000,0.4500,1.0000,0.4500,1.0000,20,0.9800
160,0.8555,0.8555,0.8555,0.6400,0.9000,0.5000,1.0000,0.4000,1.0000,20,0.9812
170,0.8811,0.8811,0.8811,0.6400,0.8000,0.5500,1.0000,0.3500,1.0000,20,0.9824
180,0.9220,0.9220,0.9220,0.7500,0.9500,0.6500,1.0000,0.6000,1.0000,20,0.9833
190,0.9284,0.9284,0.9284,0.7700,1.0000,0.4500,1.0000,0.4500,1.0000,20,0.9842
200,0.7315,0.7315,0.7315,0.3500,0.8000,0.5000,1.0000,0.3000,1.0000,20,0.9850
210,0.8223,0.8223,0.8223,0.5400,0.8000,0.5500,1.0000,0.3500,1.0000,20,0.9857
220,0.8440,0.8440,0.8440,0.5900,0.8500,0.6500,1.0000,0.5000,1.0000,20,0.9864
230,0.8734,0.8734,0.8734,0.6500,0.8500,0.6000,1.0000,0.4500,1.0000,20,0.9870
240,0.8581,0.8581,0.8581,0.6200,0.9000,0.5000,1.0000,0.4000,1.0000,20,0.9875
250,0.8964,0.8964,0.8964,0.7000,0.8500,0.7000,1.0000,0.5500,1.0000,20,0.9880
260,0.9015,0.9015,0.9015,0.7200,0.9500,0.4500,1.0000,0.4000,1.0000,20,0.9885
270,0.9246,0.9246,0.9246,0.7600,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9889
280,0.9361,0.9361,0.9361,0.7700,1.0000,0.4000,1.0000,0.4000,1.0000,20,0.9893
290,0.9309,0.9309,0.9309,0.7600,1.0000,0.4000,1.0000,0.4000,1.0000,20,0.9897
300,0.9246,0.9246,0.9246,0.7700,0.9280,0.5160,1.0000,0.4440,1.0000,500,0.9900
