n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.6678,0.6678,0.6678,0.1250,0.7500,0.6500,1.0000,0.4000,1.0000,20,0.6000
20,0.8188,0.8188,0.8188,0.4500,0.8000,0.3000,1.0000,0.1000,1.0000,20,0.8000
30,0.8322,0.8322,0.8322,0.5000,0.9500,0.1500,1.0000,0.1000,1.0000,20,0.8667
40,0.8221,0.8221,0.8221,0.4500,1.0000,0.1000,1.0000,0.1000,1.0000,20,0.9000
50,0.8490,0.8490,0.8490,0.4500,0.8000,0.4000,1.0000,0.2000,1.0000,20,0.9200
60,0.8389,0.8389,0.8389,0.5000,0.9500,0.2500,1.0000,0.2000,1.0000,20,0.9333
70,0.8423,0.8423,0.8423,0.5250,0.9000,0.2000,1.0000,0.1000,1.0000,20,0.9429
80,0.8658,0.8658,0.8658,0.5250,0.9500,0.4000,1.0000,0.3500,1.0000,20,0.9500
90,0.8691,0.8691,0.8691,0.5250,0.9000,0.3500,1.0000,0.2500,1.0000,20,0.9556
100,0.9094,0.9094,0.9094,0.6500,0.9000,0.2500,1.0000,0.1500,1.0000,20,0.9600
110,0.9128,0.9128,0.9128,0.6250,0.8000,0.2500,1.0000,0.0500,1.0000,20,0.9636
120,0.8725,0.8725,0.8725,0.5750,0.9500,0.3000,1.0000,0.2500,1.0000,20,0.9667
130,0.9027,0.9027,0.9027,0.6750,0.8500,0.4500,1.0000,0.3000,1.0000,20,0.9692
140,0.9128,0.9128,0.9128,0.7500,0.9000,0.5000,1.0000,0.4000,1.0000,20,0.9714
150,0.9060,0.9060,0.9060,0.6250,0.8000,0.6000,1.0000,0.4000,1.0000,20,0.9733
160,0.9161,0.9161,0.9161,0.7000,0.9500,0.2000,1.0000,0.1500,1.0000,20,0.9750
170,0.9362,0.9362,0.9362,0.7500,0.8000,0.5500,1.0000,0.3500,1.0000,20,0.9765
180,0.8523,0.8523,0.8523,0.5000,0.8500,0.4500,1.0000,0.3000,1.0000,20,0.9778
190,0.8322,0.8322,0.8322,0.5000,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9789
200,0.8758,0.8758,0.8758,0.6000,1.0000,0.1500,1.0000,0.1500,1.0000,20,0.9800
210,0.8725,0.8725,0.8725,0.6250,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9810
220,0.8893,0.8893,0.8893,0.6750,0.8500,0.3500,1.0000,0.2000,1.0000,20,0.9818
230,0.9195,0.9195,0.9195,0.7750,0.9500,0.6500,1.0000,0.6000,1.0000,20,0.9826
240,0.8893,0.8893,0.8893,0.7000,1.0000,0.6500,1.0000,0.6500,1.0000,20,0.9833
250,0.8993,0.8993,0.8993,0.7250,0.8500,0.4500,1.0000,0.3000,1.0000,20,0.9840
260,0.8356,0.8356,0.8356,0.4750,0.9500,0.4000,1.0000,0.3500,1.0000,20,0.9846
270,0.8322,0.8322,0.8322,0.6000,0.9000,0.4000,1.0000,0.3000,1.0000,20,0.9852
280,0.8456,0.8456,0.8456,0.6000,0.9000,0.7000,1.0000,0.6000,1.0000,20,0.9857
290,0.7483,0.7483,0.7483,0.4500,1.0000,0.5000,1.0000,0.5000,1.0000,20,0.9862
300,0.9228,0.9228,0.9228,0.7500,0.9500,0.7000,1.0000,0.6500,1.0000,20,0.9867
310,0.9195,0.9195,0.9195,0.7500,0.9000,0.4500,1.0000,0.3500,1.0000,20,0.9871
320,0.9027,0.9027,0.9027,0.6750,0.9260,0.5380,1.0000,0.4640,1.0000,500,0.9875
