n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.7948,0.7948,0.7948,0.3500,0.7500,0.3000,1.0000,0.0500,1.0000,20,0.5000
20,0.7249,0.7249,0.7249,0.3800,0.9500,0.1500,1.0000,0.1000,1.0000,20,0.7500
30,0.7584,0.7584,0.7584,0.3700,0.9500,0.0500,1.0000,0.0000,1.0000,20,0.8333
40,0.8465,0.8465,0.8465,0.6100,1.0000,0.3000,1.0000,0.3000,1.0000,20,0.8750
50,0.8693,0.8693,0.8693,0.6900,0.8500,0.5000,1.0000,0.3500,1.0000,20,0.9000
60,0.8389,0.8389,0.8389,0.5400,0.8500,0.5500,1.0000,0.4000,1.0000,20,0.9167
70,0.8799,0.8799,0.8799,0.6600,0.9500,0.5000,1.0000,0.4500,1.0000,20,0.9286
80,0.8845,0.8845,0.8845,0.6700,0.9500,0.5500,1.0000,0.5000,1.0000,20,0.9375
90,0.9073,0.9073,0.9073,0.7000,1.0000,0.5500,1.0000,0.5500,1.0000,20,0.9444
100,0.9331,0.9331,0.9331,0.8000,1.0000,0.4000,1.0000,0.4000,1.0000,20,0.9500
110,0.9286,0.9286,0.9286,0.7900,0.9500,0.4000,1.0000,0.3500,1.0000,20,0.9545
120,0.9392,0.9392,0.9392,0.8200,0.8500,0.4000,1.0000,0.2500,1.0000,20,0.9583
130,0.8860,0.8860,0.8860,0.6900,1.0000,0.2500,1.0000,0.2500,1.0000,20,0.9615
140,0.9225,0.9225,0.9225,0.7800,0.8500,0.5000,1.0000,0.3500,1.0000,20,0.9643
150,0.9650,0.9650,0.9650,0.8900,0.9500,0.7500,1.0000,0.7000,1.0000,20,0.9667
160,0.9635,0.9635,0.9635,0.8900,1.0000,0.4000,1.0000,0.4000,1.0000,20,0.9688
170,0.9574,0.9574,0.9574,0.8600,1.0000,0.5000,1.0000,0.5000,1.0000,20,0.9706
180,0.9711,0.9711,0.9711,0.9000,0.9000,0.6000,1.0000,0.5000,1.0000,20,0.9722
190,0.9772,0.9772,0.9772,0.9200,1.0000,0.6000,1.0000,0.6000,1.0000,20,0.9737
200,0.9696,0.9696,0.9696,0.9000,0.9000,0.4500,1.0000,0.3500,1.0000,20,0.9750
210,0.9650,0.9650,0.9650,0.8800,1.0000,0.4500,1.0000,0.4500,1.0000,20,0.9762
220,0.9742,0.9742,0.9742,0.9200,1.0000,0.3000,1.0000,0.3000,1.0000,20,0.9773
230,0.9757,0.9757,0.9757,0.9200,0.9500,0.5000,1.0000,0.4500,1.0000,20,0.9783
240,0.9742,0.9742,0.9742,0.9300,0.9000,0.5500,1.0000,0.4500,1.0000,20,0.9792
250,0.9742,0.9742,0.9742,0.9300,1.0000,0.5500,1.0000,0.5500,1.0000,20,0.9800
260,0.9711,0.9711,0.9711,0.9200,1.0000,0.3000,1.0000,0.3000,1.0000,20,0.9808
270,0.9772,0.9772,0.9772,0.9400,0.9500,0.4000,1.0000,0.3500,1.0000,20,0.9815
280,0.9772,0.9772,0.9772,0.9400,1.0000,0.5500,1.0000,0.5500,1.0000,20,0.9821
290,0.9772,0.9772,0.9772,0.9300,0.9500,0.3500,1.0000,0.3000,1.0000,20,0.9828
300,0.9757,0.9757,0.9757,0.9300,0.9940,0.4080,1.0000,0.4020,1.0000,500,0.9833
