n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.0000,0.0000,0.0000,0.0000,0.5000,0.6400,1.0000,0.1400,0.0000,50,1.0000
20,0.5013,0.7243,0.3833,0.0000,0.9400,0.1200,1.0000,0.0600,0.0000,50,1.0000
30,0.7821,0.7821,0.7821,0.4250,0.9200,0.3600,1.0000,0.2800,0.8600,50,1.0000
40,0.7529,0.7529,0.7529,0.4875,1.0000,0.2000,1.0000,0.2000,0.7600,50,1.0000
50,0.8288,0.8288,0.8288,0.5750,0.9400,0.2000,1.0000,0.1400,0.7800,50,1.0000
60,0.8677,0.8677,0.8677,0.6625,1.0000,0.3200,1.0000,0.3200,0.7800,50,1.0000
70,0.8813,0.8813,0.8813,0.6375,1.0000,0.1600,1.0000,0.1600,0.7800,50,1.0000
80,0.8852,0.8852,0.8852,0.6875,1.0000,0.3800,1.0000,0.3800,0.6000,50,1.0000
90,0.9125,0.9125,0.9125,0.7250,1.0000,0.3600,1.0000,0.3600,0.8000,50,1.0000
100,0.9008,0.9008,0.9008,0.6875,0.9800,0.3800,1.0000,0.3600,0.8600,50,1.0000
110,0.9163,0.9163,0.9163,0.6875,0.9400,0.5200,1.0000,0.4600,0.8400,50,1.0000
120,0.9027,0.9027,0.9027,0.6500,0.9800,0.3200,1.0000,0.3000,0.8000,50,1.0000
130,0.8755,0.8755,0.8755,0.6625,0.9800,0.3600,1.0000,0.3400,0.7200,50,1.0000
140,0.9105,0.9105,0.9105,0.7125,1.0000,0.2800,1.0000,0.2800,0.8200,50,1.0000
150,0.9377,0.9377,0.9377,0.8000,1.0000,0.4200,1.0000,0.4200,0.7200,50,1.0000
160,0.9436,0.9436,0.9436,0.7750,1.0000,0.3600,1.0000,0.3600,0.7600,50,1.0000
170,0.9553,0.9553,0.9553,0.8000,1.0000,0.4200,1.0000,0.4200,0.8600,50,1.0000
180,0.8016,0.8016,0.8016,0.4375,0.9600,0.4000,1.0000,0.3600,0.8400,50,1.0000
190,0.8930,0.8930,0.8930,0.6125,1.0000,0.4000,1.0000,0.4000,0.7400,50,1.0000
200,0.9183,0.9183,0.9183,0.7500,0.9600,0.4000,1.0000,0.3600,0.7600,50,1.0000
210,0.9125,0.9125,0.9125,0.6875,0.9800,0.6000,1.0000,0.5800,0.8200,50,1.0000
220,0.9280,0.9280,0.9280,0.7375,1.0000,0.5400,1.0000,0.5400,0.6600,50,1.0000
230,0.9475,0.9475,0.9475,0.8250,1.0000,0.5600,1.0000,0.5600,0.7800,50,1.0000
240,0.9514,0.9514,0.9514,0.8250,1.0000,0.5800,1.0000,0.5800,0.7600,50,1.0000
250,0.9494,0.9494,0.9494,0.8250,0.9800,0.5800,1.0000,0.5600,0.7800,50,1.0000
260,0.9475,0.9475,0.9475,0.8375,0.9600,0.6200,1.0000,0.5800,0.6200,50,1.0000
270,0.8366,0.8366,0.8366,0.4000,0.9400,0.6200,1.0000,0.5600,0.6600,50,1.0000
280,0.9008,0.9008,0.9008,0.6000,0.9800,0.4800,1.0000,0.4600,0.7200,50,1.0000
290,0.9261,0.9261,0.9261,0.7250,0.9800,0.5600,1.0000,0.5400,0.7400,50,1.0000
300,0.8988,0.8988,0.8988,0.5875,0.9600,0.7000,1.0000,0.6600,0.7600,50,1.0000
310,0.8911,0.8911,0.8911,0.6000,1.0000,0.4800,1.0000,0.4800,0.7600,50,1.0000
320,0.8911,0.8911,0.8911,0.5875,0.9800,0.6000,1.0000,0.5800,0.7400,50,1.0000
