n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.6997,0.6997,0.6997,0.2000,0.9500,0.1500,1.0000,0.1000,1.0000,20,0.5000
20,0.7294,0.7294,0.7294,0.3000,0.9000,0.2500,1.0000,0.1500,1.0000,20,0.7500
30,0.7448,0.7448,0.7448,0.3500,0.6000,0.5000,1.0000,0.1000,1.0000,20,0.8333
40,0.7410,0.7410,0.7410,0.3400,0.8000,0.5000,1.0000,0.3000,1.0000,20,0.8750
50,0.6997,0.6997,0.6997,0.3700,0.6500,0.6000,1.0000,0.2500,1.0000,20,0.9000
60,0.7745,0.7745,0.7745,0.4200,0.9000,0.3000,1.0000,0.2000,1.0000,20,0.9167
70,0.8209,0.8209,0.8209,0.4800,0.8500,0.5000,1.0000,0.3500,1.0000,20,0.9286
80,0.8222,0.8222,0.8222,0.5300,0.8500,0.3000,1.0000,0.1500,1.0000,20,0.9375
90,0.7668,0.7668,0.7668,0.4300,0.8500,0.3000,1.0000,0.1500,1.0000,20,0.9444
100,0.7887,0.7887,0.7887,0.5200,0.8500,0.3500,1.0000,0.2000,1.0000,20,0.9500
110,0.7796,0.7796,0.7796,0.4600,0.9000,0.4000,1.0000,0.3000,1.0000,20,0.9545
120,0.8054,0.8054,0.8054,0.5000,0.9000,0.5500,1.0000,0.4500,1.0000,20,0.9583
130,0.8157,0.8157,0.8157,0.4700,0.9500,0.3500,1.0000,0.3000,1.0000,20,0.9615
140,0.8222,0.8222,0.8222,0.5400,1.0000,0.2000,1.0000,0.2000,1.0000,20,0.9643
150,0.8235,0.8235,0.8235,0.5300,0.9500,0.4500,1.0000,0.4000,1.0000,20,0.9667
160,0.8247,0.8247,0.8247,0.5500,1.0000,0.5000,1.0000,0.5000,1.0000,20,0.9688
170,0.8286,0.8286,0.8286,0.5800,1.0000,0.4000,1.0000,0.4000,1.0000,20,0.9706
180,0.8415,0.8415,0.8415,0.6000,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9722
190,0.8454,0.8454,0.8454,0.6100,1.0000,0.3000,1.0000,0.3000,1.0000,20,0.9737
200,0.8518,0.8518,0.8518,0.5500,0.9000,0.5500,1.0000,0.4500,1.0000,20,0.9750
210,0.8428,0.8428,0.8428,0.5500,0.9000,0.5000,1.0000,0.4000,1.0000,20,0.9762
220,0.8582,0.8582,0.8582,0.6100,0.9000,0.4500,1.0000,0.3500,1.0000,20,0.9773
230,0.8634,0.8634,0.8634,0.6100,0.8500,0.4000,1.0000,0.2500,1.0000,20,0.9783
240,0.8827,0.8827,0.8827,0.7000,0.8500,0.5000,1.0000,0.3500,1.0000,20,0.9792
250,0.8956,0.8956,0.8956,0.6900,1.0000,0.4500,1.0000,0.4500,1.0000,20,0.9800
260,0.9188,0.9188,0.9188,0.7500,1.0000,0.5000,1.0000,0.5000,1.0000,20,0.9808
270,0.9188,0.9188,0.9188,0.7200,0.9500,0.5000,1.0000,0.4500,1.0000,20,0.9815
280,0.9240,0.9240,0.9240,0.7700,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9821
290,0.9175,0.9175,0.9175,0.7400,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9828
300,0.9175,0.9175,0.9175,0.7300,0.9740,0.4100,1.0000,0.3840,1.0000,500,0.9833
