n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.7115,0.7115,0.7115,0.3250,0.1500,0.8500,1.0000,0.0000,1.0000,20,0.5000
20,0.8419,0.8419,0.8419,0.6000,0.6500,0.3500,1.0000,0.0000,1.0000,20,0.7500
30,0.7826,0.7826,0.7826,0.4250,0.7500,0.3000,1.0000,0.0500,1.0000,20,0.8333
40,0.8735,0.8735,0.8735,0.6500,0.8000,0.4500,1.0000,0.2500,1.0000,20,0.8750
50,0.8498,0.8498,0.8498,0.6000,1.0000,0.2000,1.0000,0.2000,1.0000,20,0.9000
60,0.8300,0.8300,0.8300,0.5750,0.9500,0.2000,1.0000,0.1500,1.0000,20,0.9167
70,0.8142,0.8142,0.8142,0.5000,0.8500,0.4500,1.0000,0.3000,1.0000,20,0.9286
80,0.8735,0.8735,0.8735,0.7000,0.9500,0.3000,1.0000,0.2500,1.0000,20,0.9375
90,0.8538,0.8538,0.8538,0.6500,1.0000,0.4000,1.0000,0.4000,1.0000,20,0.9444
100,0.8893,0.8893,0.8893,0.7000,0.9500,0.4000,1.0000,0.3500,1.0000,20,0.9500
110,0.8656,0.8656,0.8656,0.6500,0.8500,0.5000,1.0000,0.3500,1.0000,20,0.9545
120,0.8182,0.8182,0.8182,0.5750,1.0000,0.2500,1.0000,0.2500,1.0000,20,0.9583
130,0.8261,0.8261,0.8261,0.6000,0.9500,0.4000,1.0000,0.3500,1.0000,20,0.9615
140,0.8340,0.8340,0.8340,0.6250,0.8500,0.4000,1.0000,0.2500,1.0000,20,0.9643
150,0.8300,0.8300,0.8300,0.6250,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9667
160,0.8419,0.8419,0.8419,0.6250,0.9500,0.2500,1.0000,0.2000,1.0000,20,0.9688
170,0.8419,0.8419,0.8419,0.6000,0.9500,0.2000,1.0000,0.1500,1.0000,20,0.9706
180,0.8656,0.8656,0.8656,0.6750,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9722
190,0.8656,0.8656,0.8656,0.6500,1.0000,0.5000,1.0000,0.5000,1.0000,20,0.9737
200,0.8854,0.8854,0.8854,0.7000,1.0000,0.2000,1.0000,0.2000,1.0000,20,0.9750
210,0.8814,0.8814,0.8814,0.7000,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9762
220,0.8458,0.8458,0.8458,0.6000,0.9000,0.4000,1.0000,0.3000,1.0000,20,0.9773
230,0.8656,0.8656,0.8656,0.6750,1.0000,0.1000,1.0000,0.1000,1.0000,20,0.9783
240,0.8854,0.8854,0.8854,0.7000,0.9500,0.2000,1.0000,0.1500,1.0000,20,0.9792
250,0.8933,0.8933,0.8933,0.7750,1.0000,0.2500,1.0000,0.2500,1.0000,20,0.9800
260,0.8933,0.8933,0.8933,0.7500,1.0000,0.4000,1.0000,0.4000,1.0000,20,0.9808
270,0.8972,0.8972,0.8972,0.7500,1.0000,0.3000,1.0000,0.3000,1.0000,20,0.9815
280,0.8893,0.8893,0.8893,0.7250,0.9500,0.2500,1.0000,0.2000,1.0000,20,0.9821
290,0.8854,0.8854,0.8854,0.7250,1.0000,0.4500,1.0000,0.4500,1.0000,20,0.9828
300,0.9091,0.9091,0.9091,0.7750,1.0000,0.3000,1.0000,0.3000,1.0000,20,0.9833
310,0.9091,0.9091,0.9091,0.8000,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9839
320,0.9091,0.9091,0.9091,0.8000,0.9760,0.3900,1.0000,0.3660,1.0000,500,0.9844
