is_gold,cnt_root_lp,sum_root_lp,sum_leaf_lp,sum_bl_lp,cur_score,chunk_pool_match,L_trans,R_trans
0,-59.94059827251052,-63.209955052827844,-101.83876674525396,-68.52820656443393,-90.49222829608671,0,0,0
1,-59.191184713335886,-63.49162001884346,-48.53492807994749,-45.39490849486541,-63.35445542892096,1,1,1
0,-57.77608277636372,-63.24351395667572,-86.4440232769906,-66.23214772923119,-83.7092897594609,0,0,0
0,-72.52001943949506,-78.22273408184559,-90.53220216071557,-85.6798318789412,-99.67968008770973,0,0,0
0,-72.1660613522408,-77.93712683447755,-140.6420164583385,-98.48185532422745,-114.35866628974236,0,0,0
0,-61.75173096592748,-66.41293562673079,-76.16624925665585,-64.86230151832612,-81.13586984012451,0,1,0
1,-53.679573256595106,-56.86596308853031,-45.684662074873685,-43.521373334536335,-67.38497187905722,0,0,0
0,-62.02425705414563,-65.09591603266139,-118.67508802845168,-65.85504619259491,-94.16104755988141,0,1,0
1,-57.35833494030292,-61.689991974198705,-74.21013776762342,-43.37602590568218,-79.62137627058995,0,0,0
0,-72.52001943949506,-78.22273408184559,-90.53220216071557,-85.6798318789412,-99.67968008770973,0,0,0
0,-72.1660613522408,-77.93712683447755,-140.6420164583385,-98.48185532422745,-114.35866628974236,0,0,0
0,-61.75173096592748,-66.41293562673079,-76.16624925665585,-60.47943757921556,-81.13586984012451,0,1,0
1,-53.679573256595106,-56.86596308853031,-45.684662074873685,-43.521373334536335,-67.38497187905722,0,0,0
1,-54.1457972781556,-57.24867798505957,-49.02047287591685,-43.698249505223785,-63.3588776975901,0,2,0
0,-69.98819638596228,-74.1224971190367,-85.08398821586934,-87.34655499957516,-95.51339285072308,0,0,0
0,-72.1660613522408,-77.93712683447755,-140.6420164583385,-98.48185532422745,-114.35866628974236,0,0,0
0,-61.75173096592748,-66.41293562673079,-76.16624925665585,-60.47943757921556,-81.13586984012451,0,1,0
1,-53.679573256595106,-56.86596308853031,-45.684662074873685,-43.521373334536335,-67.38497187905722,0,0,0
1,-70.208541304862,-73.11406571094459,-66.95311666534192,-49.414966669079334,-90.29447630446457,0,0,0
0,-72.1660613522408,-77.93712683447755,-140.6420164583385,-98.48185532422745,-114.35866628974236,0,0,0
0,-61.75173096592748,-66.41293562673079,-76.16624925665585,-64.86230151832612,-81.13586984012451,0,1,0
1,-53.679573256595106,-56.86596308853031,-45.684662074873685,-43.521373334536335,-67.38497187905722,0,0,0
1,-70.208541304862,-73.11406571094459,-66.95311666534192,-50.49640345921683,-90.29447630446457,0,0,0
0,-72.1660613522408,-77.93712683447755,-140.6420164583385,-98.48185532422745,-114.35866628974236,0,0,0
1,-61.19890344906854,-64.30662112535857,-64.99700517630951,-41.98171912061586,-77.23226909916167,0,1,0
1,-70.208541304862,-73.11406571094459,-66.95311666534192,-50.49640345921683,-90.29447630446457,0,0,0
0,-68.78086007360935,-72.01076826858962,-110.35610995317919,-76.4578415031548,-101.8876930595631,0,0,0
1,-60.65784217469151,-60.65784217469151,-54.19395948719906,-39.342338945636854,-76.91603002085122,0,0,0
0,-52.856081847140885,-58.292100042259776,-39.32179548863357,-49.51504578575431,-54.25541278533177,1,1,1
0,-63.390717496463665,-67.44622815009119,-94.58713004112806,-64.83053569561781,-91.76685650880208,0,0,0
0,-73.21822290421868,-79.20281700278223,-125.78673508789336,-108.54206537923932,-110.95424343058669,0,0,0
0,-69.14676613509072,-77.50699385657514,-128.43861290172885,-93.01636734030296,-107.67835000560936,0,0,0
1,-50.09440368428558,-57.332384262819154,-67.9126841227128,-43.194297147488925,-70.46820892109942,0,0,0
0,-67.61138101644687,-73.5122526922375,-91.59685133278437,-80.5742043055751,-95.09043641628219,0,0,0
0,-71.71408142324209,-77.58495953503144,-128.43594376123667,-110.93697736576007,-110.24486455161309,0,0,0
0,-62.05556758425658,-66.64707028878352,-89.63538624722992,-67.46062710152907,-85.48044755562583,0,1,0
1,-56.00646288590032,-59.174004910852986,-47.64077356390608,-48.316795282780795,-66.83295905227241,0,0,1
0,-52.856081847140885,-58.292100042259776,-39.32179548863357,-49.51504578575431,-54.25541278533177,1,1,1
0,-63.390717496463665,-67.44622815009119,-94.58713004112806,-64.83053569561781,-91.76685650880208,0,0,0
0,-73.21822290421868,-79.20281700278223,-125.78673508789336,-108.54206537923932,-110.95424343058669,0,0,0
1,-70.33125406084004,-78.66001527479983,-146.107421680027,-122.96316193128841,-114.16348056484813,0,0,0
