n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.5522,0.5522,0.5522,0.0700,0.7500,0.2500,1.0000,0.0000,1.0000,20,0.6000
20,0.7600,0.7600,0.7600,0.3100,0.8000,0.2000,1.0000,0.0000,1.0000,20,0.8000
30,0.7612,0.7612,0.7612,0.2500,1.0000,0.0000,1.0000,0.0000,1.0000,20,0.8667
40,0.7811,0.7811,0.7811,0.3300,0.8500,0.2500,1.0000,0.1000,1.0000,20,0.9000
50,0.7624,0.7624,0.7624,0.3700,0.9000,0.5500,1.0000,0.4500,1.0000,20,0.9200
60,0.8172,0.8172,0.8172,0.4600,0.9000,0.5500,1.0000,0.4500,1.0000,20,0.9333
70,0.7998,0.7998,0.7998,0.4100,0.8500,0.4500,1.0000,0.3000,1.0000,20,0.9429
80,0.7450,0.7450,0.7450,0.4000,0.8500,0.2000,1.0000,0.0500,1.0000,20,0.9500
90,0.7475,0.7475,0.7475,0.4100,0.9500,0.3000,1.0000,0.2500,1.0000,20,0.9556
100,0.7600,0.7600,0.7600,0.4300,0.9500,0.1500,1.0000,0.1000,1.0000,20,0.9600
110,0.7786,0.7786,0.7786,0.4100,0.9500,0.4000,1.0000,0.3500,1.0000,20,0.9636
120,0.7662,0.7662,0.7662,0.4300,0.8500,0.3500,1.0000,0.2000,1.0000,20,0.9667
130,0.7662,0.7662,0.7662,0.4000,1.0000,0.2500,1.0000,0.2500,1.0000,20,0.9692
140,0.7674,0.7674,0.7674,0.4100,0.9500,0.3500,1.0000,0.3000,1.0000,20,0.9714
150,0.7799,0.7799,0.7799,0.4100,0.9500,0.4500,1.0000,0.4000,1.0000,20,0.9733
160,0.8408,0.8408,0.8408,0.5400,0.9500,0.3000,1.0000,0.2500,1.0000,20,0.9750
170,0.8545,0.8545,0.8545,0.6200,0.9000,0.3000,1.0000,0.2000,1.0000,20,0.9765
180,0.7873,0.7873,0.7873,0.4500,1.0000,0.2500,1.0000,0.2500,1.0000,20,0.9778
190,0.8856,0.8856,0.8856,0.6100,0.9000,0.4500,1.0000,0.3500,1.0000,20,0.9789
200,0.9080,0.9080,0.9080,0.6800,0.9500,0.3000,1.0000,0.2500,1.0000,20,0.9800
210,0.9142,0.9142,0.9142,0.7100,0.8500,0.3500,1.0000,0.2000,1.0000,20,0.9810
220,0.9216,0.9216,0.9216,0.7200,0.9500,0.5500,1.0000,0.5000,1.0000,20,0.9818
230,0.8694,0.8694,0.8694,0.6600,0.9000,0.3500,1.0000,0.2500,1.0000,20,0.9826
240,0.9092,0.9092,0.9092,0.7200,0.9500,0.4000,1.0000,0.3500,1.0000,20,0.9833
250,0.9241,0.9241,0.9241,0.7600,1.0000,0.4000,1.0000,0.4000,1.0000,20,0.9840
260,0.9391,0.9391,0.9391,0.8100,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9846
270,0.9490,0.9490,0.9490,0.8600,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9852
280,0.9465,0.9465,0.9465,0.8400,1.0000,0.5500,1.0000,0.5500,1.0000,20,0.9857
290,0.9453,0.9453,0.9453,0.8600,0.9500,0.2500,1.0000,0.2000,1.0000,20,0.9862
300,0.9478,0.9478,0.9478,0.8600,0.9760,0.2900,1.0000,0.2660,1.0000,500,0.9867
