is_gold,cnt_root_lp,sum_root_lp,sum_leaf_lp,sum_bl_lp,cur_score,chunk_pool_match,L_trans,R_trans
1,-54.28884896985503,-56.790678665245984,-37.363199460153574,-49.55961310928119,-49.01862447787946,2,2,2
0,-55.11988373702751,-58.19978071030842,-79.5283237771604,-49.86497576388773,-75.5126449673759,0,0,1
0,-59.9886544137511,-63.9192563785792,-86.0895554960532,-49.272176509238065,-85.81552106256706,0,0,0
1,-57.01176812073704,-60.046232371255996,-64.99442248216752,-53.25551371217522,-73.04435896258757,0,1,0
1,-55.39236487364796,-57.572963240659696,-45.67990024477489,-43.704417765461535,-65.63059904428071,0,0,1
0,-59.9886544137511,-63.9192563785792,-86.0895554960532,-48.20156188497359,-85.81552106256706,0,0,0
1,-57.01176812073704,-60.046232371255996,-64.99442248216752,-52.40535431955231,-73.04435896258757,0,1,0
1,-55.39236487364796,-57.572963240659696,-45.67990024477489,-38.20366510879957,-65.63059904428071,0,0,1
0,-60.815760113549224,-63.26334823078258,-64.10078102924713,-42.933307611299725,-80.04599442232336,0,0,0
1,-61.79197672547154,-61.79197672547154,-64.09619818780203,-37.86394601048383,-81.02083618181214,0,0,0
0,-58.07741050630073,-61.134160159772,-121.32181216234741,-53.0010780546554,-94.47395415500495,0,0,0
1,-54.628758889100084,-58.20014112051292,-57.246003123143666,-52.52213334819423,-71.80255982604318,0,0,0
0,-52.840318690483755,-57.39051418323175,-116.37465120989441,-58.459812691332814,-82.25965261011153,0,2,0
0,-56.19617649788178,-61.36350482686286,-118.53130696753628,-51.57827306873002,-91.75556858814267,0,0,0
0,-71.95426005370558,-78.00463606677789,-110.90542607657471,-83.26657161778111,-105.225887876678,0,0,0
0,-58.04979371363703,-64.31464649754776,-81.31799341083394,-66.61953547720356,-82.44519173688721,0,0,0
0,-56.393613951359015,-61.289611166838284,-77.23020637694997,-55.754093621359864,-76.09693996164428,0,1,0
1,-51.93195529164463,-56.09153950517566,-57.742387847270564,-52.42547634539237,-69.2546716458258,0,0,0
0,-54.221615222002875,-56.8797037732798,-102.90083322318078,-57.847142531211695,-85.09186518895712,0,0,0
0,-86.09116284997816,-88.8305262584865,-117.28638412319515,-77.0519240184234,-117.81134218413699,0,1,0
1,-52.520846454284424,-55.78604760180954,-76.08972994989935,-55.04226758859124,-75.34776543925423,0,0,0
0,-56.19617649788178,-61.36350482686286,-118.53130696753628,-51.57827306873002,-91.75556858814267,0,0,0
0,-71.95426005370558,-78.00463606677789,-110.90542607657471,-83.26657161778111,-105.225887876678,0,0,0
0,-58.04979371363703,-64.31464649754776,-81.31799341083394,-66.61953547720356,-82.44519173688721,0,0,0
0,-56.393613951359015,-61.289611166838284,-77.23020637694997,-55.754093621359864,-76.09693996164428,0,1,0
1,-51.93195529164463,-56.09153950517566,-57.742387847270564,-52.42547634539237,-69.2546716458258,0,0,0
0,-54.221615222002875,-56.8797037732798,-102.90083322318078,-57.847142531211695,-85.09186518895712,0,0,0
1,-53.88960069559027,-56.3227830202109,-37.363199460153574,-42.706110674725366,-61.632824630836616,0,1,0
0,-57.4887969416764,-60.927118091859555,-77.75009943330443,-57.50860141826106,-77.348090868868,0,0,1
0,-71.95426005370558,-78.00463606677789,-110.90542607657471,-83.26657161778111,-105.225887876678,0,0,0
0,-58.04979371363703,-64.31464649754776,-81.31799341083394,-66.61953547720356,-82.44519173688721,0,0,0
0,-56.393613951359015,-61.289611166838284,-77.23020637694997,-55.754093621359864,-76.09693996164428,0,1,0
1,-51.93195529164463,-56.09153950517566,-57.742387847270564,-52.42547634539237,-69.2546716458258,0,0,0
0,-54.221615222002875,-56.8797037732798,-102.90083322318078,-57.847142531211695,-85.09186518895712,0,0,0
1,-57.771990677325356,-60.378293004604025,-47.638289024458494,-42.06563898706112,-61.666269676263724,1,1,1
0,-71.95426005370558,-78.00463606677789,-110.90542607657471,-83.26657161778111,-105.225887876678,0,0,0
0,-58.04979371363703,-64.31464649754776,-81.31799341083394,-66.61953547720356,-82.44519173688721,0,0,0
0,-56.393613951359015,-61.289611166838284,-77.23020637694997,-55.754093621359864,-76.09693996164428,0,1,0
1,-51.93195529164463,-56.09153950517566,-57.742387847270564,-52.42547634539237,-69.2546716458258,0,0,0
0,-54.221615222002875,-56.8797037732798,-102.90083322318078,-57.847142531211695,-85.09186518895712,0,0,0
1,-57.771990677325356,-60.378293004604025,-47.638289024458494,-42.06563898706112,-61.666269676263724,1,1,1
0,-71.95426005370558,-78.00463606677789,-110.90542607657471,-83.26657161778111,-105.225887876678,0,0,0
0,-58.04979371363703,-64.31464649754776,-81.31799341083394,-66.61953547720356,-82.44519173688721,0,0,0
1,-58.09492563372778,-61.96259731085129,-66.95282823950667,-59.633030165283024,-74.71503820278006,0,1,0
0,-55.86427365349287,-58.4617322258804,-92.62574365887588,-55.781141129878044,-83.65199675115564,0,0,0
1,-57.771990677325356,-60.378293004604025,-47.638289024458494,-42.06563898706112,-61.666269676263724,1,1,1
0,-71.95426005370558,-78.00463606677789,-110.90542607657471,-83.26657161778111,-105.225887876678,0,0,0
0,-58.58873571763833,-63.40642762408514,-66.95282823950667,-50.09465746471341,-78.67458418949033,0,0,0
1,-55.41382661981222,-57.71937265579221,-74.20486287440363,-63.08637312427741,-74.20954957933358,0,0,1
1,-57.771990677325356,-60.378293004604025,-47.638289024458494,-42.06563898706112,-61.666269676263724,1,1,1
0,-71.95426005370558,-78.00463606677789,-110.90542607657471,-83.26657161778111,-105.225887876678,0,0,0
1,-59.32769498164535,-62.583261246948645,-48.52965318672769,-52.523370474084054,-73.88659093766366,0,0,0
1,-57.771990677325356,-60.378293004604025,-47.638289024458494,-42.06563898706112,-61.666269676263724,1,1,1
0,-60.44400840262318,-63.60922210482684,-94.5818551479083,-66.36973144390574,-85.35282904419596,0,0,1
1,-63.22664546581819,-63.22664546581819,-73.30663858003815,-42.046476616694484,-81.75290113702991,0,1,0
1,-53.05156866322036,-54.48251250179961,-27.250884987641577,-47.51548978647554,-44.74764982949119,2,2,2
0,-54.03789123812852,-54.86991006103301,-73.30893284834491,-49.24905142217687,-72.56483518983227,0,0,1
1,-61.077212202583596,-61.077212202583596,-55.860624492529226,-49.24234018278379,-72.34233810700181,0,0,2
0,-59.017812725539954,-62.1841658359456,-120.25716299027863,-53.6886819308125,-95.09496162262354,0,0,0
1,-57.23514812328176,-60.751436887388124,-48.03556273090755,-54.83993193683682,-61.24860923415484,1,1,1
0,-56.317667694496905,-60.95509969122048,-117.26611352685799,-63.11410443037983,-91.4975017525543,0,0,0
0,-58.21982962903936,-63.54496109347102,-79.65457527591361,-54.41173836549175,-78.65046630901372,0,0,1
0,-61.02124526863859,-67.03125590487585,-110.82656744292892,-66.87144285753294,-94.26921550151727,0,0,0
0,-59.85248310494199,-65.8248400695374,-97.36265224946277,-60.1991441898575,-85.5955428769811,0,1,0
0,-58.76034726183953,-63.5345185892552,-57.74467642040891,-60.78067885529313,-65.68654247956302,1,1,1
1,-57.36592135525997,-61.74361626627353,-71.21152483784466,-59.1877844887301,-68.33217109821419,1,1,1
0,-55.040738625852654,-57.752875578046506,-101.83618405111199,-59.176840321218585,-85.59159384118625,0,0,0
0,-75.3238167779504,-78.00808671915227,-94.08547042378143,-65.0342195121085,-100.0837220022851,0,1,0
1,-58.443676219964054,-61.780239572710535,-64.99681490516868,-57.0081893893912,-74.47698478871493,0,0,1
0,-58.21982962903936,-63.54496109347102,-79.65457527591361,-54.41173836549175,-78.65046630901372,0,0,1
0,-61.02124526863859,-67.03125590487585,-110.82656744292892,-66.87144285753294,-94.26921550151727,0,0,0
0,-59.85248310494199,-65.8248400695374,-97.36265224946277,-60.1991441898575,-85.5955428769811,0,1,0
0,-58.76034726183953,-63.5345185892552,-57.74467642040891,-60.78067885529313,-65.68654247956302,1,1,1
1,-57.36592135525997,-61.74361626627353,-71.21152483784466,-59.1877844887301,-68.33217109821419,1,1,1
0,-55.040738625852654,-57.752875578046506,-101.83618405111199,-59.176840321218585,-85.59159384118625,0,0,0
1,-56.201854319057794,-58.70639884889978,-36.47173714318997,-43.82983190480147,-63.67763955921506,0,1,0
0,-58.644065322897816,-62.053666315892606,-58.832735770010885,-56.824826857356,-72.82815015110135,0,0,1
