n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.6778,0.6778,0.6778,0.3000,0.7500,0.2500,1.0000,0.0000,1.0000,20,0.7000
20,0.6881,0.6881,0.6881,0.1800,0.9000,0.1000,1.0000,0.0000,1.0000,20,0.8500
30,0.7436,0.7436,0.7436,0.3000,1.0000,0.1500,1.0000,0.1500,1.0000,20,0.9000
40,0.7088,0.7088,0.7088,0.3600,1.0000,0.3000,1.0000,0.3000,1.0000,20,0.9250
50,0.7539,0.7539,0.7539,0.4200,0.8500,0.4000,1.0000,0.2500,1.0000,20,0.9400
60,0.7745,0.7745,0.7745,0.3400,0.8500,0.2500,1.0000,0.1000,1.0000,20,0.9500
70,0.7139,0.7139,0.7139,0.3400,0.8500,0.3500,1.0000,0.2000,1.0000,20,0.9571
80,0.6714,0.6714,0.6714,0.3000,0.8500,0.4000,1.0000,0.2500,1.0000,20,0.9625
90,0.7178,0.7178,0.7178,0.3200,0.9000,0.2500,1.0000,0.1500,1.0000,20,0.9667
100,0.6804,0.6804,0.6804,0.2700,1.0000,0.2000,1.0000,0.2000,1.0000,20,0.9700
110,0.7062,0.7062,0.7062,0.3100,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9727
120,0.7139,0.7139,0.7139,0.3000,1.0000,0.4000,1.0000,0.4000,1.0000,20,0.9750
130,0.8183,0.8183,0.8183,0.4200,0.9000,0.4000,1.0000,0.3000,1.0000,20,0.9769
140,0.8170,0.8170,0.8170,0.4900,0.9000,0.4500,1.0000,0.3500,1.0000,20,0.9786
150,0.8402,0.8402,0.8402,0.5800,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9800
160,0.8402,0.8402,0.8402,0.6000,1.0000,0.5500,1.0000,0.5500,1.0000,20,0.9812
170,0.7822,0.7822,0.7822,0.4900,1.0000,0.3000,1.0000,0.3000,1.0000,20,0.9824
180,0.7951,0.7951,0.7951,0.4200,1.0000,0.2500,1.0000,0.2500,1.0000,20,0.9833
190,0.8041,0.8041,0.8041,0.4400,0.9500,0.3500,1.0000,0.3000,1.0000,20,0.9842
200,0.8286,0.8286,0.8286,0.4900,1.0000,0.3000,1.0000,0.3000,1.0000,20,0.9850
210,0.8209,0.8209,0.8209,0.4600,1.0000,0.1500,1.0000,0.1500,1.0000,20,0.9857
220,0.8415,0.8415,0.8415,0.5000,1.0000,0.4000,1.0000,0.4000,1.0000,20,0.9864
230,0.8222,0.8222,0.8222,0.4800,1.0000,0.2500,1.0000,0.2500,1.0000,20,0.9870
240,0.8170,0.8170,0.8170,0.4900,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9875
250,0.8260,0.8260,0.8260,0.5100,0.9500,0.2500,1.0000,0.2000,1.0000,20,0.9880
260,0.8789,0.8789,0.8789,0.6100,1.0000,0.4000,1.0000,0.4000,1.0000,20,0.9885
270,0.8531,0.8531,0.8531,0.5400,0.9500,0.4500,1.0000,0.4000,1.0000,20,0.9889
280,0.8518,0.8518,0.8518,0.5500,1.0000,0.4500,1.0000,0.4500,1.0000,20,0.9893
290,0.8776,0.8776,0.8776,0.5700,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9897
300,0.8673,0.8673,0.8673,0.6000,0.9720,0.3880,1.0000,0.3600,1.0000,500,0.9900
