n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.0000,0.0000,0.0000,0.0000,0.5200,0.4800,1.0000,0.0000,0.0000,50,0.9000
20,0.4780,0.7206,0.3577,0.0500,0.8400,0.3800,1.0000,0.2200,0.0200,50,0.9500
30,0.7591,0.7591,0.7591,0.2500,0.7600,0.6400,1.0000,0.4000,0.9800,50,0.9667
40,0.7509,0.7537,0.7482,0.3250,0.8800,0.4600,1.0000,0.3400,0.9400,50,0.9750
50,0.8081,0.8172,0.7993,0.4250,0.8600,0.3400,1.0000,0.2000,0.9600,50,0.9800
60,0.8246,0.8435,0.8066,0.4750,0.8200,0.5400,1.0000,0.3600,0.9400,50,0.9833
70,0.8321,0.8321,0.8321,0.5500,0.9400,0.5000,1.0000,0.4400,1.0000,50,0.9857
80,0.8431,0.8431,0.8431,0.5000,0.9400,0.3800,1.0000,0.3200,1.0000,50,0.9875
90,0.9015,0.9015,0.9015,0.5750,0.9000,0.4600,1.0000,0.3600,1.0000,50,0.9889
100,0.8066,0.8066,0.8066,0.4250,0.9000,0.6600,1.0000,0.5600,1.0000,50,0.9900
110,0.7372,0.7372,0.7372,0.3000,0.9600,0.5600,1.0000,0.5200,1.0000,50,0.9909
120,0.8467,0.8467,0.8467,0.5250,0.9800,0.4800,1.0000,0.4600,1.0000,50,0.9917
130,0.7701,0.7701,0.7701,0.4000,0.8800,0.4800,1.0000,0.3600,1.0000,50,0.9923
140,0.8248,0.8248,0.8248,0.5250,0.9200,0.5800,1.0000,0.5000,1.0000,50,0.9929
150,0.8102,0.8102,0.8102,0.4750,0.8600,0.5800,1.0000,0.4400,1.0000,50,0.9933
160,0.7336,0.7336,0.7336,0.5000,0.8200,0.6400,1.0000,0.4600,1.0000,50,0.9938
