n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.0000,0.0000,0.0000,0.0000,0.8000,0.2200,1.0000,0.0200,0.0000,50,1.0000
20,0.4015,0.4286,0.3777,0.0000,0.9600,0.0400,1.0000,0.0000,0.2800,50,1.0000
30,0.7194,0.7194,0.7194,0.1750,0.9600,0.0600,1.0000,0.0200,0.8200,50,1.0000
40,0.8993,0.8993,0.8993,0.6250,0.9800,0.0800,1.0000,0.0600,0.8600,50,1.0000
50,0.8741,0.8741,0.8741,0.6000,0.9200,0.2600,1.0000,0.1800,0.9000,50,1.0000
60,0.8669,0.8669,0.8669,0.6000,0.9800,0.2000,1.0000,0.1800,0.8000,50,1.0000
70,0.7734,0.7734,0.7734,0.3000,0.9600,0.2800,1.0000,0.2400,0.9200,50,1.0000
80,0.8273,0.8273,0.8273,0.4000,0.9800,0.3400,1.0000,0.3200,0.8600,50,1.0000
90,0.7842,0.7842,0.7842,0.4000,0.9600,0.3600,1.0000,0.3200,0.8000,50,1.0000
100,0.8741,0.8741,0.8741,0.4250,0.9400,0.3000,1.0000,0.2400,0.7800,50,1.0000
110,0.8885,0.8885,0.8885,0.6000,0.9600,0.4400,1.0000,0.4000,0.8400,50,1.0000
120,0.9209,0.9209,0.9209,0.6500,1.0000,0.5000,1.0000,0.5000,0.8600,50,1.0000
130,0.9317,0.9317,0.9317,0.7500,1.0000,0.3200,1.0000,0.3200,0.7800,50,1.0000
140,0.9209,0.9209,0.9209,0.7250,0.9600,0.4400,1.0000,0.4000,0.8600,50,1.0000
150,0.9065,0.9065,0.9065,0.6250,1.0000,0.3800,1.0000,0.3800,0.7400,50,1.0000
160,0.8489,0.8489,0.8489,0.4500,0.9800,0.3600,1.0000,0.3400,0.7000,50,1.0000
