n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.7186,0.7186,0.7186,0.2000,0.9500,0.3000,1.0000,0.2500,1.0000,20,0.6000
20,0.7547,0.7547,0.7547,0.2700,0.8500,0.2500,1.0000,0.1000,1.0000,20,0.8000
30,0.8120,0.8120,0.8120,0.4200,0.8000,0.4500,1.0000,0.2500,1.0000,20,0.8667
40,0.8157,0.8157,0.8157,0.4200,0.8000,0.6000,1.0000,0.4000,1.0000,20,0.9000
50,0.8120,0.8120,0.8120,0.4200,0.8500,0.3500,1.0000,0.2000,1.0000,20,0.9200
60,0.8257,0.8257,0.8257,0.4400,0.7000,0.5500,1.0000,0.2500,1.0000,20,0.9333
70,0.8381,0.8381,0.8381,0.4100,0.8000,0.7000,1.0000,0.5000,1.0000,20,0.9429
80,0.8892,0.8892,0.8892,0.6300,0.9500,0.6500,1.0000,0.6000,1.0000,20,0.9500
90,0.8892,0.8892,0.8892,0.6400,0.9000,0.3500,1.0000,0.2500,1.0000,20,0.9556
100,0.8941,0.8941,0.8941,0.6400,0.8000,0.6000,1.0000,0.4000,1.0000,20,0.9600
110,0.8692,0.8692,0.8692,0.5900,0.8500,0.5500,1.0000,0.4000,1.0000,20,0.9636
120,0.8767,0.8767,0.8767,0.6300,0.8500,0.5500,1.0000,0.4000,1.0000,20,0.9667
130,0.9228,0.9228,0.9228,0.7200,0.9000,0.5500,1.0000,0.4500,1.0000,20,0.9692
140,0.9141,0.9141,0.9141,0.6900,0.9000,0.5500,1.0000,0.4500,1.0000,20,0.9714
150,0.9215,0.9215,0.9215,0.7400,0.9500,0.4000,1.0000,0.3500,1.0000,20,0.9733
160,0.9303,0.9303,0.9303,0.7700,0.9500,0.6500,1.0000,0.6000,1.0000,20,0.9750
170,0.9365,0.9365,0.9365,0.8000,0.9500,0.5000,1.0000,0.4500,1.0000,20,0.9765
180,0.9377,0.9377,0.9377,0.8000,0.9000,0.5000,1.0000,0.4000,1.0000,20,0.9778
190,0.9166,0.9166,0.9166,0.7400,0.8500,0.6500,1.0000,0.5000,1.0000,20,0.9789
200,0.9066,0.9066,0.9066,0.7000,0.9000,0.6500,1.0000,0.5500,1.0000,20,0.9800
210,0.9203,0.9203,0.9203,0.7500,0.8500,0.5000,1.0000,0.3500,1.0000,20,0.9810
220,0.9290,0.9290,0.9290,0.7500,0.9500,0.5000,1.0000,0.4500,1.0000,20,0.9818
230,0.9253,0.9253,0.9253,0.7400,0.8500,0.5500,1.0000,0.4000,1.0000,20,0.9826
240,0.9315,0.9315,0.9315,0.7700,1.0000,0.5500,1.0000,0.5500,1.0000,20,0.9833
250,0.9240,0.9240,0.9240,0.7300,1.0000,0.3000,1.0000,0.3000,1.0000,20,0.9840
260,0.9078,0.9078,0.9078,0.7100,1.0000,0.4500,1.0000,0.4500,1.0000,20,0.9846
270,0.9228,0.9228,0.9228,0.7500,0.9500,0.6000,1.0000,0.5500,1.0000,20,0.9852
280,0.9203,0.9203,0.9203,0.7500,0.9500,0.5500,1.0000,0.5000,1.0000,20,0.9857
290,0.8767,0.8767,0.8767,0.6400,0.9500,0.7500,1.0000,0.7000,1.0000,20,0.9862
300,0.8643,0.8643,0.8643,0.5700,0.9500,0.5780,1.0000,0.5280,1.0000,500,0.9867
