n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,50,1.0000
20,0.8119,0.8119,0.8119,0.4250,1.0000,0.0600,1.0000,0.0600,1.0000,50,1.0000
30,0.9175,0.9175,0.9175,0.5750,1.0000,0.2400,1.0000,0.2400,1.0000,50,1.0000
40,0.9571,0.9571,0.9571,0.7750,0.9600,0.2400,1.0000,0.2000,1.0000,50,1.0000
50,0.9010,0.9010,0.9010,0.5500,1.0000,0.1600,1.0000,0.1600,1.0000,50,1.0000
60,0.8812,0.8812,0.8812,0.6000,1.0000,0.1200,1.0000,0.1200,1.0000,50,1.0000
70,0.7921,0.7921,0.7921,0.5250,1.0000,0.1600,1.0000,0.1600,1.0000,50,1.0000
80,0.9109,0.9109,0.9109,0.6250,1.0000,0.1600,1.0000,0.1600,1.0000,50,1.0000
90,0.9373,0.9373,0.9373,0.7750,1.0000,0.2400,1.0000,0.2400,1.0000,50,1.0000
100,0.8581,0.8581,0.8581,0.5250,1.0000,0.2800,1.0000,0.2800,1.0000,50,1.0000
110,0.9175,0.9175,0.9175,0.7000,0.9800,0.3200,1.0000,0.3000,1.0000,50,1.0000
120,0.9472,0.9472,0.9472,0.7250,0.9600,0.6000,1.0000,0.5600,1.0000,50,1.0000
130,0.9901,0.9901,0.9901,0.9250,0.8800,0.6400,1.0000,0.5200,1.0000,50,1.0000
140,0.9043,0.9043,0.9043,0.7250,0.9800,0.5400,1.0000,0.5200,1.0000,50,1.0000
150,0.9373,0.9373,0.9373,0.7750,0.9800,0.5800,1.0000,0.5600,1.0000,50,1.0000
160,0.9307,0.9307,0.9307,0.6500,0.8000,0.8200,1.0000,0.6200,1.0000,50,1.0000
