n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.7062,0.7062,0.7062,0.2800,0.7500,0.4000,1.0000,0.1500,1.0000,20,0.6000
20,0.8179,0.8179,0.8179,0.5400,0.9000,0.4500,1.0000,0.3500,1.0000,20,0.8000
30,0.8607,0.8607,0.8607,0.5500,0.9000,0.4000,1.0000,0.3000,1.0000,20,0.8667
40,0.7821,0.7821,0.7821,0.4900,0.9000,0.6000,1.0000,0.5000,1.0000,20,0.9000
50,0.8414,0.8414,0.8414,0.5600,0.8500,0.6000,1.0000,0.4500,1.0000,20,0.9200
60,0.8703,0.8703,0.8703,0.6200,0.8500,0.4500,1.0000,0.3000,1.0000,20,0.9333
70,0.8979,0.8979,0.8979,0.7100,0.9000,0.5500,1.0000,0.4500,1.0000,20,0.9429
80,0.8883,0.8883,0.8883,0.7300,0.8500,0.6000,1.0000,0.4500,1.0000,20,0.9500
90,0.9159,0.9159,0.9159,0.7700,0.9000,0.5500,1.0000,0.4500,1.0000,20,0.9556
100,0.8676,0.8676,0.8676,0.6300,0.9000,0.6000,1.0000,0.5000,1.0000,20,0.9600
110,0.9366,0.9366,0.9366,0.7900,0.9000,0.5000,1.0000,0.4000,1.0000,20,0.9636
120,0.9269,0.9269,0.9269,0.7900,0.8500,0.5500,1.0000,0.4000,1.0000,20,0.9667
130,0.9021,0.9021,0.9021,0.6900,0.8500,0.6500,1.0000,0.5000,1.0000,20,0.9692
140,0.8924,0.8924,0.8924,0.6700,0.9500,0.5000,1.0000,0.4500,1.0000,20,0.9714
150,0.9186,0.9186,0.9186,0.7500,0.8500,0.4500,1.0000,0.3000,1.0000,20,0.9733
160,0.9297,0.9297,0.9297,0.7900,1.0000,0.5000,1.0000,0.5000,1.0000,20,0.9750
170,0.7614,0.7614,0.7614,0.3900,0.8500,0.4000,1.0000,0.2500,1.0000,20,0.9765
180,0.7834,0.7834,0.7834,0.4400,0.9000,0.6500,1.0000,0.5500,1.0000,20,0.9778
190,0.7862,0.7862,0.7862,0.4200,0.9000,0.5000,1.0000,0.4000,1.0000,20,0.9789
200,0.7572,0.7572,0.7572,0.3200,1.0000,0.5500,1.0000,0.5500,1.0000,20,0.9800
210,0.7559,0.7559,0.7559,0.3500,1.0000,0.5500,1.0000,0.5500,1.0000,20,0.9810
220,0.8055,0.8055,0.8055,0.5000,0.9500,0.4500,1.0000,0.4000,1.0000,20,0.9818
230,0.8317,0.8317,0.8317,0.5600,0.9500,0.6500,1.0000,0.6000,1.0000,20,0.9826
240,0.8221,0.8221,0.8221,0.5600,0.9500,0.6000,1.0000,0.5500,1.0000,20,0.9833
250,0.8483,0.8483,0.8483,0.6000,0.9500,0.6000,1.0000,0.5500,1.0000,20,0.9840
260,0.8634,0.8634,0.8634,0.6300,0.9000,0.6000,1.0000,0.5000,1.0000,20,0.9846
270,0.8593,0.8593,0.8593,0.6000,0.9000,0.6500,1.0000,0.5500,1.0000,20,0.9852
280,0.8621,0.8621,0.8621,0.6200,1.0000,0.5000,1.0000,0.5000,1.0000,20,0.9857
290,0.8717,0.8717,0.8717,0.6200,0.9500,0.6500,1.0000,0.6000,1.0000,20,0.9862
300,0.8869,0.8869,0.8869,0.6600,0.9460,0.5680,1.0000,0.5140,1.0000,500,0.9867
