n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.7782,0.7782,0.7782,0.3300,0.7500,0.3500,1.0000,0.1000,1.0000,20,0.6000
20,0.8736,0.8736,0.8736,0.5900,0.8500,0.5500,1.0000,0.4000,1.0000,20,0.8000
30,0.7608,0.7608,0.7608,0.3900,0.8000,0.4500,1.0000,0.2500,1.0000,20,0.8667
40,0.8649,0.8649,0.8649,0.4800,0.6500,0.7500,1.0000,0.4000,1.0000,20,0.9000
50,0.8625,0.8625,0.8625,0.4500,0.7500,0.7000,1.0000,0.4500,1.0000,20,0.9200
60,0.9033,0.9033,0.9033,0.5700,0.9500,0.5000,1.0000,0.4500,1.0000,20,0.9333
70,0.9108,0.9108,0.9108,0.6200,0.8500,0.6000,1.0000,0.4500,1.0000,20,0.9429
80,0.9368,0.9368,0.9368,0.6600,1.0000,0.6500,1.0000,0.6500,1.0000,20,0.9500
90,0.9331,0.9331,0.9331,0.6800,0.9500,0.6000,1.0000,0.5500,1.0000,20,0.9556
100,0.9281,0.9281,0.9281,0.6700,0.7000,0.7000,1.0000,0.4000,1.0000,20,0.9600
110,0.9405,0.9405,0.9405,0.7600,0.8000,0.7000,1.0000,0.5000,1.0000,20,0.9636
120,0.9207,0.9207,0.9207,0.5700,0.9000,0.6500,1.0000,0.5500,1.0000,20,0.9667
130,0.8971,0.8971,0.8971,0.5900,0.9500,0.6500,1.0000,0.6000,1.0000,20,0.9692
140,0.9331,0.9331,0.9331,0.6500,0.8000,0.9000,1.0000,0.7000,1.0000,20,0.9714
150,0.9182,0.9182,0.9182,0.7200,0.9500,0.7500,1.0000,0.7000,1.0000,20,0.9733
160,0.9281,0.9281,0.9281,0.7500,0.7500,0.8500,1.0000,0.6000,1.0000,20,0.9750
170,0.9492,0.9492,0.9492,0.7800,0.7500,0.8500,1.0000,0.6000,1.0000,20,0.9765
180,0.9467,0.9467,0.9467,0.8300,1.0000,0.6000,1.0000,0.6000,1.0000,20,0.9778
190,0.9480,0.9480,0.9480,0.8100,0.9000,0.6500,1.0000,0.5500,1.0000,20,0.9789
200,0.9542,0.9542,0.9542,0.8100,1.0000,0.7000,1.0000,0.7000,1.0000,20,0.9800
210,0.9703,0.9703,0.9703,0.8700,0.8500,0.7500,1.0000,0.6000,1.0000,20,0.9810
220,0.9108,0.9108,0.9108,0.6600,1.0000,0.7000,1.0000,0.7000,1.0000,20,0.9818
230,0.9641,0.9641,0.9641,0.8700,0.8500,0.8000,1.0000,0.6500,1.0000,20,0.9826
240,0.9665,0.9665,0.9665,0.8800,0.8500,0.7500,1.0000,0.6000,1.0000,20,0.9833
250,0.9703,0.9703,0.9703,0.9000,0.7500,0.7000,1.0000,0.4500,1.0000,20,0.9840
260,0.9864,0.9864,0.9864,0.9400,0.8000,0.7000,1.0000,0.5000,1.0000,20,0.9846
270,0.9901,0.9901,0.9901,0.9700,0.8500,0.8500,1.0000,0.7000,1.0000,20,0.9852
280,0.9876,0.9876,0.9876,0.9700,0.9500,0.7000,1.0000,0.6500,1.0000,20,0.9857
290,0.9901,0.9901,0.9901,0.9700,0.8000,0.7000,1.0000,0.5000,1.0000,20,0.9862
300,0.9864,0.9864,0.9864,0.9600,0.8140,0.7380,1.0000,0.5520,1.0000,500,0.9867
