n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.4430,0.5645,0.3646,0.0250,1.0000,0.2800,1.0000,0.2800,0.0800,50,1.0000
20,0.8854,0.8854,0.8854,0.5500,1.0000,0.3200,1.0000,0.3200,1.0000,50,1.0000
30,0.9132,0.9132,0.9132,0.6500,1.0000,0.3200,1.0000,0.3200,1.0000,50,1.0000
40,0.7986,0.7986,0.7986,0.3000,1.0000,0.3400,1.0000,0.3400,1.0000,50,1.0000
50,0.8924,0.8924,0.8924,0.5000,0.9400,0.3000,1.0000,0.2400,1.0000,50,1.0000
60,0.8993,0.8993,0.8993,0.6500,0.9800,0.3600,1.0000,0.3400,1.0000,50,1.0000
70,0.8958,0.8958,0.8958,0.6500,0.9800,0.3000,1.0000,0.2800,1.0000,50,1.0000
80,0.7743,0.7743,0.7743,0.3000,1.0000,0.3000,1.0000,0.3000,1.0000,50,1.0000
90,0.7465,0.7465,0.7465,0.3000,1.0000,0.3600,1.0000,0.3600,1.0000,50,1.0000
100,0.7535,0.7535,0.7535,0.2500,1.0000,0.2800,1.0000,0.2800,1.0000,50,1.0000
110,0.8472,0.8472,0.8472,0.4000,1.0000,0.5400,1.0000,0.5400,1.0000,50,1.0000
120,0.8507,0.8507,0.8507,0.4500,0.9600,0.3200,1.0000,0.2800,1.0000,50,1.0000
130,0.9271,0.9271,0.9271,0.5750,1.0000,0.3400,1.0000,0.3400,1.0000,50,1.0000
140,0.7812,0.7812,0.7812,0.4250,0.9400,0.3800,1.0000,0.3200,1.0000,50,1.0000
150,0.9097,0.9097,0.9097,0.6750,0.9800,0.3800,1.0000,0.3600,1.0000,50,1.0000
160,0.8958,0.8958,0.8958,0.6500,1.0000,0.3400,1.0000,0.3400,1.0000,50,1.0000
