n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.0000,0.0000,0.0000,0.0000,1.0000,0.4600,1.0000,0.4600,0.0000,50,0.8000
20,0.3297,0.3927,0.2841,0.2500,0.9800,0.1800,1.0000,0.1600,0.3600,50,0.9000
30,0.6212,0.6212,0.6212,0.3750,0.9800,0.1600,1.0000,0.1400,1.0000,50,0.9333
40,0.6364,0.6364,0.6364,0.4000,0.9800,0.1400,1.0000,0.1200,1.0000,50,0.9500
50,0.7841,0.7841,0.7841,0.5500,0.9800,0.2200,1.0000,0.2000,1.0000,50,0.9600
60,0.7273,0.7273,0.7273,0.5000,1.0000,0.1400,1.0000,0.1400,1.0000,50,0.9667
70,0.8068,0.8068,0.8068,0.6000,1.0000,0.1600,1.0000,0.1600,1.0000,50,0.9714
80,0.7689,0.7689,0.7689,0.5250,1.0000,0.0400,1.0000,0.0400,1.0000,50,0.9750
90,0.7841,0.7841,0.7841,0.5000,1.0000,0.1800,1.0000,0.1800,1.0000,50,0.9778
100,0.6705,0.6705,0.6705,0.3500,1.0000,0.2000,1.0000,0.2000,1.0000,50,0.9800
110,0.7045,0.7045,0.7045,0.4500,0.9200,0.5400,1.0000,0.4600,1.0000,50,0.9818
120,0.6932,0.6932,0.6932,0.3000,0.8800,0.4000,1.0000,0.2800,1.0000,50,0.9833
130,0.7235,0.7235,0.7235,0.4000,0.8600,0.4000,1.0000,0.2600,1.0000,50,0.9846
140,0.7879,0.7879,0.7879,0.5000,1.0000,0.3000,1.0000,0.3000,1.0000,50,0.9857
150,0.5606,0.5606,0.5606,0.1750,0.9000,0.5400,1.0000,0.4400,1.0000,50,0.9867
160,0.6780,0.6780,0.6780,0.3250,0.9000,0.4200,1.0000,0.3200,1.0000,50,0.9875
