n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.7759,0.7759,0.7759,0.3000,0.8500,0.2500,1.0000,0.1000,1.0000,20,0.6000
20,0.7620,0.7620,0.7620,0.2100,0.8000,0.3500,1.0000,0.1500,1.0000,20,0.8000
30,0.7975,0.7975,0.7975,0.3600,0.9500,0.1000,1.0000,0.0500,1.0000,20,0.8667
40,0.6924,0.6924,0.6924,0.1900,0.9500,0.3500,1.0000,0.3000,1.0000,20,0.9000
50,0.7913,0.7913,0.7913,0.3200,1.0000,0.0500,1.0000,0.0500,1.0000,20,0.9200
60,0.8006,0.8006,0.8006,0.3400,0.9500,0.3500,1.0000,0.3000,1.0000,20,0.9333
70,0.8269,0.8269,0.8269,0.4200,0.9000,0.6000,1.0000,0.5000,1.0000,20,0.9429
80,0.8454,0.8454,0.8454,0.4800,0.9500,0.3000,1.0000,0.2500,1.0000,20,0.9500
90,0.8485,0.8485,0.8485,0.5300,1.0000,0.1500,1.0000,0.1500,1.0000,20,0.9556
100,0.8810,0.8810,0.8810,0.5000,1.0000,0.2500,1.0000,0.2500,1.0000,20,0.9600
110,0.9057,0.9057,0.9057,0.6000,1.0000,0.4500,1.0000,0.4500,1.0000,20,0.9636
120,0.7805,0.7805,0.7805,0.1800,1.0000,0.2500,1.0000,0.2500,1.0000,20,0.9667
130,0.8702,0.8702,0.8702,0.5200,1.0000,0.3000,1.0000,0.3000,1.0000,20,0.9692
140,0.9057,0.9057,0.9057,0.6900,1.0000,0.4500,1.0000,0.4500,1.0000,20,0.9714
150,0.9227,0.9227,0.9227,0.7100,1.0000,0.3000,1.0000,0.3000,1.0000,20,0.9733
160,0.9413,0.9413,0.9413,0.7700,1.0000,0.2500,1.0000,0.2500,1.0000,20,0.9750
170,0.9444,0.9444,0.9444,0.7700,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9765
180,0.9428,0.9428,0.9428,0.8200,1.0000,0.2000,1.0000,0.2000,1.0000,20,0.9778
190,0.9583,0.9583,0.9583,0.8500,1.0000,0.6000,1.0000,0.6000,1.0000,20,0.9789
200,0.9614,0.9614,0.9614,0.8500,1.0000,0.6000,1.0000,0.6000,1.0000,20,0.9800
210,0.9428,0.9428,0.9428,0.7600,1.0000,0.4000,1.0000,0.4000,1.0000,20,0.9810
220,0.9413,0.9413,0.9413,0.7600,1.0000,0.5000,1.0000,0.5000,1.0000,20,0.9818
230,0.9536,0.9536,0.9536,0.8000,1.0000,0.4500,1.0000,0.4500,1.0000,20,0.9826
240,0.9552,0.9552,0.9552,0.7800,1.0000,0.4000,1.0000,0.4000,1.0000,20,0.9833
250,0.9505,0.9505,0.9505,0.7400,1.0000,0.2500,1.0000,0.2500,1.0000,20,0.9840
260,0.9598,0.9598,0.9598,0.7800,1.0000,0.3000,1.0000,0.3000,1.0000,20,0.9846
270,0.9660,0.9660,0.9660,0.8200,1.0000,0.5000,1.0000,0.5000,1.0000,20,0.9852
280,0.9706,0.9706,0.9706,0.8400,1.0000,0.6000,1.0000,0.6000,1.0000,20,0.9857
290,0.9892,0.9892,0.9892,0.9600,1.0000,0.5000,1.0000,0.5000,1.0000,20,0.9862
300,0.9845,0.9845,0.9845,0.9400,1.0000,0.4700,1.0000,0.4700,1.0000,500,0.9867
