n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.0000,0.0000,0.0000,0.0000,0.5400,0.4600,1.0000,0.0000,0.0000,50,0.8000
20,0.2917,0.4200,0.2234,0.0000,0.7200,0.2800,1.0000,0.0000,0.0000,50,0.9000
30,0.4754,0.5330,0.4291,0.1750,0.9400,0.0800,1.0000,0.0200,0.2600,50,0.9333
40,0.5447,0.6034,0.4965,0.2250,0.9800,0.1000,1.0000,0.0800,0.2000,50,0.9500
50,0.6327,0.6493,0.6170,0.3750,0.9400,0.1000,1.0000,0.0400,0.7600,50,0.9600
60,0.5891,0.6045,0.5745,0.3250,0.9600,0.0800,1.0000,0.0400,0.8800,50,0.9667
70,0.6232,0.6370,0.6099,0.2500,0.9800,0.1000,1.0000,0.0800,0.8800,50,0.9714
80,0.6173,0.6287,0.6064,0.3500,0.9800,0.1800,1.0000,0.1600,0.8000,50,0.9750
90,0.6509,0.6679,0.6348,0.3500,0.9600,0.2000,1.0000,0.1600,0.8200,50,0.9778
100,0.6764,0.6940,0.6596,0.3750,0.9600,0.2400,1.0000,0.2000,0.7800,50,0.9800
110,0.7263,0.7481,0.7057,0.4000,0.9800,0.2400,1.0000,0.2200,0.7800,50,0.9818
120,0.5474,0.5639,0.5319,0.2750,1.0000,0.1600,1.0000,0.1600,0.8800,50,0.9833
130,0.6473,0.6642,0.6312,0.2750,0.9600,0.1200,1.0000,0.0800,0.7800,50,0.9846
140,0.7372,0.7594,0.7163,0.3750,1.0000,0.3000,1.0000,0.3000,0.7800,50,0.9857
150,0.7491,0.7687,0.7305,0.3500,1.0000,0.3000,1.0000,0.3000,0.7000,50,0.9867
160,0.7593,0.7946,0.7270,0.3500,0.9800,0.2400,1.0000,0.2200,0.8600,50,0.9875
