is_gold,cnt_root_lp,sum_root_lp,sum_leaf_lp,sum_bl_lp,cur_score,chunk_pool_match,L_trans,R_trans
1,-48.95264966669388,-51.09591510077824,-46.36333762797951,-39.68996557681712,-52.46444324668855,1,1,1
0,-71.31320062483458,-73.88714684270822,-64.6435529478585,-64.37379101910875,-87.2405306063924,0,0,1
0,-82.2427646278942,-85.67307167883091,-92.75016402186522,-87.20175529971716,-110.06781383445377,0,0,0
1,-48.41283636943037,-50.587544583108496,-37.152922232930514,-40.64448742035201,-49.161505330910344,1,1,1
1,-69.18247798832691,-70.86786785525902,-62.707977441466454,-51.46838643797997,-84.52913531796712,0,0,1
0,-82.2427646278942,-85.67307167883091,-92.75016402186522,-87.0604957988085,-110.06781383445377,0,0,0
1,-48.41283636943037,-50.587544583108496,-37.152922232930514,-40.64448742035201,-49.161505330910344,1,1,1
1,-69.18247798832691,-70.86786785525902,-62.707977441466454,-51.46838643797997,-84.52913531796712,0,0,1
0,-83.46788571756986,-85.59248124216879,-80.43578603881488,-65.99731583484585,-107.59862152921431,0,0,0
1,-56.845436467098416,-56.845436467098416,-53.783015067171256,-35.85276562799193,-72.98034098724979,0,0,0
1,-49.16945719438525,-51.33526446730325,-35.77047593708776,-39.97939024530061,-56.434864072711854,0,1,0
0,-68.68187144195284,-71.28710824948779,-82.6589852901944,-63.6688369408749,-90.01383112621143,0,0,1
0,-81.51568506789194,-85.05905378118217,-86.08177557804554,-87.72976831943083,-107.3402177413056,0,0,0
1,-48.56085837119964,-50.82694366257407,-36.46357312139868,-40.73077133695379,-49.102722599220066,1,1,1
1,-67.07999169012811,-68.79667214672152,-72.20609157306428,-51.17894677340737,-85.27608325924767,0,0,1
0,-81.51568506789194,-85.05905378118217,-86.08177557804554,-87.82990899678367,-107.3402177413056,0,0,0
1,-48.56085837119964,-50.82694366257407,-36.46357312139868,-40.73077133695379,-49.102722599220066,1,1,1
1,-67.07999169012811,-68.79667214672152,-72.20609157306428,-51.17894677340737,-85.27608325924767,0,0,1
0,-81.72095153393595,-83.89558853718806,-73.30463719951153,-66.67536938638887,-103.71234269378941,0,0,0
1,-54.402847876094825,-54.402847876094825,-36.460679909146265,-34.5409183051024,-65.3410518488387,0,0,0
1,-49.23493689071701,-51.39384752159466,-28.13959733033085,-40.02539493222866,-43.813872478617355,1,3,1
0,-58.999908771401095,-61.62295359351498,-83.06443373233073,-52.11057526702987,-80.4535029883006,0,0,1
0,-71.94075470618988,-75.47046560423993,-93.73090994835074,-77.08736511590129,-100.06002769069511,0,0,0
1,-49.17649476438646,-51.437897888508516,-36.46357312139868,-41.64796068713589,-56.649830798006334,0,1,0
1,-55.96798374070026,-57.688865948624375,-36.46287563056705,-40.651285965725336,-56.50963872147119,1,1,1
0,-71.94075470618988,-75.47046560423993,-93.73090994835074,-77.08736511590129,-100.06002769069511,0,0,0
1,-49.17649476438646,-51.437897888508516,-36.46357312139868,-41.64796068713589,-56.649830798006334,0,1,0
1,-55.96798374070026,-57.688865948624375,-36.46287563056705,-40.651285965725336,-56.50963872147119,1,1,1
0,-73.16587579586553,-75.33426250482103,-81.41653196530041,-55.8674665145439,-97.59083538545565,0,0,0
1,-57.87857804874564,-57.87857804874564,-56.95710417377219,-35.59514377619464,-74.9657093008773,0,0,0
1,-47.51959434968808,-49.69731077926298,-36.463573121398674,-38.362118108621225,-58.45866628610768,0,0,0
0,-70.8599355988126,-73.51122360339288,-90.88865475875788,-64.23675935077466,-94.66079612364024,0,0,1
0,-69.39412374839168,-72.93008494073835,-84.00248402511278,-74.38179597517556,-94.5948689559255,0,0,0
1,-47.82037855210604,-50.086463843480466,-45.67401351363479,-40.18889004144563,-49.09804935725648,1,2,1
1,-65.58939858978704,-67.35213024342579,-45.673316022803185,-50.31179989592401,-73.79833195328744,0,0,2
0,-69.39412374839168,-72.93008494073835,-84.00248402511278,-74.4819366525284,-94.5948689559255,0,0,0
1,-47.82037855210604,-50.086463843480466,-45.67401351363479,-40.18889004144563,-49.09804935725648,1,2,1
1,-65.58939858978704,-67.35213024342579,-45.673316022803185,-50.543975227674586,-73.79833195328744,0,0,2
0,-71.75211032967489,-73.92674733292701,-63.4010996229645,-54.526538144263164,-90.77244021656423,0,0,0
1,-57.395983204941174,-57.395983204941174,-54.88156069361852,-36.54251580614335,-70.39471551022702,0,1,0
1,-48.843758084261324,-50.98867936538863,-36.459800051432474,-39.62022677602263,-43.302513769669424,2,2,2
0,-69.38714230327662,-71.98873797613348,-73.85399334009462,-62.503078734427575,-91.54334030530501,0,0,0
0,-85.5132070369342,-88.95658580185996,-93.2129244173489,-90.56315236185388,-113.47708436213887,0,0,0
1,-49.89753095826987,-52.1469318544391,-37.35503543836228,-42.01105148688859,-48.67950834083855,1,2,1
1,-66.75052901973578,-68.44996207840286,-36.46287563056705,-51.325371476083355,-72.19633026556534,0,0,2
0,-85.5132070369342,-88.95658580185996,-93.2129244173489,-90.36531490090331,-113.47708436213887,0,0,0
