n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.7952,0.7952,0.7952,0.3250,0.5000,0.7000,1.0000,0.2000,1.0000,20,0.6000
20,0.8765,0.8765,0.8765,0.4500,0.4500,0.6500,1.0000,0.1000,1.0000,20,0.8000
30,0.9066,0.9066,0.9066,0.4500,0.7500,0.5500,1.0000,0.3000,1.0000,20,0.8667
40,0.9247,0.9247,0.9247,0.6250,0.7000,0.6000,1.0000,0.3000,1.0000,20,0.9000
50,0.9337,0.9337,0.9337,0.6500,0.7500,0.7000,1.0000,0.4500,1.0000,20,0.9200
60,0.9458,0.9458,0.9458,0.7500,0.9000,0.7000,1.0000,0.6000,1.0000,20,0.9333
70,0.9398,0.9398,0.9398,0.7000,0.8000,0.7500,1.0000,0.5500,1.0000,20,0.9429
80,0.9127,0.9127,0.9127,0.6500,0.7000,0.6500,1.0000,0.3500,1.0000,20,0.9500
90,0.9488,0.9488,0.9488,0.7500,0.9000,0.7000,1.0000,0.6000,1.0000,20,0.9556
100,0.9849,0.9849,0.9849,0.9500,0.8500,0.6500,1.0000,0.5000,1.0000,20,0.9600
110,0.9699,0.9699,0.9699,0.8000,0.7500,0.6500,1.0000,0.4000,1.0000,20,0.9636
120,0.9789,0.9789,0.9789,0.8750,0.8500,0.7000,1.0000,0.5500,1.0000,20,0.9667
130,0.9880,0.9880,0.9880,0.9250,0.8500,0.7500,1.0000,0.6000,1.0000,20,0.9692
140,0.9940,0.9940,0.9940,0.9500,0.8500,0.8000,1.0000,0.6500,1.0000,20,0.9714
150,0.9880,0.9880,0.9880,0.9250,0.8500,0.9000,1.0000,0.7500,1.0000,20,0.9733
160,0.9849,0.9849,0.9849,0.9000,0.9000,0.7000,1.0000,0.6000,1.0000,20,0.9750
170,0.9819,0.9819,0.9819,0.9000,0.9000,0.8500,1.0000,0.7500,1.0000,20,0.9765
180,0.9789,0.9789,0.9789,0.8750,0.7000,0.5000,1.0000,0.2000,1.0000,20,0.9778
190,0.9789,0.9789,0.9789,0.8750,0.9500,0.6000,1.0000,0.5500,1.0000,20,0.9789
200,0.9819,0.9819,0.9819,0.9000,0.8000,0.6500,1.0000,0.4500,1.0000,20,0.9800
210,0.9789,0.9789,0.9789,0.8750,0.8500,0.8000,1.0000,0.6500,1.0000,20,0.9810
220,0.9849,0.9849,0.9849,0.9000,0.8500,0.8500,1.0000,0.7000,1.0000,20,0.9818
230,0.9789,0.9789,0.9789,0.8750,0.9000,0.6500,1.0000,0.5500,1.0000,20,0.9826
240,0.9789,0.9789,0.9789,0.9000,0.9500,0.6500,1.0000,0.6000,1.0000,20,0.9833
250,0.9759,0.9759,0.9759,0.8750,0.6000,0.6500,1.0000,0.2500,1.0000,20,0.9840
260,0.9880,0.9880,0.9880,0.9500,0.9000,0.7000,1.0000,0.6000,1.0000,20,0.9846
270,0.9669,0.9669,0.9669,0.8750,0.9500,0.5500,1.0000,0.5000,1.0000,20,0.9852
280,0.8825,0.8825,0.8825,0.6000,0.9000,0.6500,1.0000,0.5500,1.0000,20,0.9857
290,0.9036,0.9036,0.9036,0.5500,0.9500,0.6000,1.0000,0.5500,1.0000,20,0.9862
300,0.9518,0.9518,0.9518,0.7000,1.0000,0.5000,1.0000,0.5000,1.0000,20,0.9867
310,0.9608,0.9608,0.9608,0.7000,0.9500,0.4500,1.0000,0.4000,1.0000,20,0.9871
320,0.9307,0.9307,0.9307,0.6500,0.8980,0.6460,1.0000,0.5440,1.0000,500,0.9875
