is_gold,cnt_root_lp,sum_root_lp,sum_leaf_lp,sum_bl_lp,cur_score,chunk_pool_match,L_trans,R_trans
0,-48.037678474485084,-51.118585612533316,-85.36611647807968,-48.936350234839495,-70.18177751510926,0,1,0
1,-46.98854375034405,-50.50869714423848,-28.149656903937366,-49.31173694453415,-45.03623311312608,1,1,1
0,-45.77518731651543,-50.43060832711407,-99.55842435800969,-55.93084419831159,-75.64271462391834,0,0,0
0,-51.12210950661239,-56.047108724563884,-79.72576018662137,-55.29641970164809,-75.0398375625988,0,0,0
0,-54.62996662834991,-59.176479756138235,-68.35855459956181,-49.94527688489272,-75.13753300821845,0,0,0
1,-45.5831950618959,-48.64313217673525,-37.35770487317233,-44.88587510442864,-46.39329881544842,1,1,1
0,-52.74364841979648,-55.41244518523934,-93.68509455335222,-52.44048780138615,-77.38344088300242,0,1,0
1,-47.096503091213364,-50.333447739153556,-45.679075371446,-48.096357235385206,-57.33448979984743,0,0,1
0,-51.12210950661239,-56.047108724563884,-79.72576018662137,-55.29641970164809,-75.0398375625988,0,0,0
0,-54.62996662834991,-59.176479756138235,-68.35855459956181,-49.94527688489272,-75.13753300821845,0,0,0
1,-45.5831950618959,-48.64313217673525,-37.35770487317233,-44.88587510442864,-46.39329881544842,1,1,1
1,-47.745218542222396,-50.13080656171101,-55.77868381233897,-43.03380421312901,-61.013087783124355,0,1,0
0,-50.394461774654985,-53.4151597503647,-40.72505428689668,-43.5536657835504,-59.146242157924256,0,0,1
0,-54.62996662834991,-59.176479756138235,-68.35855459956181,-49.94527688489272,-75.13753300821845,0,0,0
1,-45.5831950618959,-48.64313217673525,-37.35770487317233,-44.88587510442864,-46.39329881544842,1,1,1
1,-50.78442219943295,-52.95376354669109,-46.36442742464109,-35.657287375863454,-59.200688983484724,0,0,2
0,-54.62996662834991,-59.176479756138235,-68.35855459956181,-49.94527688489272,-75.13753300821845,0,0,0
1,-45.5831950618959,-48.64313217673525,-37.35770487317233,-41.19111811749405,-46.39329881544842,1,1,1
1,-50.78442219943295,-52.95376354669109,-46.36442742464109,-35.657287375863454,-59.200688983484724,0,0,2
0,-54.03233268503369,-57.08568902280841,-44.98358576413393,-39.5119305642916,-67.52740841427386,0,0,0
1,-53.830664365303335,-53.830664365303335,-44.97682378673205,-33.97723915288868,-67.32371150132295,0,0,0
1,-45.800969737779084,-47.36808639355617,-45.67221523934971,-41.469433785489564,-56.03689840678427,0,1,0
0,-46.82354712641765,-47.69976545352292,-66.86233618609486,-50.407975263363184,-61.38918653890556,0,0,2
1,-50.020775220902514,-50.020775220902514,-27.249040186570728,-38.22823743400357,-54.729751374074006,0,0,1
0,-47.22584577566719,-50.32941291876021,-83.41000498904728,-44.83664995668485,-72.24884727238137,0,0,0
1,-47.285794944142026,-50.78127223738216,-40.72733157754787,-49.5197377834021,-49.10678670900721,1,1,1
0,-46.53019886725119,-51.227620641858806,-97.94837399313529,-50.463813150924594,-75.91471106519177,0,0,0
0,-49.862077568770886,-54.776668199167915,-69.62385747742165,-57.538604337455716,-70.74923481199738,0,0,0
0,-56.912178433435116,-61.536693358984095,-73.97536856783073,-50.806012276532265,-79.10478900378433,0,0,0
1,-45.564990973172335,-48.55159909591962,-48.524256754440856,-43.77252571882655,-49.725060291105414,1,1,1
0,-51.229695349659174,-53.87381601444773,-102.89553494558834,-48.62565976633001,-82.09835583333567,0,0,0
1,-47.58614761646777,-50.86509302841694,-39.3162087852059,-47.42282524803317,-55.91527434922981,0,0,1
