n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.0000,0.0000,0.0000,0.0000,0.8600,0.1400,1.0000,0.0000,0.0000,50,1.0000
20,0.0000,0.0000,0.0000,0.0000,0.9200,0.0800,1.0000,0.0000,0.0000,50,1.0000
30,0.6627,0.6627,0.6627,0.3500,0.9200,0.1600,1.0000,0.0800,1.0000,50,1.0000
40,0.7659,0.7659,0.7659,0.4500,0.9600,0.2000,1.0000,0.1600,1.0000,50,1.0000
50,0.8492,0.8492,0.8492,0.5000,1.0000,0.2800,1.0000,0.2800,1.0000,50,1.0000
60,0.9325,0.9325,0.9325,0.7000,0.9800,0.3200,1.0000,0.3000,1.0000,50,1.0000
70,0.8968,0.8968,0.8968,0.6250,0.9400,0.4800,1.0000,0.4200,1.0000,50,1.0000
80,0.9087,0.9087,0.9087,0.6500,0.9800,0.4200,1.0000,0.4000,1.0000,50,1.0000
90,0.8929,0.8929,0.8929,0.6250,1.0000,0.4200,1.0000,0.4200,1.0000,50,1.0000
100,0.9008,0.9008,0.9008,0.6750,1.0000,0.3400,1.0000,0.3400,1.0000,50,1.0000
110,0.7460,0.7460,0.7460,0.4000,0.9600,0.4800,1.0000,0.4400,1.0000,50,1.0000
120,0.7460,0.7460,0.7460,0.4000,0.9800,0.5600,1.0000,0.5400,1.0000,50,1.0000
130,0.8056,0.8056,0.8056,0.6000,1.0000,0.5200,1.0000,0.5200,1.0000,50,1.0000
140,0.8214,0.8214,0.8214,0.5250,0.9800,0.5800,1.0000,0.5600,1.0000,50,1.0000
150,0.8611,0.8611,0.8611,0.6000,1.0000,0.4800,1.0000,0.4800,1.0000,50,1.0000
160,0.8730,0.8730,0.8730,0.6000,1.0000,0.5200,1.0000,0.5200,1.0000,50,1.0000
