n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.7139,0.7139,0.7139,0.2000,0.5500,0.6500,1.0000,0.2000,1.0000,20,0.5000
20,0.7457,0.7457,0.7457,0.3500,0.8500,0.3500,1.0000,0.2000,1.0000,20,0.7500
30,0.8309,0.8309,0.8309,0.4500,0.8500,0.2500,1.0000,0.1000,1.0000,20,0.8333
40,0.8194,0.8194,0.8194,0.4500,0.8000,0.5000,1.0000,0.3000,1.0000,20,0.8750
50,0.8410,0.8410,0.8410,0.5300,0.8500,0.3000,1.0000,0.1500,1.0000,20,0.9000
60,0.8295,0.8295,0.8295,0.5600,1.0000,0.0500,1.0000,0.0500,1.0000,20,0.9167
70,0.8772,0.8772,0.8772,0.6600,1.0000,0.3000,1.0000,0.3000,1.0000,20,0.9286
80,0.8454,0.8454,0.8454,0.5500,1.0000,0.2000,1.0000,0.2000,1.0000,20,0.9375
90,0.8685,0.8685,0.8685,0.5900,0.8500,0.3500,1.0000,0.2000,1.0000,20,0.9444
100,0.8988,0.8988,0.8988,0.7000,1.0000,0.3000,1.0000,0.3000,1.0000,20,0.9500
110,0.8815,0.8815,0.8815,0.6500,0.9500,0.1000,1.0000,0.0500,1.0000,20,0.9545
120,0.9191,0.9191,0.9191,0.7800,1.0000,0.3000,1.0000,0.3000,1.0000,20,0.9583
130,0.9191,0.9191,0.9191,0.7800,1.0000,0.3000,1.0000,0.3000,1.0000,20,0.9615
140,0.9335,0.9335,0.9335,0.8100,1.0000,0.2000,1.0000,0.2000,1.0000,20,0.9643
150,0.9783,0.9783,0.9783,0.9300,0.9000,0.2000,1.0000,0.1000,1.0000,20,0.9667
160,0.9769,0.9769,0.9769,0.9200,1.0000,0.3000,1.0000,0.3000,1.0000,20,0.9688
170,0.9668,0.9668,0.9668,0.8900,1.0000,0.4000,1.0000,0.4000,1.0000,20,0.9706
180,0.9711,0.9711,0.9711,0.9100,1.0000,0.3000,1.0000,0.3000,1.0000,20,0.9722
190,0.9754,0.9754,0.9754,0.9200,1.0000,0.4000,1.0000,0.4000,1.0000,20,0.9737
200,0.9754,0.9754,0.9754,0.9200,1.0000,0.2000,1.0000,0.2000,1.0000,20,0.9750
210,0.9754,0.9754,0.9754,0.9200,1.0000,0.2500,1.0000,0.2500,1.0000,20,0.9762
220,0.9913,0.9913,0.9913,0.9600,0.9500,0.2500,1.0000,0.2000,1.0000,20,0.9773
230,0.9855,0.9855,0.9855,0.9400,1.0000,0.3000,1.0000,0.3000,1.0000,20,0.9783
240,0.9725,0.9725,0.9725,0.9200,0.9500,0.3500,1.0000,0.3000,1.0000,20,0.9792
250,0.9711,0.9711,0.9711,0.9100,0.9500,0.1500,1.0000,0.1000,1.0000,20,0.9800
260,0.9595,0.9595,0.9595,0.8800,0.9500,0.2500,1.0000,0.2000,1.0000,20,0.9808
270,0.9783,0.9783,0.9783,0.9300,0.9000,0.4000,1.0000,0.3000,1.0000,20,0.9815
280,0.9783,0.9783,0.9783,0.9300,1.0000,0.2500,1.0000,0.2500,1.0000,20,0.9821
290,0.9798,0.9798,0.9798,0.9400,1.0000,0.3000,1.0000,0.3000,1.0000,20,0.9828
300,0.9841,0.9841,0.9841,0.9500,0.9700,0.3900,1.0000,0.3600,1.0000,500,0.9833
