n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.6959,0.6959,0.6959,0.2500,0.7500,0.3000,1.0000,0.0500,1.0000,20,0.6000
20,0.7693,0.7693,0.7693,0.4100,0.7500,0.4000,1.0000,0.1500,1.0000,20,0.8000
30,0.7143,0.7143,0.7143,0.3400,0.9000,0.2500,1.0000,0.1500,1.0000,20,0.8667
40,0.7038,0.7038,0.7038,0.2000,0.9000,0.3500,1.0000,0.2500,1.0000,20,0.9000
50,0.7536,0.7536,0.7536,0.3100,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9200
60,0.7615,0.7615,0.7615,0.3300,0.9000,0.4500,1.0000,0.3500,1.0000,20,0.9333
70,0.7864,0.7864,0.7864,0.3600,0.9000,0.5500,1.0000,0.4500,1.0000,20,0.9429
80,0.7680,0.7680,0.7680,0.3900,0.8500,0.4500,1.0000,0.3000,1.0000,20,0.9500
90,0.8060,0.8060,0.8060,0.4600,0.9500,0.4000,1.0000,0.3500,1.0000,20,0.9556
100,0.7890,0.7890,0.7890,0.3700,1.0000,0.2500,1.0000,0.2500,1.0000,20,0.9600
110,0.8231,0.8231,0.8231,0.4500,0.8000,0.7500,1.0000,0.5500,1.0000,20,0.9636
120,0.8860,0.8860,0.8860,0.6400,0.9500,0.3000,1.0000,0.2500,1.0000,20,0.9667
130,0.9004,0.9004,0.9004,0.6700,0.8000,0.6000,1.0000,0.4000,1.0000,20,0.9692
140,0.8938,0.8938,0.8938,0.6500,0.9500,0.5500,1.0000,0.5000,1.0000,20,0.9714
150,0.9083,0.9083,0.9083,0.7000,0.9000,0.4000,1.0000,0.3000,1.0000,20,0.9733
160,0.9253,0.9253,0.9253,0.7600,0.8500,0.5000,1.0000,0.3500,1.0000,20,0.9750
170,0.9214,0.9214,0.9214,0.7300,0.9500,0.6000,1.0000,0.5500,1.0000,20,0.9765
180,0.9332,0.9332,0.9332,0.7500,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9778
190,0.9332,0.9332,0.9332,0.7800,1.0000,0.4500,1.0000,0.4500,1.0000,20,0.9789
200,0.9043,0.9043,0.9043,0.7300,0.9000,0.5000,1.0000,0.4000,1.0000,20,0.9800
210,0.8912,0.8912,0.8912,0.6900,0.9000,0.5000,1.0000,0.4000,1.0000,20,0.9810
220,0.8978,0.8978,0.8978,0.6100,1.0000,0.6500,1.0000,0.6500,1.0000,20,0.9818
230,0.9056,0.9056,0.9056,0.6300,0.9000,0.7500,1.0000,0.6500,1.0000,20,0.9826
240,0.8991,0.8991,0.8991,0.6500,0.9500,0.5500,1.0000,0.5000,1.0000,20,0.9833
250,0.9201,0.9201,0.9201,0.7000,1.0000,0.6000,1.0000,0.6000,1.0000,20,0.9840
260,0.9253,0.9253,0.9253,0.7500,1.0000,0.5500,1.0000,0.5500,1.0000,20,0.9846
270,0.9502,0.9502,0.9502,0.8300,1.0000,0.6500,1.0000,0.6500,1.0000,20,0.9852
280,0.9450,0.9450,0.9450,0.8000,0.9000,0.6500,1.0000,0.5500,1.0000,20,0.9857
290,0.9450,0.9450,0.9450,0.8200,0.9000,0.5000,1.0000,0.4000,1.0000,20,0.9862
300,0.9345,0.9345,0.9345,0.7900,0.9420,0.5360,1.0000,0.4780,1.0000,500,0.9867
