is_gold,cnt_root_lp,sum_root_lp,sum_leaf_lp,sum_bl_lp,cur_score,chunk_pool_match,L_trans,R_trans
1,-49.638778667654144,-51.835990062767294,-28.14399538594795,-35.0295987314191,-47.68476957503935,1,1,1
0,-56.1981018194484,-58.82965117482843,-73.8533936799164,-50.00257453017355,-74.88838402062359,0,0,1
0,-57.246707800045,-60.73575471004524,-77.5638327099421,-73.80511453165799,-80.51585761302763,0,0,0
1,-49.71572705083263,-51.99571005279506,-36.46297346122045,-40.70604275186148,-50.25741138079959,1,1,1
1,-53.49939849857804,-55.231114860032704,-54.883156754861055,-37.166788819434615,-69.96434552503635,0,0,0
0,-57.246707800045,-60.73575471004524,-77.5638327099421,-73.80511453165799,-80.51585761302763,0,0,0
1,-49.71572705083263,-51.99571005279506,-36.46297346122045,-40.70604275186148,-50.25741138079959,1,1,1
1,-53.49939849857804,-55.231114860032704,-54.883156754861055,-37.166788819434615,-69.96434552503635,0,0,0
0,-54.2592444931682,-56.37570982737261,-54.883156754861055,-49.190140403304014,-70.72419151962652,0,0,0
1,-52.31369217415169,-52.31369217415169,-27.245041838890504,-31.82801662042444,-57.02146882301911,0,1,0
1,-47.69719231376957,-48.968760848653126,-36.46117882123885,-37.96422407472824,-58.63554596014123,0,0,0
0,-54.08080283845034,-54.98063583237571,-81.1271864137976,-39.851315725056004,-78.41895876258963,0,0,0
1,-56.060844511578395,-56.060844511578395,-27.249639856731932,-36.92423602176004,-60.77000056579825,0,0,1
1,-52.79536757501408,-54.872486945682276,-36.46297346122045,-38.80636583177256,-53.33705190498104,1,1,1
0,-53.08838599712117,-55.64892886456771,-64.64295328768026,-45.765096255397445,-72.48127198342524,0,0,0
0,-66.7598939672959,-70.21586953961166,-86.77427310217823,-82.7649240290946,-92.79217589794936,0,0,0
1,-48.32558109521435,-50.47090437549571,-38.81990204454834,-39.213370683160235,-39.1771362917805,3,3,3
1,-51.6966481712639,-53.367459384838405,-27.251835578152715,-34.492210072405555,-56.406462941909986,0,0,1
0,-66.7598939672959,-70.21586953961166,-86.77427310217823,-82.7649240290946,-92.79217589794936,0,0,0
1,-48.32558109521435,-50.47090437549571,-38.81990204454834,-39.213370683160235,-39.1771362917805,3,3,3
1,-51.6966481712639,-53.367459384838405,-27.251835578152715,-34.492210072405555,-56.406462941909986,0,0,1
0,-53.46344464173574,-55.641716647927716,-64.09359714709717,-47.84096388205726,-72.69152378586489,0,0,0
1,-52.01784721089221,-52.01784721089221,-27.24446694732439,-30.640175978508864,-56.72545139228979,0,1,0
1,-48.53899169381921,-49.81056022870277,-54.882059605711085,-39.24144622819522,-65.00360957553254,0,0,0
0,-57.63691923442804,-58.526650888300075,-81.8202835981085,-44.602539087493845,-82.1830043138606,0,0,0
1,-57.87433494730273,-57.87433494730273,-47.74633886933231,-39.54864972931912,-66.70517516476187,0,0,2
1,-49.20858067916444,-51.31114962212752,-47.86590708850965,-39.757090170410365,-58.07529136237679,0,0,2
0,-54.88219739554967,-57.49707401853899,-73.8533936799164,-47.1976766278669,-77.03821549952458,0,0,0
0,-56.45090794861254,-59.93701315260583,-85.61841552238361,-72.40589653175807,-82.13643260532763,0,0,0
1,-51.24333606167175,-53.34267883754004,-28.14399538594795,-42.1040391492306,-47.26200142851613,1,2,1
1,-52.25794779546064,-53.972991424524594,-27.251835578152715,-35.09774211209176,-50.03629076050727,1,1,1
0,-56.45090794861254,-59.93701315260583,-85.61841552238361,-72.40589653175807,-82.13643260532763,0,0,0
1,-51.24333606167175,-53.34267883754004,-28.14399538594795,-42.1040391492306,-47.26200142851613,1,2,1
1,-52.25794779546064,-53.972991424524594,-27.251835578152715,-35.09774211209176,-50.03629076050727,1,1,1
0,-59.12301861621279,-61.25124914375158,-54.883156754861055,-54.21250048485283,-72.12222973987139,0,0,1
1,-57.97326614862875,-57.97326614862875,-36.46008024896804,-38.2495947018732,-58.51408251491999,1,1,1
1,-47.86424624303274,-49.135814777916295,-45.67161921347497,-33.313730684563296,-32.37707977124553,6,6,6
0,-54.5052434504723,-55.40507644439767,-63.39940281363628,-40.27575633707797,-70.05932839176346,0,0,1
1,-55.611420088206586,-55.611420088206586,-45.67052064120416,-36.47481159838824,-69.31257628056784,0,0,0
1,-48.63150093787123,-50.721538273024315,-27.247360159576804,-39.193994767242366,-27.61705674991458,6,6,6
0,-51.406669706126564,-53.9959033875986,-73.8533936799164,-44.35790347110898,-73.56268781010148,0,0,0
0,-66.7598939672959,-70.22920359202936,-86.77427310217821,-82.77825808151232,-92.79217589794936,0,0,0
1,-47.85570890619052,-50.001032186471875,-36.46297346122046,-38.71314251220167,-51.863129138957206,0,0,3
1,-51.5939941490428,-53.28339483658947,-27.247237560311287,-34.40814552415663,-45.90522180593728,1,1,3
0,-66.7598939672959,-70.22920359202936,-86.77427310217821,-82.77825808151232,-92.79217589794936,0,0,0
1,-47.85570890619052,-50.001032186471875,-36.46297346122046,-38.71314251220167,-51.863129138957206,0,0,3
1,-51.5939941490428,-53.28339483658947,-27.247237560311287,-34.40814552415663,-45.90522180593728,1,1,3
0,-53.463444641735734,-55.65505070034541,-64.09359714709717,-47.854297934474964,-72.69152378586489,0,0,0
1,-52.51186517491118,-52.51186517491118,-27.246191529114466,-31.134193942527833,-57.21998673084579,0,1,0
1,-49.886646858815084,-52.06299033553912,-54.88385424569268,-40.54630641255151,-60.85874168918234,0,2,0
0,-53.860827934699024,-56.43996027611773,-68.10496588443024,-48.06791963085096,-74.2923177000281,0,0,0
0,-66.70960782934843,-70.10377672967664,-77.56383270994209,-84.00198334210246,-89.97875764233106,0,0,0
1,-47.85570890619053,-50.13569190815296,-36.46297346122046,-38.86753693379564,-51.86312913895721,0,0,3
1,-53.11180565850049,-54.80120634604716,-45.67271636262494,-38.41312593728833,-63.34788466448824,0,0,1
0,-66.70960782934843,-70.10377672967664,-77.56383270994209,-84.00198334210246,-89.97875764233106,0,0,0
1,-47.85570890619053,-50.13569190815296,-36.46297346122046,-38.86753693379564,-51.86312913895721,0,0,3
1,-53.11180565850049,-54.80120634604716,-45.67271636262494,-38.41312593728833,-63.34788466448824,0,0,1
0,-53.41315850378825,-55.529623837992666,-54.883156754861055,-49.0780231950651,-69.87810553024657,0,0,0
1,-52.51186517491118,-52.51186517491118,-27.246191529114466,-31.134193942527833,-60.68572263364552,0,0,0
