n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.8281,0.8281,0.8281,0.3900,0.6500,0.3500,1.0000,0.0000,1.0000,20,0.6000
20,0.8172,0.8172,0.8172,0.4400,0.8500,0.1500,1.0000,0.0000,1.0000,20,0.8000
30,0.8703,0.8703,0.8703,0.5900,0.8000,0.4000,1.0000,0.2000,1.0000,20,0.8667
40,0.9328,0.9328,0.9328,0.8000,0.9500,0.4000,1.0000,0.3500,1.0000,20,0.9000
50,0.9078,0.9078,0.9078,0.7100,0.8000,0.5000,1.0000,0.3000,1.0000,20,0.9200
60,0.9328,0.9328,0.9328,0.7700,0.8000,0.5500,1.0000,0.3500,1.0000,20,0.9333
70,0.9375,0.9375,0.9375,0.7900,0.9500,0.4000,1.0000,0.3500,1.0000,20,0.9429
80,0.9484,0.9484,0.9484,0.8200,1.0000,0.4500,1.0000,0.4500,1.0000,20,0.9500
90,0.9313,0.9313,0.9313,0.8000,0.9000,0.5000,1.0000,0.4000,1.0000,20,0.9556
100,0.9406,0.9406,0.9406,0.8200,1.0000,0.4500,1.0000,0.4500,1.0000,20,0.9600
110,0.8516,0.8516,0.8516,0.5300,0.9500,0.3000,1.0000,0.2500,1.0000,20,0.9636
120,0.8531,0.8531,0.8531,0.6000,0.8500,0.4000,1.0000,0.2500,1.0000,20,0.9667
130,0.8812,0.8812,0.8812,0.6200,0.9000,0.4500,1.0000,0.3500,1.0000,20,0.9692
140,0.8859,0.8859,0.8859,0.6700,0.9500,0.6000,1.0000,0.5500,1.0000,20,0.9714
150,0.8875,0.8875,0.8875,0.6700,0.9500,0.6000,1.0000,0.5500,1.0000,20,0.9733
160,0.8828,0.8828,0.8828,0.6200,1.0000,0.4500,1.0000,0.4500,1.0000,20,0.9750
170,0.9078,0.9078,0.9078,0.7000,0.9000,0.5000,1.0000,0.4000,1.0000,20,0.9765
180,0.9094,0.9094,0.9094,0.6400,0.9500,0.6000,1.0000,0.5500,1.0000,20,0.9778
190,0.9297,0.9297,0.9297,0.7100,0.9500,0.7000,1.0000,0.6500,1.0000,20,0.9789
200,0.9375,0.9375,0.9375,0.7200,0.8500,0.5000,1.0000,0.3500,1.0000,20,0.9800
210,0.9313,0.9313,0.9313,0.6800,0.9500,0.5500,1.0000,0.5000,1.0000,20,0.9810
220,0.9313,0.9313,0.9313,0.6800,0.9500,0.4000,1.0000,0.3500,1.0000,20,0.9818
230,0.9250,0.9250,0.9250,0.6800,0.8000,0.5500,1.0000,0.3500,1.0000,20,0.9826
240,0.9266,0.9266,0.9266,0.6800,1.0000,0.5000,1.0000,0.5000,1.0000,20,0.9833
250,0.8969,0.8969,0.8969,0.5700,0.9500,0.5500,1.0000,0.5000,1.0000,20,0.9840
260,0.9078,0.9078,0.9078,0.6100,1.0000,0.4500,1.0000,0.4500,1.0000,20,0.9846
270,0.9062,0.9062,0.9062,0.5900,0.9500,0.6500,1.0000,0.6000,1.0000,20,0.9852
280,0.9047,0.9047,0.9047,0.5300,0.9500,0.5500,1.0000,0.5000,1.0000,20,0.9857
290,0.9187,0.9187,0.9187,0.6000,0.9500,0.3000,1.0000,0.2500,1.0000,20,0.9862
300,0.9172,0.9172,0.9172,0.6500,0.9680,0.5200,1.0000,0.4880,1.0000,500,0.9867
