n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.6111,0.6111,0.6111,0.1500,0.9500,0.5000,1.0000,0.4500,1.0000,20,0.7000
20,0.8735,0.8735,0.8735,0.4750,0.8000,0.4000,1.0000,0.2000,1.0000,20,0.8500
30,0.8457,0.8457,0.8457,0.4000,0.8500,0.6500,1.0000,0.5000,1.0000,20,0.9000
40,0.8920,0.8920,0.8920,0.6000,0.6000,0.9000,1.0000,0.5000,1.0000,20,0.9250
50,0.8981,0.8981,0.8981,0.6500,1.0000,0.7000,1.0000,0.7000,1.0000,20,0.9400
60,0.9444,0.9444,0.9444,0.7750,1.0000,0.6500,1.0000,0.6500,1.0000,20,0.9500
70,0.9475,0.9475,0.9475,0.7500,1.0000,0.5000,1.0000,0.5000,1.0000,20,0.9571
80,0.9444,0.9444,0.9444,0.7250,0.8000,0.8500,1.0000,0.6500,1.0000,20,0.9625
90,0.9568,0.9568,0.9568,0.8000,0.9500,0.5500,1.0000,0.5000,1.0000,20,0.9667
100,0.9753,0.9753,0.9753,0.8750,1.0000,0.7500,1.0000,0.7500,1.0000,20,0.9700
110,0.9877,0.9877,0.9877,0.9500,1.0000,0.8500,1.0000,0.8500,1.0000,20,0.9727
120,0.9691,0.9691,0.9691,0.8750,1.0000,0.5500,1.0000,0.5500,1.0000,20,0.9750
130,0.9691,0.9691,0.9691,0.8750,0.9000,0.8000,1.0000,0.7000,1.0000,20,0.9769
140,0.9599,0.9599,0.9599,0.8500,1.0000,0.8000,1.0000,0.8000,1.0000,20,0.9786
150,0.9537,0.9537,0.9537,0.8250,0.9500,0.7000,1.0000,0.6500,1.0000,20,0.9800
160,0.9537,0.9537,0.9537,0.8000,0.9500,0.4500,1.0000,0.4000,1.0000,20,0.9812
170,0.9660,0.9660,0.9660,0.8250,0.9500,0.6000,1.0000,0.5500,1.0000,20,0.9824
180,0.9877,0.9877,0.9877,0.9500,1.0000,0.6000,1.0000,0.6000,1.0000,20,0.9833
190,0.9938,0.9938,0.9938,0.9750,1.0000,0.6500,1.0000,0.6500,1.0000,20,0.9842
200,0.9167,0.9167,0.9167,0.8250,1.0000,0.6000,1.0000,0.6000,1.0000,20,0.9850
210,0.9877,0.9877,0.9877,0.9500,0.9500,0.6000,1.0000,0.5500,1.0000,20,0.9857
220,0.9877,0.9877,0.9877,0.9500,1.0000,0.7000,1.0000,0.7000,1.0000,20,0.9864
230,0.9938,0.9938,0.9938,0.9750,1.0000,0.6000,1.0000,0.6000,1.0000,20,0.9870
240,0.9198,0.9198,0.9198,0.7500,1.0000,0.5500,1.0000,0.5500,1.0000,20,0.9875
250,0.9907,0.9907,0.9907,0.9500,1.0000,0.6500,1.0000,0.6500,1.0000,20,0.9880
260,0.9568,0.9568,0.9568,0.7750,1.0000,0.8000,1.0000,0.8000,1.0000,20,0.9885
270,0.9568,0.9568,0.9568,0.8250,1.0000,0.7000,1.0000,0.7000,1.0000,20,0.9889
280,0.9599,0.9599,0.9599,0.8500,1.0000,0.8500,1.0000,0.8500,1.0000,20,0.9893
290,0.9599,0.9599,0.9599,0.8500,1.0000,0.6500,1.0000,0.6500,1.0000,20,0.9897
300,0.9599,0.9599,0.9599,0.8500,1.0000,0.6000,1.0000,0.6000,1.0000,20,0.9900
310,0.9722,0.9722,0.9722,0.8750,1.0000,0.7000,1.0000,0.7000,1.0000,20,0.9903
320,0.9722,0.9722,0.9722,0.8750,0.9940,0.5960,1.0000,0.5900,1.0000,500,0.9906
