n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.0000,0.0000,0.0000,0.0000,1.0000,0.1400,1.0000,0.1400,0.0000,50,1.0000
20,0.6667,1.0000,0.5000,0.0000,1.0000,0.0400,1.0000,0.0400,0.0000,50,1.0000
30,0.6667,1.0000,0.5000,0.0000,1.0000,0.0200,1.0000,0.0200,0.0000,50,1.0000
40,0.8702,1.0000,0.7703,0.1500,1.0000,0.0200,1.0000,0.0200,0.5400,50,1.0000
50,1.0000,1.0000,1.0000,1.0000,1.0000,0.0400,1.0000,0.0400,1.0000,50,1.0000
60,1.0000,1.0000,1.0000,1.0000,1.0000,0.0200,1.0000,0.0200,1.0000,50,1.0000
70,1.0000,1.0000,1.0000,1.0000,1.0000,0.0200,1.0000,0.0200,1.0000,50,1.0000
80,1.0000,1.0000,1.0000,1.0000,1.0000,0.0600,1.0000,0.0600,1.0000,50,1.0000
90,1.0000,1.0000,1.0000,1.0000,1.0000,0.0800,1.0000,0.0800,1.0000,50,1.0000
100,1.0000,1.0000,1.0000,1.0000,1.0000,0.0400,1.0000,0.0400,1.0000,50,1.0000
110,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.0000,1.0000,50,1.0000
120,1.0000,1.0000,1.0000,1.0000,1.0000,0.0600,1.0000,0.0600,1.0000,50,1.0000
130,1.0000,1.0000,1.0000,1.0000,1.0000,0.0400,1.0000,0.0400,1.0000,50,1.0000
140,1.0000,1.0000,1.0000,1.0000,1.0000,0.0400,1.0000,0.0400,1.0000,50,1.0000
150,1.0000,1.0000,1.0000,1.0000,1.0000,0.0400,1.0000,0.0400,1.0000,50,1.0000
160,1.0000,1.0000,1.0000,1.0000,1.0000,0.1200,1.0000,0.1200,1.0000,50,1.0000
