n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.6779,0.6779,0.6779,0.3000,0.6000,0.5000,1.0000,0.1000,1.0000,20,0.7000
20,0.7081,0.7081,0.7081,0.2750,0.7000,0.6000,1.0000,0.3000,1.0000,20,0.8500
30,0.7315,0.7315,0.7315,0.3250,0.8000,0.3500,1.0000,0.1500,1.0000,20,0.9000
40,0.7148,0.7148,0.7148,0.3500,0.9500,0.5000,1.0000,0.4500,1.0000,20,0.9250
50,0.7953,0.7953,0.7953,0.4000,0.9500,0.2500,1.0000,0.2000,1.0000,20,0.9400
60,0.7718,0.7718,0.7718,0.3750,0.9500,0.4500,1.0000,0.4000,1.0000,20,0.9500
70,0.7718,0.7718,0.7718,0.3500,0.9500,0.3000,1.0000,0.2500,1.0000,20,0.9571
80,0.7517,0.7517,0.7517,0.3250,0.9500,0.5000,1.0000,0.4500,1.0000,20,0.9625
90,0.7752,0.7752,0.7752,0.4500,0.7000,0.4500,1.0000,0.1500,1.0000,20,0.9667
100,0.8389,0.8389,0.8389,0.5750,0.9500,0.7000,1.0000,0.6500,1.0000,20,0.9700
110,0.8691,0.8691,0.8691,0.6250,0.8500,0.6500,1.0000,0.5000,1.0000,20,0.9727
120,0.8087,0.8087,0.8087,0.5500,0.8500,0.4000,1.0000,0.2500,1.0000,20,0.9750
130,0.8221,0.8221,0.8221,0.5750,0.8500,0.3000,1.0000,0.1500,1.0000,20,0.9769
140,0.8490,0.8490,0.8490,0.6250,1.0000,0.5000,1.0000,0.5000,1.0000,20,0.9786
150,0.8557,0.8557,0.8557,0.6750,1.0000,0.4500,1.0000,0.4500,1.0000,20,0.9800
160,0.8893,0.8893,0.8893,0.7000,0.9000,0.5500,1.0000,0.4500,1.0000,20,0.9812
170,0.8859,0.8859,0.8859,0.6750,0.8500,0.5000,1.0000,0.3500,1.0000,20,0.9824
180,0.9362,0.9362,0.9362,0.7750,0.9500,0.6500,1.0000,0.6000,1.0000,20,0.9833
190,0.9430,0.9430,0.9430,0.8000,0.9500,0.4500,1.0000,0.4000,1.0000,20,0.9842
200,0.6812,0.6812,0.6812,0.2500,0.8000,0.4500,1.0000,0.2500,1.0000,20,0.9850
210,0.7987,0.7987,0.7987,0.5250,0.8000,0.5500,1.0000,0.3500,1.0000,20,0.9857
220,0.8322,0.8322,0.8322,0.6000,0.9000,0.7000,1.0000,0.6000,1.0000,20,0.9864
230,0.8960,0.8960,0.8960,0.7000,0.8500,0.5500,1.0000,0.4000,1.0000,20,0.9870
240,0.8456,0.8456,0.8456,0.5750,0.8500,0.5500,1.0000,0.4000,1.0000,20,0.9875
250,0.9128,0.9128,0.9128,0.7250,0.9500,0.5000,1.0000,0.4500,1.0000,20,0.9880
260,0.9060,0.9060,0.9060,0.7000,0.9000,0.5000,1.0000,0.4000,1.0000,20,0.9885
270,0.9430,0.9430,0.9430,0.8000,1.0000,0.3500,1.0000,0.3500,1.0000,20,0.9889
280,0.9463,0.9463,0.9463,0.7750,0.9000,0.4500,1.0000,0.3500,1.0000,20,0.9893
290,0.9396,0.9396,0.9396,0.8000,1.0000,0.4500,1.0000,0.4500,1.0000,20,0.9897
300,0.9497,0.9497,0.9497,0.8250,1.0000,0.5000,1.0000,0.5000,1.0000,20,0.9900
310,0.9597,0.9597,0.9597,0.8500,0.9500,0.4000,1.0000,0.3500,1.0000,20,0.9903
320,0.9664,0.9664,0.9664,0.8750,0.9220,0.5980,1.0000,0.5200,1.0000,500,0.9906
