n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.5633,0.5633,0.5633,0.2200,0.9500,0.1000,1.0000,0.0500,1.0000,20,0.7000
20,0.6304,0.6304,0.6304,0.1800,0.3000,0.7500,1.0000,0.0500,1.0000,20,0.8500
30,0.6646,0.6646,0.6646,0.2700,0.7500,0.3500,1.0000,0.1000,1.0000,20,0.9000
40,0.6835,0.6835,0.6835,0.3300,0.5500,0.6500,1.0000,0.2000,1.0000,20,0.9250
50,0.7797,0.7797,0.7797,0.4300,0.8500,0.3000,1.0000,0.1500,1.0000,20,0.9400
60,0.6468,0.6468,0.6468,0.3000,0.7500,0.5000,1.0000,0.2500,1.0000,20,0.9500
70,0.7671,0.7671,0.7671,0.4500,0.7000,0.4500,1.0000,0.1500,1.0000,20,0.9571
80,0.6924,0.6924,0.6924,0.2500,0.8500,0.5500,1.0000,0.4000,1.0000,20,0.9625
90,0.7342,0.7342,0.7342,0.3400,0.9000,0.4500,1.0000,0.3500,1.0000,20,0.9667
100,0.8076,0.8076,0.8076,0.4600,0.8500,0.4000,1.0000,0.2500,1.0000,20,0.9700
110,0.8570,0.8570,0.8570,0.5700,0.9500,0.5000,1.0000,0.4500,1.0000,20,0.9727
120,0.8101,0.8101,0.8101,0.5100,0.8500,0.5000,1.0000,0.3500,1.0000,20,0.9750
130,0.8405,0.8405,0.8405,0.6000,0.9500,0.6500,1.0000,0.6000,1.0000,20,0.9769
140,0.8506,0.8506,0.8506,0.5900,0.9000,0.5500,1.0000,0.4500,1.0000,20,0.9786
150,0.8646,0.8646,0.8646,0.6600,0.9000,0.6000,1.0000,0.5000,1.0000,20,0.9800
160,0.8924,0.8924,0.8924,0.7100,0.9000,0.4500,1.0000,0.3500,1.0000,20,0.9812
170,0.8962,0.8962,0.8962,0.7100,1.0000,0.4500,1.0000,0.4500,1.0000,20,0.9824
180,0.9203,0.9203,0.9203,0.7500,0.9500,0.4000,1.0000,0.3500,1.0000,20,0.9833
190,0.9291,0.9291,0.9291,0.7800,0.9000,0.5500,1.0000,0.4500,1.0000,20,0.9842
200,0.9114,0.9114,0.9114,0.7200,0.9500,0.4500,1.0000,0.4000,1.0000,20,0.9850
210,0.9456,0.9456,0.9456,0.8100,0.9500,0.3500,1.0000,0.3000,1.0000,20,0.9857
220,0.9570,0.9570,0.9570,0.8500,0.9500,0.7000,1.0000,0.6500,1.0000,20,0.9864
230,0.8861,0.8861,0.8861,0.7100,0.9000,0.6500,1.0000,0.5500,1.0000,20,0.9870
240,0.9544,0.9544,0.9544,0.8400,1.0000,0.5500,1.0000,0.5500,1.0000,20,0.9875
250,0.9582,0.9582,0.9582,0.8500,0.9500,0.6500,1.0000,0.6000,1.0000,20,0.9880
260,0.9557,0.9557,0.9557,0.8600,0.9500,0.5000,1.0000,0.4500,1.0000,20,0.9885
270,0.9570,0.9570,0.9570,0.8600,0.9500,0.7000,1.0000,0.6500,1.0000,20,0.9889
280,0.9557,0.9557,0.9557,0.8400,1.0000,0.3000,1.0000,0.3000,1.0000,20,0.9893
290,0.9633,0.9633,0.9633,0.8600,1.0000,0.5000,1.0000,0.5000,1.0000,20,0.9897
300,0.9633,0.9633,0.9633,0.8500,0.9660,0.5480,1.0000,0.5140,1.0000,500,0.9900
