n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.0000,0.0000,0.0000,0.0000,0.7000,0.3000,1.0000,0.0000,0.0000,50,0.9000
20,0.4248,0.6184,0.3235,0.0000,0.9200,0.0800,1.0000,0.0000,0.0000,50,0.9500
30,0.7444,0.7514,0.7375,0.3250,1.0000,0.0800,1.0000,0.0800,0.7800,50,0.9667
40,0.7586,0.7650,0.7523,0.3375,0.9600,0.1600,1.0000,0.1200,0.7200,50,0.9750
50,0.8116,0.8192,0.8041,0.4125,0.9600,0.1200,1.0000,0.0800,0.8800,50,0.9800
60,0.8257,0.8327,0.8189,0.4625,1.0000,0.2000,1.0000,0.2000,0.8400,50,0.9833
70,0.7810,0.7876,0.7745,0.4500,0.9600,0.1400,1.0000,0.1000,0.8600,50,0.9857
80,0.8489,0.8569,0.8410,0.5500,0.9600,0.2800,1.0000,0.2400,0.6400,50,0.9875
90,0.8534,0.8623,0.8447,0.5625,1.0000,0.2600,1.0000,0.2600,0.7200,50,0.9889
100,0.8702,0.8792,0.8614,0.5250,1.0000,0.2600,1.0000,0.2600,0.7800,50,0.9900
110,0.8870,0.8962,0.8780,0.5875,0.9400,0.3800,1.0000,0.3200,0.8400,50,0.9909
120,0.8595,0.8652,0.8540,0.5875,0.9600,0.3400,1.0000,0.3000,0.7000,50,0.9917
130,0.8502,0.8558,0.8447,0.4875,0.9800,0.1400,1.0000,0.1200,0.7400,50,0.9923
140,0.8324,0.8386,0.8262,0.4125,1.0000,0.3800,1.0000,0.3800,0.7600,50,0.9929
150,0.8305,0.8368,0.8244,0.4125,0.9600,0.3000,1.0000,0.2600,0.8200,50,0.9933
160,0.8771,0.8837,0.8706,0.5375,0.9800,0.4000,1.0000,0.3800,0.8000,50,0.9938
170,0.8696,0.8762,0.8632,0.5000,1.0000,0.4200,1.0000,0.4200,0.7800,50,0.9941
180,0.8901,0.8968,0.8835,0.5750,1.0000,0.3600,1.0000,0.3600,0.7400,50,0.9944
190,0.8808,0.8874,0.8743,0.5750,0.9800,0.3600,1.0000,0.3400,0.7800,50,0.9947
200,0.8454,0.8518,0.8392,0.4500,1.0000,0.3800,1.0000,0.3800,0.7800,50,0.9950
210,0.8417,0.8480,0.8355,0.4625,0.9600,0.5200,1.0000,0.4800,0.7400,50,0.9952
220,0.8622,0.8687,0.8558,0.5625,0.9600,0.3600,1.0000,0.3200,0.7400,50,0.9955
230,0.8436,0.8499,0.8373,0.4875,1.0000,0.4800,1.0000,0.4800,0.7800,50,0.9957
240,0.8380,0.8443,0.8318,0.3750,0.9600,0.4200,1.0000,0.3800,0.7800,50,0.9958
250,0.8641,0.8705,0.8577,0.5375,0.9800,0.4800,1.0000,0.4600,0.7400,50,0.9960
260,0.8641,0.8705,0.8577,0.5250,0.9600,0.5400,1.0000,0.5000,0.8800,50,0.9962
270,0.8659,0.8724,0.8595,0.5750,1.0000,0.3600,1.0000,0.3600,0.8400,50,0.9963
280,0.8436,0.8499,0.8373,0.4500,0.9800,0.5400,1.0000,0.5200,0.8200,50,0.9964
290,0.8529,0.8593,0.8466,0.4625,0.9600,0.5000,1.0000,0.4600,0.8400,50,0.9966
300,0.8529,0.8593,0.8466,0.5250,0.9800,0.4800,1.0000,0.4600,0.7800,50,0.9967
310,0.8790,0.8856,0.8725,0.5750,0.9800,0.6200,1.0000,0.6000,0.7400,50,0.9968
320,0.8566,0.8630,0.8503,0.5750,1.0000,0.4200,1.0000,0.4200,0.9200,50,0.9969
