n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.6366,0.6366,0.6366,0.1100,0.8000,0.4500,1.0000,0.2500,1.0000,20,0.6000
20,0.7389,0.7389,0.7389,0.2300,0.9500,0.6000,1.0000,0.5500,1.0000,20,0.8000
30,0.7147,0.7147,0.7147,0.1800,0.6500,0.6000,1.0000,0.2500,1.0000,20,0.8667
40,0.7281,0.7281,0.7281,0.2100,1.0000,0.4000,1.0000,0.4000,1.0000,20,0.9000
50,0.6999,0.6999,0.6999,0.1900,0.8500,0.6000,1.0000,0.4500,1.0000,20,0.9200
60,0.7416,0.7416,0.7416,0.2100,0.9000,0.7000,1.0000,0.6000,1.0000,20,0.9333
70,0.7645,0.7645,0.7645,0.2600,0.8500,0.4500,1.0000,0.3000,1.0000,20,0.9429
80,0.7645,0.7645,0.7645,0.2500,0.9500,0.3000,1.0000,0.2500,1.0000,20,0.9500
90,0.7752,0.7752,0.7752,0.2900,1.0000,0.6000,1.0000,0.6000,1.0000,20,0.9556
100,0.8022,0.8022,0.8022,0.4000,0.9000,0.4500,1.0000,0.3500,1.0000,20,0.9600
110,0.8439,0.8439,0.8439,0.3800,0.9000,0.4500,1.0000,0.3500,1.0000,20,0.9636
120,0.8291,0.8291,0.8291,0.3400,0.9000,0.4000,1.0000,0.3000,1.0000,20,0.9667
130,0.8425,0.8425,0.8425,0.3500,0.9500,0.4000,1.0000,0.3500,1.0000,20,0.9692
140,0.8398,0.8398,0.8398,0.3500,0.8500,0.4000,1.0000,0.2500,1.0000,20,0.9714
150,0.8466,0.8466,0.8466,0.3400,0.6500,0.6000,1.0000,0.2500,1.0000,20,0.9733
160,0.8439,0.8439,0.8439,0.3300,0.9000,0.6000,1.0000,0.5000,1.0000,20,0.9750
170,0.8587,0.8587,0.8587,0.4300,0.8500,0.2000,1.0000,0.0500,1.0000,20,0.9765
180,0.8802,0.8802,0.8802,0.4900,0.9000,0.4500,1.0000,0.3500,1.0000,20,0.9778
190,0.8964,0.8964,0.8964,0.5700,0.8000,0.5000,1.0000,0.3000,1.0000,20,0.9789
200,0.8829,0.8829,0.8829,0.5600,0.9000,0.6000,1.0000,0.5000,1.0000,20,0.9800
210,0.8641,0.8641,0.8641,0.6400,0.9500,0.6000,1.0000,0.5500,1.0000,20,0.9810
220,0.8789,0.8789,0.8789,0.7100,0.9500,0.5000,1.0000,0.4500,1.0000,20,0.9818
230,0.8937,0.8937,0.8937,0.7200,0.9000,0.5000,1.0000,0.4000,1.0000,20,0.9826
240,0.9260,0.9260,0.9260,0.7600,0.9500,0.6000,1.0000,0.5500,1.0000,20,0.9833
250,0.9408,0.9408,0.9408,0.7800,0.9000,0.6000,1.0000,0.5000,1.0000,20,0.9840
260,0.9341,0.9341,0.9341,0.7700,0.9500,0.5000,1.0000,0.4500,1.0000,20,0.9846
270,0.9367,0.9367,0.9367,0.7800,1.0000,0.4500,1.0000,0.4500,1.0000,20,0.9852
280,0.9542,0.9542,0.9542,0.8100,0.8500,0.7000,1.0000,0.5500,1.0000,20,0.9857
290,0.9583,0.9583,0.9583,0.8400,0.9500,0.4000,1.0000,0.3500,1.0000,20,0.9862
300,0.9650,0.9650,0.9650,0.8700,0.9360,0.5240,1.0000,0.4600,1.0000,500,0.9867
