n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.7143,0.7143,0.7143,0.2100,0.8500,0.2000,1.0000,0.0500,1.0000,20,0.7000
20,0.7180,0.7180,0.7180,0.2900,1.0000,0.0000,1.0000,0.0000,1.0000,20,0.8500
30,0.7789,0.7789,0.7789,0.4000,0.8500,0.2000,1.0000,0.0500,1.0000,20,0.9000
40,0.8012,0.8012,0.8012,0.4100,0.9000,0.5500,1.0000,0.4500,1.0000,20,0.9250
50,0.8323,0.8323,0.8323,0.4700,0.9000,0.4500,1.0000,0.3500,1.0000,20,0.9400
60,0.8497,0.8497,0.8497,0.5200,0.8500,0.4000,1.0000,0.2500,1.0000,20,0.9500
70,0.8559,0.8559,0.8559,0.5400,0.7500,0.4000,1.0000,0.1500,1.0000,20,0.9571
80,0.8497,0.8497,0.8497,0.5000,0.7000,0.4000,1.0000,0.1000,1.0000,20,0.9625
90,0.8484,0.8484,0.8484,0.5000,0.8500,0.4000,1.0000,0.2500,1.0000,20,0.9667
100,0.8484,0.8484,0.8484,0.5200,0.9000,0.5500,1.0000,0.4500,1.0000,20,0.9700
110,0.8907,0.8907,0.8907,0.6000,0.9000,0.4500,1.0000,0.3500,1.0000,20,0.9727
120,0.8969,0.8969,0.8969,0.6300,0.8500,0.4500,1.0000,0.3000,1.0000,20,0.9750
130,0.9205,0.9205,0.9205,0.6900,0.9000,0.4000,1.0000,0.3000,1.0000,20,0.9769
140,0.9093,0.9093,0.9093,0.6500,0.9000,0.5000,1.0000,0.4000,1.0000,20,0.9786
150,0.9155,0.9155,0.9155,0.6800,0.8500,0.7500,1.0000,0.6000,1.0000,20,0.9800
160,0.9640,0.9640,0.9640,0.8300,0.8000,0.7500,1.0000,0.5500,1.0000,20,0.9812
170,0.9652,0.9652,0.9652,0.8200,0.9000,0.6000,1.0000,0.5000,1.0000,20,0.9824
180,0.9627,0.9627,0.9627,0.8500,0.8500,0.5500,1.0000,0.4000,1.0000,20,0.9833
190,0.9578,0.9578,0.9578,0.8400,0.8500,0.4500,1.0000,0.3000,1.0000,20,0.9842
200,0.8932,0.8932,0.8932,0.6600,0.9000,0.6000,1.0000,0.5000,1.0000,20,0.9850
210,0.7366,0.7366,0.7366,0.3600,0.9500,0.4500,1.0000,0.4000,1.0000,20,0.9857
220,0.8149,0.8149,0.8149,0.4000,0.9000,0.4000,1.0000,0.3000,1.0000,20,0.9864
230,0.7702,0.7702,0.7702,0.4100,0.9500,0.4000,1.0000,0.3500,1.0000,20,0.9870
240,0.7975,0.7975,0.7975,0.4700,0.9500,0.4000,1.0000,0.3500,1.0000,20,0.9875
250,0.8435,0.8435,0.8435,0.5200,0.9000,0.4000,1.0000,0.3000,1.0000,20,0.9880
260,0.8634,0.8634,0.8634,0.5300,1.0000,0.5500,1.0000,0.5500,1.0000,20,0.9885
270,0.8373,0.8373,0.8373,0.5300,0.8000,0.5000,1.0000,0.3000,1.0000,20,0.9889
280,0.8758,0.8758,0.8758,0.6300,0.9500,0.4500,1.0000,0.4000,1.0000,20,0.9893
290,0.8795,0.8795,0.8795,0.6500,0.9000,0.6500,1.0000,0.5500,1.0000,20,0.9897
300,0.8870,0.8870,0.8870,0.7000,0.9060,0.5540,1.0000,0.4600,1.0000,500,0.9900
