n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.0000,0.0000,0.0000,0.0000,0.1000,0.9000,1.0000,0.0000,0.0000,50,0.9000
20,0.4352,0.7120,0.3134,0.0000,0.9200,0.0800,1.0000,0.0000,0.0000,50,0.9500
30,0.6927,0.6989,0.6866,0.3000,0.9200,0.0800,1.0000,0.0000,0.7600,50,0.9667
40,0.7957,0.8029,0.7887,0.4750,0.8600,0.1600,1.0000,0.0200,0.8200,50,0.9750
50,0.8455,0.8530,0.8380,0.5000,0.8800,0.1200,1.0000,0.0000,0.8000,50,0.9800
60,0.7105,0.7168,0.7042,0.1500,1.0000,0.2800,1.0000,0.2800,0.7400,50,0.9833
70,0.6146,0.6201,0.6092,0.0750,0.9000,0.4800,1.0000,0.3800,0.7000,50,0.9857
80,0.6643,0.6703,0.6585,0.2250,0.9200,0.3200,1.0000,0.2400,0.7800,50,0.9875
90,0.7282,0.7348,0.7218,0.2750,0.9000,0.4200,1.0000,0.3200,0.6600,50,0.9889
100,0.7744,0.7814,0.7676,0.2500,0.8800,0.3400,1.0000,0.2200,0.8800,50,0.9900
110,0.7602,0.7670,0.7535,0.3000,0.9000,0.3400,1.0000,0.2400,0.8400,50,0.9909
120,0.8028,0.8100,0.7958,0.4000,0.9400,0.3200,1.0000,0.2600,0.8600,50,0.9917
130,0.8384,0.8459,0.8310,0.4250,1.0000,0.4000,1.0000,0.4000,0.6800,50,0.9923
140,0.8384,0.8459,0.8310,0.5000,0.9200,0.5400,1.0000,0.4600,0.7800,50,0.9929
150,0.8313,0.8387,0.8239,0.4000,0.8600,0.5200,1.0000,0.3800,0.7000,50,0.9933
160,0.7673,0.7742,0.7606,0.3250,0.9400,0.4600,1.0000,0.4000,0.7400,50,0.9938
