is_gold,cnt_root_lp,sum_root_lp,sum_leaf_lp,sum_bl_lp,cur_score,chunk_pool_match,L_trans,R_trans
1,-50.068354363561774,-52.55704400445525,-54.89461605507738,-48.587529608784685,-63.071003277285264,0,1,0
0,-53.745827359752056,-57.43364419062435,-96.88883080763017,-61.5187820553497,-82.8124766020411,0,0,0
0,-53.8914487208053,-59.594470363678845,-98.84723086980094,-93.72972882725246,-83.54561798174558,0,0,0
1,-54.05357362954733,-60.414396441159,-57.74895183847527,-50.96158940839212,-71.3782591810899,0,0,0
0,-69.77459345228233,-74.1063296546554,-130.96158141103282,-105.42274293931642,-109.06306787559217,0,0,0
0,-64.80703871501385,-69.33442844387382,-123.80420136720575,-108.59849601275513,-101.94829912517557,0,0,0
1,-46.24325945425426,-50.06899270845793,-39.321210921906754,-41.646278845061495,-54.57388682802655,0,0,1
1,-65.28919322283775,-68.1392169709676,-64.9965187642771,-52.02591011137966,-84.78814885212088,0,0,0
0,-53.8914487208053,-59.594470363678845,-98.84723086980094,-93.72972882725246,-83.54561798174558,0,0,0
1,-54.05357362954733,-60.414396441159,-57.74895183847527,-59.71835284163863,-71.3782591810899,0,0,0
0,-69.77459345228233,-74.1063296546554,-130.96158141103282,-105.42274293931642,-109.06306787559217,0,0,0
0,-64.80703871501385,-69.33442844387382,-123.80420136720575,-112.60273808116743,-101.94829912517557,0,0,0
1,-46.24325945425426,-50.06899270845793,-39.321210921906754,-43.377635866355284,-54.57388682802655,0,0,1
1,-65.28919322283775,-68.1392169709676,-64.9965187642771,-57.49203040396628,-84.78814885212088,0,0,0
0,-62.67555219367931,-68.46452634241412,-134.79753012178176,-72.29755099976619,-103.11481123021383,0,0,0
0,-74.93076963097572,-80.11519619013329,-103.3302602343245,-93.05946782921826,-105.92984770127306,0,0,0
0,-64.80703871501385,-69.33442844387382,-123.80420136720575,-108.59849601275513,-101.94829912517557,0,0,0
1,-46.24325945425426,-50.06899270845793,-39.321210921906754,-43.377635866355284,-54.57388682802655,0,0,1
1,-65.28919322283775,-68.1392169709676,-64.9965187642771,-52.02591011137966,-84.78814885212088,0,0,0
0,-62.67555219367931,-68.46452634241412,-134.79753012178176,-72.29755099976619,-103.11481123021383,0,0,0
0,-74.93076963097572,-80.11519619013329,-103.3302602343245,-93.05946782921826,-105.92984770127306,0,0,0
1,-71.52187022473834,-74.49250220375532,-74.20686100181882,-90.64867057202717,-93.78392852528398,0,0,0
1,-65.28919322283775,-68.1392169709676,-64.9965187642771,-52.02591011137966,-84.78814885212088,0,0,0
0,-62.67555219367931,-68.46452634241412,-134.79753012178176,-72.29755099976619,-103.11481123021383,0,0,0
0,-68.36817618106822,-71.37511654831135,-100.94671986156354,-82.4585863559697,-98.65219213953728,0,0,0
1,-63.26556183703238,-66.61944428140092,-64.10505644731349,-68.39406575688518,-82.49707877122643,0,0,0
0,-68.36817618106822,-71.37511654831135,-100.94671986156354,-82.4585863559697,-98.65219213953728,0,0,0
1,-66.35215362222948,-66.35215362222948,-110.15039827639777,-67.87430689144864,-99.3972731051488,0,0,0
0,-46.12424705957164,-49.31119709903046,-57.74218986107339,-42.974728696546535,-59.98116811509393,0,0,1
1,-47.02295720658465,-50.35684552464261,-38.42986373729312,-43.427488822929114,-58.55191632777259,0,0,0
0,-47.365350160887104,-51.11325092339368,-84.4820656984737,-42.66380514219333,-72.70996987042922,0,0,0
0,-55.59454361213824,-58.35528202477093,-110.15716025379965,-63.768820833213226,-88.64169168827813,0,0,0
0,-48.285157963665924,-50.72898131162197,-64.10277915666231,-45.06640911243819,-67.51599171066462,0,0,0
1,-48.13760143446035,-50.57733185702995,-64.1027848518307,-50.40254285352244,-67.36843689000956,0,0,0
0,-55.59454361213824,-58.35528202477093,-110.15716025379965,-63.768820833213226,-88.64169168827813,0,0,0
1,-59.290977405141746,-60.84064285760943,-45.679609799051725,-49.4947703848929,-69.52912444205754,0,1,0
0,-63.7954875864768,-64.68555255657871,-82.5213713679962,-61.60959334548625,-85.08616309407594,0,0,1
1,-67.87779414587243,-67.87779414587243,-45.67731553074498,-52.833616142087806,-78.1152529022962,0,0,1
0,-47.652713734107664,-50.70645630860854,-57.74218986107339,-55.661894823875315,-64.97537069242968,0,0,0
0,-48.19926263313177,-52.26868114096124,-68.36604731395823,-50.608079372598105,-65.24334092451952,0,1,0
1,-45.669584911728585,-50.61769441344518,-49.947455102624346,-45.649864449874286,-60.65382144251589,0,0,0
0,-48.1314697894316,-53.38570462090792,-85.38027301518362,-48.98304116996406,-73.74555169398668,0,0,0
0,-58.858232710209805,-63.91337892991536,-108.05757310734263,-65.92217077216146,-91.27550464241259,0,0,0
0,-56.48803645566762,-60.94399739195948,-114.59376097496964,-93.66984068534074,-90.86616474815851,0,0,0
1,-46.753362720306676,-49.873854964918806,-28.15465904063823,-40.96992013342269,-44.802552724098966,1,1,1
0,-47.652713734107664,-50.70645630860854,-57.74218986107339,-55.661894823875315,-64.97537069242968,0,0,0
1,-49.3935441700977,-53.04233308909881,-45.68646993114801,-52.029605372246586,-59.633749246642374,0,1,0
0,-50.49850324689193,-55.13696493709891,-108.05767126203705,-56.29926709255968,-82.91580462550304,0,0,0
0,-58.858232710209805,-63.91337892991536,-108.05757310734263,-65.92217077216146,-91.27550464241259,0,0,0
0,-56.48803645566762,-60.94399739195948,-114.59376097496964,-93.66984068534074,-90.86616474815851,0,0,0
1,-46.753362720306676,-49.873854964918806,-28.15465904063823,-40.96992013342269,-44.802552724098966,1,1,1
