n_trained,parse_F1,parse_P,parse_R,parse_EM,gen_gram,gen_novel,gen_lex,gen_gram_novel,p_parse_legal,gen_n,prim_active_frac
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000
10,0.7722,0.7722,0.7722,0.3000,0.7000,0.4500,1.0000,0.1500,1.0000,20,0.6000
20,0.8323,0.8323,0.8323,0.5250,0.9500,0.8500,1.0000,0.8000,1.0000,20,0.8000
30,0.8987,0.8987,0.8987,0.7000,0.7500,0.7500,1.0000,0.5000,1.0000,20,0.8667
40,0.8165,0.8165,0.8165,0.2750,0.8500,0.6000,1.0000,0.4500,1.0000,20,0.9000
50,0.8449,0.8449,0.8449,0.4500,0.7500,0.5500,1.0000,0.3000,1.0000,20,0.9200
60,0.8133,0.8133,0.8133,0.5500,0.7500,0.6000,1.0000,0.3500,1.0000,20,0.9333
70,0.9146,0.9146,0.9146,0.7500,0.8500,0.3500,1.0000,0.2000,1.0000,20,0.9429
80,0.8861,0.8861,0.8861,0.7000,0.8500,0.6500,1.0000,0.5000,1.0000,20,0.9500
90,0.8418,0.8418,0.8418,0.6000,0.7500,0.6000,1.0000,0.3500,1.0000,20,0.9556
100,0.8924,0.8924,0.8924,0.7000,0.7000,0.5500,1.0000,0.2500,1.0000,20,0.9600
110,0.8639,0.8639,0.8639,0.6250,0.8000,0.8000,1.0000,0.6000,1.0000,20,0.9636
120,0.8418,0.8418,0.8418,0.5500,0.6500,0.7000,1.0000,0.3500,1.0000,20,0.9667
130,0.8703,0.8703,0.8703,0.6250,0.8000,0.8500,1.0000,0.6500,1.0000,20,0.9692
140,0.8576,0.8576,0.8576,0.4750,0.8000,0.7500,1.0000,0.5500,1.0000,20,0.9714
150,0.9842,0.9842,0.9842,0.9500,0.8000,0.8500,1.0000,0.6500,1.0000,20,0.9733
160,0.9842,0.9842,0.9842,0.9500,0.8000,0.9000,1.0000,0.7000,1.0000,20,0.9750
170,0.9778,0.9778,0.9778,0.9250,0.9000,0.5000,1.0000,0.4000,1.0000,20,0.9765
180,0.9905,0.9905,0.9905,0.9500,0.8500,0.8500,1.0000,0.7000,1.0000,20,0.9778
190,0.9715,0.9715,0.9715,0.9000,1.0000,0.6000,1.0000,0.6000,1.0000,20,0.9789
200,0.9494,0.9494,0.9494,0.8000,0.9500,0.6500,1.0000,0.6000,1.0000,20,0.9800
210,0.9684,0.9684,0.9684,0.8750,1.0000,0.5000,1.0000,0.5000,1.0000,20,0.9810
220,0.9557,0.9557,0.9557,0.8250,0.9500,0.6000,1.0000,0.5500,1.0000,20,0.9818
230,0.9842,0.9842,0.9842,0.9250,0.9000,0.7000,1.0000,0.6000,1.0000,20,0.9826
240,0.9778,0.9778,0.9778,0.9000,1.0000,0.7500,1.0000,0.7500,1.0000,20,0.9833
250,0.9778,0.9778,0.9778,0.9000,1.0000,0.4500,1.0000,0.4500,1.0000,20,0.9840
260,0.9810,0.9810,0.9810,0.9250,0.9000,0.6500,1.0000,0.5500,1.0000,20,0.9846
270,0.9778,0.9778,0.9778,0.9250,0.9500,0.5000,1.0000,0.4500,1.0000,20,0.9852
280,0.9810,0.9810,0.9810,0.9250,0.9000,0.6500,1.0000,0.5500,1.0000,20,0.9857
290,0.9810,0.9810,0.9810,0.9250,0.9000,0.6500,1.0000,0.5500,1.0000,20,0.9862
300,0.9367,0.9367,0.9367,0.7500,0.9500,0.6500,1.0000,0.6000,1.0000,20,0.9867
310,0.9241,0.9241,0.9241,0.7000,1.0000,0.8000,1.0000,0.8000,1.0000,20,0.9871
320,0.8797,0.8797,0.8797,0.5750,0.9380,0.6640,1.0000,0.6020,1.0000,500,0.9875
