is_gold,cnt_root_lp,sum_root_lp,sum_leaf_lp,sum_bl_lp,cur_score,chunk_pool_match,L_trans,R_trans
1,-59.13776353124936,-61.36100866805691,-72.20628935730733,-50.02502689435924,-70.40244263004237,1,1,1
0,-63.58891513605367,-66.24070375157817,-46.91526964110859,-56.68403133877478,-74.19776012558653,0,0,1
0,-66.43820024473962,-70.00977152490773,-86.77437305576784,-62.159232597344925,-92.47051216146997,0,0,0
1,-52.07231841945156,-54.29831553949333,-73.30483498375456,-43.024418425282015,-70.59803301177821,0,1,0
1,-50.62427869497017,-52.374549872576026,-36.46237592397847,-34.040537024480585,-58.09725556936399,0,0,1
0,-66.43820024473962,-70.00977152490773,-86.77437305576784,-62.159232597344925,-92.47051216146997,0,0,0
1,-52.07231841945156,-54.29831553949333,-73.30483498375456,-43.024418425282015,-70.59803301177821,0,1,0
1,-50.62427869497017,-52.374549872576026,-36.46237592397847,-34.040537024480585,-58.09725556936399,0,0,1
0,-55.26647508085371,-57.42477191487922,-64.09369710068682,-38.51402105550477,-74.49458421105976,0,0,0
1,-56.17629019906821,-56.17629019906821,-45.6706205947938,-35.46272281765518,-69.87747637750635,0,0,0
1,-54.730552844901545,-56.076054749497935,-54.882159559300725,-45.37882997493782,-60.79799300429258,1,1,1
0,-104.59715172669061,-105.48524555761159,-100.93436152048132,-99.22193650742031,-134.877460182835,0,0,0
1,-51.20284518594315,-51.20284518594315,-45.6706205947938,-42.9171865734231,-61.43829546158155,0,0,1
1,-54.174586910820246,-56.368838502888984,-27.252633022573985,-45.231499506812504,-51.95316910919326,1,1,1
0,-63.13693105126919,-65.77529605979602,-56.1257100333447,-56.24010100422027,-79.9746440612726,0,0,0
0,-53.858944656852444,-57.520451058747575,-77.56393266353172,-49.68732826523426,-77.12812445591196,0,0,0
1,-53.60621169029735,-55.85311039843012,-39.51306588703322,-44.61473780195788,-44.66571603960895,3,3,3
1,-51.85868813167876,-53.608959309284614,-47.055512392023516,-35.61146637836383,-60.48228040594526,0,0,2
0,-53.858944656852444,-57.520451058747575,-77.56393266353172,-49.68732826523426,-77.12812445591196,0,0,0
1,-53.60621169029735,-55.85311039843012,-39.51306588703322,-44.61473780195788,-44.66571603960895,3,3,3
1,-51.85868813167876,-53.608959309284614,-47.055512392023516,-35.61146637836383,-60.48228040594526,0,0,2
0,-55.35746875375423,-57.60570070950676,-54.8832567084507,-38.694666422746565,-71.82244576628945,0,0,0
1,-56.56027045629324,-56.56027045629324,-36.46018020255769,-35.81113437758124,-67.49832451706054,0,0,0
1,-59.436315809084725,-60.810811258419925,-36.4612787748285,-50.23342188422428,-59.9774917331341,1,1,1
0,-54.37847474381755,-55.27999218173619,-45.671719167064616,-40.304230499262964,-64.61425459113721,0,0,1
1,-51.3409555608335,-51.3409555608335,-36.46018020255769,-36.77211808912161,-58.81327371880108,0,0,1
1,-58.018318407612036,-60.08928330551408,-72.61173779944366,-49.10366413490889,-76.33610384464541,0,1,0
0,-76.89233844947844,-79.49276639726169,-59.41668226942993,-70.20776586502849,-89.22428168696688,0,0,2
0,-53.631514001880035,-57.07563952013593,-59.143051879059506,-49.35836695657539,-71.3744295655979,0,0,0
1,-51.55548055668081,-53.68191364519283,-45.67351380704621,-42.19267620272816,-52.83300144985467,1,2,1
1,-49.63220639206601,-51.33111690193062,-37.55625690716918,-36.56214168480756,-47.03613985301786,1,1,3
0,-53.631514001880035,-57.07563952013593,-59.143051879059506,-49.49819029165313,-71.3744295655979,0,0,0
1,-51.55548055668081,-53.68191364519283,-45.67351380704621,-42.19267620272816,-52.83300144985467,1,2,1
1,-49.63220639206601,-51.33111690193062,-37.55625690716918,-36.56214168480756,-47.03613985301786,1,1,3
0,-54.54969461768833,-56.707991451713845,-47.0555123920235,-37.964624492511334,-68.66634833529538,0,0,0
1,-56.422098244390504,-56.422098244390504,-39.46199280607024,-33.28174487140927,-68.26069608621158,0,0,0
1,-56.77012677975878,-58.79296834441438,-44.9804166227353,-47.47829804224979,-59.8670440581802,1,1,1
0,-63.75596853868436,-66.34532593987062,-65.33615042558083,-57.069403740823994,-83.3568136663586,0,0,0
0,-52.47536761081779,-55.87183826644316,-57.987194299264914,-48.35081606465181,-69.87152590059726,0,0,0
1,-50.42848853205674,-52.49203605855355,-36.4630734148101,-40.96167899173302,-50.97020284810059,1,1,1
1,-50.48530121195752,-52.17314117522515,-45.672816316214586,-33.716891472060915,-60.72141020402217,0,0,1
